PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Larry Bird,23,9,372,18.3,0.511,0.085,0.141,6.7,24.5,15.5,17.7,1.9,1.3,14.9,25.2,,0.3,0.8,1.1,0.136,,3.5,0.9,4.3,0.6
Tiny Archibald,31,9,332,13.2,0.595,0.022000000000000002,0.47200000000000003,1.0,2.8,1.9,29.5,1.5,0.0,26.1,18.6,,0.4,0.4,0.7,0.105,,1.9,-1.8,0.1,0.2
Cedric Maxwell,24,9,320,21.8,0.684,0.0,0.6559999999999999,10.9,21.2,16.0,8.8,0.8,1.9,15.5,18.8,,1.1,0.6,1.7,0.255,,6.1,0.3,6.4,0.7
Dave Cowens,31,9,301,14.1,0.501,0.019,0.107,6.7,18.4,12.5,10.0,1.5,1.4,6.9,16.3,,0.4,0.6,1.0,0.155,,1.7,0.7,2.5,0.3
Chris Ford,31,9,279,9.7,0.479,0.165,0.19,3.6,6.6,5.1,10.2,2.5,1.3,13.2,15.0,,0.1,0.5,0.5,0.091,,-0.8,1.5,0.7,0.2
M.L. Carr,29,9,172,14.0,0.45299999999999996,0.063,0.3,9.2,12.7,10.9,9.5,1.7,0.3,7.2,24.0,,0.1,0.3,0.4,0.11,,1.2,-1.0,0.2,0.1
Rick Robey,24,9,151,11.9,0.465,0.019,0.264,9.7,14.5,12.1,9.4,2.3,1.2,11.9,18.8,,0.0,0.3,0.3,0.10300000000000001,,-0.6,0.5,-0.2,0.1
Pete Maravich,32,9,104,11.0,0.516,0.11800000000000001,0.059000000000000004,0.0,8.9,4.4,9.3,1.4,0.0,14.7,25.0,,-0.1,0.1,0.1,0.039,,-1.0,-1.3,-2.3,0.0
Gerald Henderson,24,9,101,11.8,0.45899999999999996,0.054000000000000006,0.541,4.5,6.8,5.6,16.7,2.0,0.0,13.3,22.1,,0.0,0.1,0.1,0.066,,0.1,-0.7,-0.6,0.0
Eric Fernsten,26,5,18,11.8,0.41,0.0,0.5,18.8,12.8,15.8,0.0,0.0,10.0,21.5,21.9,,0.0,0.0,0.0,0.01,,0.1,-0.5,-0.5,0.0
Jeff Judkins,23,7,10,39.8,0.563,0.375,0.0,33.8,11.5,22.8,0.0,4.9,0.0,0.0,33.9,,0.1,0.0,0.1,0.37,,18.3,1.7,20.0,0.1
