Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,25.0,NBA,PF,9.0,0.0,162.0,8.7,12.4,0.7,0.0,0.0,,8.7,12.4,0.7,5.8,7.1,0.81,2.4,3.6,6.0,2.9,0.7,1.8,2.2,8.0,23.1
1988,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,26.0,NBA,PF,12.0,0.0,210.0,6.2,11.7,0.53,0.0,0.2,0.0,6.2,11.5,0.54,1.5,2.4,0.64,2.1,5.0,7.0,2.6,0.7,2.9,1.7,8.1,13.9
1989,1,474,ATL,Atlanta Hawks,Antoine Carr,1961-07-23,27.0,NBA,PF,5.0,0.0,81.0,5.8,9.3,0.62,0.0,0.0,,5.8,9.3,0.62,3.6,4.9,0.73,2.2,1.3,3.6,3.1,0.0,1.8,1.8,5.8,15.1
1992,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,30.0,NBA,PF,3.0,3.0,109.0,7.9,14.5,0.55,0.3,0.7,0.5,7.6,13.9,0.55,3.3,5.3,0.62,2.6,5.0,7.6,1.0,0.7,3.6,1.3,4.6,19.5
1993,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,31.0,NBA,PF,8.0,8.0,171.0,8.2,15.6,0.53,0.0,0.0,,8.2,15.6,0.53,1.3,2.1,0.6,2.7,5.3,8.0,1.9,0.6,1.9,1.5,5.9,17.7
1994,27,474,SAS,San Antonio Spurs,Antoine Carr,1961-07-23,32.0,NBA,PF,3.0,0.0,37.0,4.9,10.7,0.46,0.0,0.0,,4.9,10.7,0.46,7.8,8.8,0.89,1.0,0.0,1.0,2.9,1.0,1.9,0.0,6.8,17.5
1995,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,33.0,NBA,C,5.0,0.0,114.0,4.4,9.8,0.45,0.0,0.0,,4.4,9.8,0.45,6.3,7.6,0.83,0.9,3.8,4.7,2.2,0.9,1.6,1.3,8.2,15.2
1996,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,34.0,NBA,SF,18.0,0.0,339.0,4.9,10.3,0.47,0.0,0.0,,4.9,10.3,0.47,1.8,2.7,0.68,1.2,2.4,3.6,2.2,0.4,1.5,1.7,7.0,11.6
1997,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,35.0,NBA,PF,20.0,0.0,280.0,5.1,10.7,0.48,0.0,0.0,,5.1,10.7,0.48,2.3,3.1,0.75,1.4,3.7,5.1,1.3,0.8,1.2,2.3,8.2,12.6
1998,29,474,UTA,Utah Jazz,Antoine Carr,1961-07-23,36.0,NBA,PF,20.0,0.0,292.0,5.1,11.1,0.46,0.0,0.0,,5.1,11.1,0.46,0.7,1.0,0.75,2.0,3.1,5.1,1.4,0.1,1.5,1.1,7.8,10.8
1999,11,474,HOU,Houston Rockets,Antoine Carr,1961-07-23,37.0,NBA,PF,4.0,0.0,37.0,3.9,10.7,0.36,0.0,0.0,,3.9,10.7,0.36,0.0,0.0,,2.9,3.9,6.8,3.9,0.0,1.0,3.9,18.5,7.8
