Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,21,3254,SEA,Seattle Supersonics,Danny Young,"July 26, 1962",22.0,NBA,PG,3.0,26.0,0.5,0.2,0.1,0.0,0.0,13.4,6.7,10.2,5.6,0.0,16.7,19.3,-0.2,0.0,-0.1,-0.19,-9.9,3.8,-6.1,0.0
1986,21,3254,SEA,Seattle Supersonics,Danny Young,"July 26, 1962",23.0,NBA,PG,82.0,1901.0,13.7,0.57,0.16,0.24,1.8,5.8,3.7,22.2,2.9,0.3,15.7,12.9,2.7,2.1,4.8,0.12,0.2,1.7,1.9,1.9
1987,21,3254,SEA,Seattle Supersonics,Danny Young,"July 26, 1962",24.0,NBA,PG,73.0,1482.0,12.8,0.55,0.27,0.25,1.7,6.6,4.2,29.2,2.4,0.1,21.0,10.7,2.0,0.9,2.9,0.1,0.8,0.3,1.1,1.2
1988,21,3254,SEA,Seattle Supersonics,Danny Young,"July 26, 1962",25.0,NBA,PG,77.0,949.0,13.3,0.5,0.35,0.24,2.1,6.9,4.4,28.8,2.6,0.1,13.3,11.8,1.6,0.8,2.4,0.12,0.4,0.7,1.1,0.8
1989,25,3254,POR,Portland Trail Blazers,Danny Young,"July 26, 1962",26.0,NBA,PG,48.0,952.0,11.8,0.53,0.2,0.26,1.9,6.7,4.2,15.9,2.7,0.2,13.9,13.1,1.0,0.8,1.8,0.09,-1.1,1.2,0.0,0.5
1990,25,3254,POR,Portland Trail Blazers,Danny Young,"July 26, 1962",27.0,NBA,PG,82.0,1393.0,11.5,0.51,0.18,0.34,2.2,7.4,4.8,20.7,2.8,0.2,17.5,12.9,1.0,1.9,3.0,0.1,-1.2,2.1,0.9,1.0
1991,25,3254,POR,Portland Trail Blazers,Danny Young,"July 26, 1962",28.0,NBA,PG,75.0,897.0,11.7,0.49,0.38,0.17,2.7,6.5,4.6,20.1,2.7,0.5,14.7,15.4,0.6,1.2,1.8,0.1,-0.6,1.1,0.5,0.6
1992,31,3254,TOT,Total After Trade,Danny Young,"July 26, 1962",29.0,NBA,PG,62.0,1023.0,11.3,0.49,0.28,0.26,1.7,6.4,4.1,22.4,2.2,0.2,14.2,13.7,0.8,1.1,1.9,0.09,-1.4,0.6,-0.8,0.3
1992,25,3254,POR,Portland Trail Blazers,Danny Young,"July 26, 1962",29.0,NBA,PG,18.0,134.0,11.7,0.49,0.25,0.35,0.0,7.3,3.7,19.8,2.2,0.0,9.8,15.5,0.1,0.2,0.3,0.11,-1.6,0.8,-0.8,0.0
1992,13,3254,LAC,Los Angeles Clippers,Danny Young,"July 26, 1962",29.0,NBA,PG,44.0,889.0,11.2,0.49,0.28,0.25,2.0,6.3,4.1,22.8,2.2,0.3,15.0,13.4,0.6,0.9,1.6,0.09,-1.3,0.6,-0.8,0.3
1993,9,3254,DET,Detroit Pistons,Danny Young,"July 26, 1962",30.0,NBA,PG,65.0,836.0,10.4,0.52,0.41,0.19,1.6,4.7,3.1,19.2,1.9,0.4,14.2,10.8,0.9,0.5,1.4,0.08,-1.5,1.0,-0.5,0.3
1995,17,3254,MIL,Milwaukee Bucks,Danny Young,"July 26, 1962",32.0,NBA,PG,7.0,77.0,14.3,0.69,0.71,0.06,1.5,6.4,3.9,24.2,2.7,0.0,18.7,12.3,0.2,0.0,0.2,0.14,0.9,2.4,3.3,0.1
