Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,20.0,PHO,NBA,C,60.0,7.0,614.0,71.0,137.0,0.518,0.0,1.0,0.0,71.0,136.0,0.522,0.518,47.0,68.0,0.691,52.0,66.0,118.0,8.0,11.0,41.0,28.0,97.0,189.0
2010,21.0,PHO,NBA,C,51.0,31.0,986.0,171.0,291.0,0.588,0.0,0.0,,171.0,291.0,0.588,0.588,88.0,125.0,0.704,104.0,144.0,248.0,7.0,10.0,53.0,41.0,117.0,430.0
2011,22.0,PHO,NBA,C,67.0,56.0,991.0,179.0,357.0,0.501,0.0,0.0,,179.0,357.0,0.501,0.501,74.0,100.0,0.74,82.0,134.0,216.0,8.0,18.0,45.0,48.0,143.0,432.0
2012,23.0,PHO,NBA,C,64.0,0.0,895.0,124.0,269.0,0.461,0.0,0.0,,124.0,269.0,0.461,0.461,100.0,140.0,0.714,90.0,119.0,209.0,20.0,18.0,60.0,43.0,128.0,348.0
2013,24.0,NOH,NBA,C,82.0,82.0,2136.0,384.0,719.0,0.534,0.0,0.0,,384.0,719.0,0.534,0.534,161.0,207.0,0.778,226.0,236.0,462.0,64.0,32.0,128.0,110.0,167.0,929.0
2014,25.0,POR,NBA,C,82.0,82.0,2603.0,355.0,644.0,0.551,0.0,1.0,0.0,355.0,643.0,0.552,0.551,198.0,242.0,0.818,326.0,374.0,700.0,73.0,25.0,139.0,84.0,196.0,908.0
2015,26.0,POR,NBA,C,59.0,59.0,1638.0,234.0,437.0,0.535,0.0,1.0,0.0,234.0,436.0,0.537,0.535,98.0,127.0,0.772,190.0,204.0,394.0,55.0,16.0,84.0,73.0,122.0,566.0
2016,27.0,NYK,NBA,C,82.0,82.0,2219.0,357.0,662.0,0.539,0.0,1.0,0.0,357.0,661.0,0.54,0.539,128.0,161.0,0.795,268.0,334.0,602.0,114.0,16.0,129.0,133.0,182.0,842.0
2017,28.0,CHI,NBA,C,81.0,81.0,2271.0,382.0,775.0,0.493,0.0,2.0,0.0,382.0,773.0,0.494,0.493,75.0,104.0,0.721,244.0,276.0,520.0,80.0,18.0,117.0,91.0,151.0,839.0
2018,29.0,CHI,NBA,C,64.0,64.0,1690.0,342.0,645.0,0.53,4.0,14.0,0.286,338.0,631.0,0.536,0.533,68.0,90.0,0.756,134.0,156.0,290.0,124.0,14.0,53.0,107.0,109.0,756.0
2019,30.0,CHI,NBA,C,74.0,36.0,1606.0,304.0,535.0,0.568,7.0,31.0,0.226,297.0,504.0,0.589,0.575,89.0,123.0,0.724,140.0,146.0,286.0,89.0,11.0,78.0,96.0,124.0,704.0
2020,31.0,MIL,NBA,C,66.0,5.0,958.0,147.0,299.0,0.492,35.0,105.0,0.333,112.0,194.0,0.577,0.55,28.0,53.0,0.528,56.0,105.0,161.0,45.0,10.0,45.0,63.0,96.0,357.0
2021,32.0,WAS,NBA,C,11.0,1.0,178.0,28.0,45.0,0.622,2.0,5.0,0.4,26.0,40.0,0.65,0.644,13.0,25.0,0.52,20.0,26.0,46.0,6.0,1.0,6.0,7.0,23.0,71.0
