Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,22.0,NBA,PG,55.0,728.0,9.8,0.49,0.24,0.29,5.5,10.8,8.3,20.8,2.0,0.3,22.4,19.7,-0.3,0.4,0.1,0.0,-3.0,-1.2,-4.3,-0.4
2010,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,23.0,NBA,PG,80.0,1442.0,14.8,0.57,0.38,0.32,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,2.0,0.8,2.8,0.09,0.8,-0.7,0.1,0.8
2011,31,781,TOT,Total After Trade,Goran Dragic,1986-05-06,24.0,NBA,PG,70.0,1234.0,13.2,0.52,0.35,0.3,3.3,9.9,6.6,25.6,2.1,0.6,19.0,22.4,0.2,0.8,1.0,0.04,-0.9,-0.5,-1.3,0.2
2011,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,24.0,NBA,PG,48.0,856.0,11.2,0.49,0.32,0.31,3.2,8.4,5.8,26.8,2.1,0.5,21.1,24.0,-0.7,0.5,-0.2,-0.01,-2.3,-1.2,-3.5,-0.3
2011,11,781,HOU,Houston Rockets,Goran Dragic,1986-05-06,24.0,NBA,PG,22.0,378.0,17.7,0.6,0.43,0.29,3.6,13.2,8.4,22.7,1.9,0.7,13.0,18.9,0.9,0.3,1.2,0.16,2.5,1.2,3.7,0.5
2012,11,781,HOU,Houston Rockets,Goran Dragic,1986-05-06,25.0,NBA,PG,66.0,1752.0,18.0,0.57,0.34,0.32,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,3.6,1.5,5.1,0.14,1.9,0.0,1.9,1.7
2013,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,26.0,NBA,PG,77.0,2581.0,17.5,0.54,0.3,0.36,2.6,8.0,5.2,35.7,2.5,0.8,16.8,21.7,4.1,1.6,5.7,0.11,1.7,-0.3,1.4,2.2
2014,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,27.0,NBA,SG,76.0,2668.0,21.4,0.6,0.27,0.38,2.9,7.4,5.2,28.1,2.0,0.6,14.3,24.5,8.4,2.0,10.3,0.19,4.1,-0.2,3.9,4.0
2015,31,781,TOT,Total After Trade,Goran Dragic,1986-05-06,28.0,NBA,"PG,SG",78.0,2640.0,17.4,0.58,0.26,0.23,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,5.4,1.4,6.8,0.12,1.6,-0.8,0.8,1.8
2015,24,781,PHO,Phoenix Suns,Goran Dragic,1986-05-06,28.0,NBA,SG,52.0,1735.0,16.7,0.57,0.27,0.19,3.2,8.5,5.8,20.2,1.4,0.4,13.4,21.5,3.1,0.9,4.0,0.11,1.1,-1.0,0.1,0.9
2015,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,28.0,NBA,PG,26.0,905.0,18.8,0.59,0.23,0.32,4.1,7.7,5.9,27.8,1.6,0.6,13.8,22.2,2.3,0.5,2.8,0.15,2.5,-0.4,2.1,0.9
2016,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,29.0,NBA,PG,72.0,2363.0,15.5,0.54,0.23,0.19,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,2.4,2.3,4.7,0.1,0.1,-0.5,-0.4,1.0
2017,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,30.0,NBA,PG,73.0,2459.0,19.8,0.57,0.26,0.34,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,5.0,2.6,7.5,0.15,2.7,-0.1,2.6,2.9
2018,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,31.0,NBA,PG,75.0,2378.0,16.6,0.54,0.28,0.25,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.11,0.9,-0.6,0.3,1.4
2019,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,32.0,NBA,PG,36.0,991.0,13.9,0.52,0.38,0.23,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.08,-0.5,-0.6,-1.1,0.2
2020,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,33.0,NBA,PG,59.0,1663.0,16.3,0.57,0.47,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.1,1.4,-1.6,-0.1,0.8
2021,16,781,MIA,Miami Heat,Goran Dragic,1986-05-06,34.0,NBA,PG,28.0,757.0,13.1,0.56,0.41,0.24,1.4,11.7,6.8,29.6,1.1,0.8,17.7,25.0,0.0,0.8,0.8,0.05,-1.3,-1.7,-3.1,-0.2
