PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Loy Vaught,28.0,82,82.0,2838,542,1084,0.5,2,12,0.16699999999999998,540,1072,0.504,0.501,134,191,0.7020000000000001,222,595,817,110,85,25,137,241,1220
Rodney Rogers,25.0,81,62.0,2480,408,884,0.462,65,180,0.361,343,704,0.48700000000000004,0.498,191,288,0.6629999999999999,137,274,411,222,88,61,221,272,1072
Malik Sealy,26.0,80,79.0,2456,373,942,0.396,79,222,0.35600000000000004,294,720,0.408,0.43799999999999994,254,290,0.8759999999999999,59,179,238,165,124,45,154,185,1079
Bo Outlaw,25.0,82,25.0,2195,254,417,0.609,0,8,0.0,254,409,0.621,0.609,117,232,0.504,174,280,454,157,94,142,107,227,625
Lorenzen Wright,21.0,77,51.0,1936,236,491,0.48100000000000004,1,4,0.25,235,487,0.483,0.48200000000000004,88,150,0.5870000000000001,206,265,471,49,48,60,79,211,561
Darrick Martin,25.0,82,64.0,1820,292,718,0.40700000000000003,91,234,0.389,201,484,0.415,0.47,218,250,0.872,26,87,113,339,57,2,127,165,893
Lamond Murray,23.0,74,1.0,1295,181,435,0.41600000000000004,31,91,0.341,150,344,0.436,0.452,156,211,0.7390000000000001,85,148,233,57,53,29,86,113,549
Brent Barry,25.0,59,0.0,1094,155,379,0.409,56,173,0.324,99,206,0.48100000000000004,0.483,76,93,0.8170000000000001,30,80,110,154,51,15,76,88,442
Pooh Richardson,30.0,59,18.0,1065,131,344,0.381,42,128,0.32799999999999996,89,216,0.41200000000000003,0.442,26,43,0.605,25,73,98,169,54,5,62,82,330
Terry Dehere,25.0,73,3.0,1053,148,383,0.386,52,160,0.325,96,223,0.43,0.45399999999999996,122,148,0.8240000000000001,15,80,95,158,27,3,96,142,470
Eric Piatkowski,26.0,65,0.0,747,134,298,0.45,51,120,0.425,83,178,0.466,0.535,69,84,0.821,49,56,105,52,33,10,46,85,388
Kevin Duckworth,32.0,26,22.0,384,45,103,0.43700000000000006,3,4,0.75,42,99,0.424,0.451,11,16,0.688,23,37,60,16,9,11,33,63,104
Stanley Roberts,26.0,18,2.0,378,63,148,0.426,0,0,,63,148,0.426,0.426,45,64,0.703,24,67,91,9,8,23,23,57,171
Dwayne Schintzius,28.0,15,0.0,116,13,36,0.361,1,2,0.5,12,34,0.353,0.375,7,8,0.875,9,13,22,4,1,9,7,22,34
Rich Manning,26.0,10,1.0,73,14,34,0.41200000000000003,0,1,0.0,14,33,0.424,0.41200000000000003,3,6,0.5,8,8,16,1,1,1,2,11,31
Team Totals,,82,,19930,2989,6696,0.446,474,1339,0.354,2515,5357,0.469,0.48200000000000004,1517,2074,0.731,1092,2242,3334,1662,733,441,1311,1964,7969
