PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Grant Hill,24.0,80,80.0,3147,625,1259,0.496,10,33,0.303,615,1226,0.502,0.5,450,633,0.711,123,598,721,583,144,48,259,186,1710
Lindsey Hunter,26.0,82,76.0,3023,421,1042,0.40399999999999997,166,468,0.355,255,574,0.444,0.484,158,203,0.778,59,174,233,154,129,24,96,206,1166
Joe Dumars,33.0,79,79.0,2923,385,875,0.44,166,384,0.43200000000000005,219,491,0.446,0.535,222,256,0.867,38,153,191,318,57,1,128,97,1158
Otis Thorpe,34.0,79,79.0,2661,419,787,0.532,0,2,0.0,419,785,0.534,0.532,198,303,0.653,226,396,622,133,59,17,145,298,1036
Terry Mills,29.0,79,5.0,1997,312,702,0.444,175,415,0.42200000000000004,137,287,0.47700000000000004,0.569,58,70,0.8290000000000001,68,309,377,99,35,27,85,161,857
Theo Ratliff,23.0,76,38.0,1292,179,337,0.531,0,0,,179,337,0.531,0.531,81,116,0.698,109,147,256,13,29,111,56,181,439
Michael Curry,28.0,81,2.0,1217,99,221,0.44799999999999995,23,77,0.299,76,144,0.528,0.5,97,108,0.898,23,96,119,43,31,12,28,128,318
Grant Long,30.0,65,24.0,1166,123,275,0.447,17,47,0.36200000000000004,106,228,0.465,0.478,63,84,0.75,88,134,222,39,43,6,48,106,326
Aaron McKie,24.0,42,3.0,850,97,209,0.46399999999999997,18,48,0.375,79,161,0.491,0.507,51,61,0.836,27,101,128,77,43,7,42,69,263
Don Reid,23.0,47,14.0,462,54,112,0.48200000000000004,0,1,0.0,54,111,0.486,0.48200000000000004,24,32,0.75,36,65,101,14,16,15,23,105,132
Litterial Green,26.0,45,0.0,311,30,64,0.469,0,10,0.0,30,54,0.556,0.469,30,47,0.638,6,16,22,41,16,1,15,27,90
Stacey Augmon,28.0,20,3.0,292,31,77,0.40299999999999997,0,0,,31,77,0.40299999999999997,0.40299999999999997,28,41,0.6829999999999999,14,35,49,15,10,10,27,29,90
Rick Mahorn,38.0,22,7.0,218,20,54,0.37,0,1,0.0,20,53,0.377,0.37,16,22,0.727,19,34,53,6,4,3,10,34,56
Jerome Williams,23.0,33,0.0,177,20,51,0.392,0,0,,20,51,0.392,0.392,9,17,0.529,22,28,50,7,13,1,13,18,49
Kenny Smith,31.0,9,0.0,64,8,20,0.4,5,10,0.5,3,10,0.3,0.525,2,2,1.0,0,5,5,10,1,0,3,2,23
Randolph Childress,24.0,4,0.0,30,4,10,0.4,2,3,0.667,2,7,0.28600000000000003,0.5,0,0,,0,1,1,2,2,0,5,5,10
Team Totals,,82,,19830,2827,6095,0.46399999999999997,582,1499,0.38799999999999996,2245,4596,0.488,0.512,1487,1995,0.745,858,2292,3150,1554,632,283,1041,1652,7723
