Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992.0,25.0,1,POR,Portland Trail Blazers,Alaa Abdelnaby,23.0,8.0,0.0,25.0,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,2.9,5.8,0.5,0.0,5.8,5.8,2.9,0.0,0.0,2.9,5.8,17.3
1992.0,25.0,3129,POR,Portland Trail Blazers,Buck Williams,31.0,21.0,21.0,758.0,3.1,6.2,0.51,0.0,0.0,,3.1,6.2,0.51,3.3,4.3,0.76,2.9,5.6,8.5,1.0,1.3,0.8,2.1,3.5,9.5
1992.0,25.0,2470,POR,Portland Trail Blazers,Clifford Robinson,25.0,21.0,0.0,522.0,6.3,13.6,0.46,0.1,0.4,0.17,6.2,13.2,0.47,3.0,5.3,0.57,1.7,4.3,6.1,3.0,1.5,1.4,1.9,5.8,15.7
1992.0,25.0,786,POR,Portland Trail Blazers,Clyde Drexler,29.0,21.0,21.0,847.0,8.4,18.1,0.47,0.8,3.4,0.24,7.6,14.6,0.52,5.9,7.3,0.81,2.6,4.0,6.6,6.2,1.3,0.9,2.5,3.3,23.5
1992.0,25.0,26,POR,Portland Trail Blazers,Danny Ainge,32.0,21.0,0.0,449.0,6.5,13.6,0.48,1.7,4.2,0.4,4.8,9.4,0.51,3.1,3.8,0.83,0.6,2.6,3.2,3.9,1.2,0.1,2.0,4.7,17.8
,,3254,,,Danny Young,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,25.0,3079,POR,Portland Trail Blazers,Ennis Whatley,29.0,15.0,0.0,96.0,2.3,7.5,0.3,0.0,0.4,0.0,2.3,7.1,0.32,1.5,1.5,1.0,0.0,3.7,3.7,4.9,2.6,0.0,1.5,4.1,6.0
1992.0,25.0,1599,POR,Portland Trail Blazers,Jerome Kersey,29.0,21.0,21.0,756.0,6.2,12.2,0.51,0.0,0.1,0.0,6.2,12.1,0.52,3.8,5.4,0.69,2.8,4.9,7.7,3.6,2.0,0.9,2.5,4.0,16.2
1992.0,25.0,791,POR,Portland Trail Blazers,Kevin Duckworth,27.0,21.0,21.0,647.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,1.9,2.9,0.66,2.2,4.3,6.5,2.3,0.6,0.7,2.5,4.2,13.9
,,2777,,,Lamont Strothers,,,,,,,,,,,,,,,,,,,,,,,,,
1992.0,25.0,409,POR,Portland Trail Blazers,Mark Bryant,26.0,12.0,0.0,116.0,3.1,9.0,0.34,0.0,0.0,,3.1,9.0,0.34,0.9,1.2,0.75,3.4,5.6,9.0,0.3,0.9,0.0,2.8,6.8,7.1
1992.0,25.0,2232,POR,Portland Trail Blazers,Robert Pack,22.0,14.0,0.0,52.0,2.8,12.5,0.22,0.0,0.0,,2.8,12.5,0.22,2.1,2.8,0.75,1.4,2.8,4.2,4.8,3.5,0.7,2.1,6.9,7.6
1992.0,25.0,2341,POR,Portland Trail Blazers,Terry Porter,28.0,21.0,21.0,870.0,6.1,11.8,0.52,1.5,3.2,0.47,4.6,8.6,0.53,4.9,5.9,0.83,1.0,3.0,4.0,5.8,0.9,0.1,1.9,2.0,18.6
1992.0,25.0,604,POR,Portland Trail Blazers,Wayne Cooper,35.0,3.0,0.0,27.0,2.7,5.3,0.5,0.0,0.0,,2.7,5.3,0.5,0.0,0.0,,1.3,9.3,10.7,0.0,0.0,4.0,1.3,5.3,5.3
