Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,24.0,MIN,NBA,SG,3.0,0.0,26.0,1.0,6.0,0.167,0.0,1.0,0.0,1.0,5.0,0.2,0.167,1.0,1.0,1.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,5.0,3.0
2002,25.0,MIN,NBA,PG,3.0,3.0,134.0,23.0,51.0,0.451,6.0,15.0,0.4,17.0,36.0,0.472,0.51,14.0,20.0,0.7,1.0,14.0,15.0,17.0,3.0,1.0,9.0,14.0,66.0
2003,26.0,DET,NBA,PG,14.0,14.0,485.0,71.0,190.0,0.374,26.0,84.0,0.31,45.0,106.0,0.425,0.442,84.0,90.0,0.933,4.0,43.0,47.0,66.0,9.0,2.0,34.0,38.0,252.0
2004,27.0,DET,NBA,PG,23.0,23.0,881.0,110.0,286.0,0.385,37.0,107.0,0.346,73.0,179.0,0.408,0.449,121.0,136.0,0.89,14.0,56.0,70.0,136.0,31.0,2.0,60.0,57.0,378.0
2005,28.0,DET,NBA,PG,25.0,25.0,985.0,145.0,339.0,0.428,44.0,126.0,0.349,101.0,213.0,0.474,0.493,133.0,149.0,0.893,23.0,85.0,108.0,162.0,25.0,5.0,49.0,71.0,467.0
2006,29.0,DET,NBA,PG,18.0,18.0,705.0,93.0,229.0,0.406,32.0,94.0,0.34,61.0,135.0,0.452,0.476,105.0,116.0,0.905,7.0,54.0,61.0,117.0,22.0,2.0,43.0,43.0,323.0
2007,30.0,DET,NBA,PG,16.0,16.0,649.0,84.0,193.0,0.435,35.0,90.0,0.389,49.0,103.0,0.476,0.526,94.0,113.0,0.832,7.0,46.0,53.0,91.0,19.0,2.0,46.0,39.0,297.0
2008,31.0,DET,NBA,PG,15.0,15.0,480.0,69.0,172.0,0.401,24.0,64.0,0.375,45.0,108.0,0.417,0.471,79.0,95.0,0.832,6.0,38.0,44.0,83.0,12.0,1.0,20.0,32.0,241.0
2009,32.0,DEN,NBA,PG,16.0,16.0,619.0,90.0,197.0,0.457,44.0,94.0,0.468,46.0,103.0,0.447,0.569,106.0,117.0,0.906,5.0,56.0,61.0,109.0,20.0,4.0,31.0,38.0,330.0
2010,33.0,DEN,NBA,PG,6.0,6.0,207.0,37.0,83.0,0.446,11.0,31.0,0.355,26.0,52.0,0.5,0.512,37.0,42.0,0.881,1.0,13.0,14.0,38.0,6.0,3.0,18.0,24.0,122.0
2011,34.0,NYK,NBA,PG,1.0,1.0,35.0,3.0,11.0,0.273,2.0,6.0,0.333,1.0,5.0,0.2,0.364,2.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,10.0
2013,36.0,LAC,NBA,SG,6.0,6.0,115.0,11.0,36.0,0.306,6.0,17.0,0.353,5.0,19.0,0.263,0.389,9.0,11.0,0.818,2.0,10.0,12.0,6.0,1.0,1.0,8.0,10.0,37.0
