Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,22.0,BOS,NBA,PG,81.0,2.0,1385.0,6.6,16.4,0.4,1.0,3.2,0.314,5.6,13.2,0.421,3.7,4.9,0.756,1.1,3.8,4.9,6.5,3.3,0.5,4.6,6.4,17.9,,91.0,103.0
2005,23.0,BOS,NBA,PG,81.0,2.0,1145.0,5.2,12.9,0.402,0.9,2.7,0.356,4.2,10.2,0.414,5.4,7.3,0.742,1.3,4.4,5.7,7.0,2.8,0.6,3.6,6.6,16.7,,104.0,106.0
2006,24.0,TOT,NBA,PG,58.0,29.0,1497.0,7.9,16.8,0.468,0.8,2.3,0.349,7.1,14.5,0.486,4.2,5.3,0.803,0.8,4.0,4.8,7.9,1.9,0.4,4.3,5.8,20.7,,102.0,107.0
2006,24.0,BOS,NBA,PG,18.0,1.0,269.0,6.4,15.5,0.413,1.2,3.7,0.316,5.2,11.8,0.443,5.2,5.8,0.9,0.8,2.9,3.7,6.2,1.4,0.0,4.5,7.4,19.2,,99.0,111.0
2006,24.0,MIN,NBA,PG,40.0,28.0,1228.0,8.2,17.1,0.479,0.7,1.9,0.364,7.5,15.1,0.494,4.0,5.2,0.778,0.8,4.3,5.1,8.3,2.1,0.5,4.2,5.5,21.1,,103.0,106.0
2007,25.0,PHO,NBA,PG,45.0,1.0,503.0,8.4,19.6,0.429,0.5,2.9,0.172,7.9,16.7,0.473,4.8,6.0,0.8,1.0,2.8,3.8,6.0,2.3,0.3,4.0,7.0,22.1,,97.0,108.0
2008,26.0,TOT,NBA,PG,36.0,3.0,569.0,7.7,17.2,0.45,3.6,9.2,0.392,4.1,8.0,0.517,2.4,3.1,0.771,0.4,3.7,4.0,5.5,1.3,1.2,3.3,5.8,21.5,,106.0,111.0
2008,26.0,PHO,NBA,PG,24.0,1.0,310.0,7.0,17.5,0.404,4.0,10.4,0.385,3.0,7.0,0.432,1.9,2.6,0.75,0.5,2.7,3.2,4.0,1.3,1.3,2.6,6.1,20.0,,102.0,111.0
2008,26.0,MIA,NBA,PG,12.0,2.0,259.0,8.6,16.8,0.512,3.1,7.6,0.405,5.5,9.2,0.6,3.1,3.9,0.789,0.2,4.9,5.1,7.4,1.2,1.0,4.3,5.5,23.4,,110.0,112.0
2009,27.0,TOT,NBA,PG,22.0,0.0,206.0,5.4,14.7,0.368,0.8,4.9,0.158,4.6,9.8,0.474,2.8,4.6,0.611,0.3,4.4,4.6,7.2,2.8,0.5,3.6,6.7,14.4,,88.0,108.0
2009,27.0,MIA,NBA,PG,16.0,0.0,166.0,4.8,12.5,0.385,0.6,4.5,0.143,4.2,8.0,0.52,3.2,4.8,0.667,0.0,4.8,4.8,7.1,3.2,0.6,3.5,6.8,13.5,,91.0,106.0
2009,27.0,TOR,NBA,PG,6.0,0.0,40.0,7.8,23.5,0.333,1.3,6.5,0.2,6.5,17.0,0.385,1.3,3.9,0.333,1.3,2.6,3.9,7.8,1.3,0.0,3.9,6.5,18.3,,79.0,114.0
2010,28.0,TOR,NBA,PG,22.0,0.0,244.0,8.2,15.4,0.534,1.5,5.1,0.292,6.8,10.4,0.653,5.1,6.1,0.828,0.6,4.2,4.9,5.5,2.5,0.4,4.2,6.3,23.0,,112.0,112.0
2011,29.0,TOR,NBA,PG,3.0,0.0,22.0,0.0,4.7,0.0,0.0,0.0,,0.0,4.7,0.0,14.1,18.8,0.75,0.0,2.3,2.3,7.0,2.3,0.0,4.7,9.4,14.1,,99.0,114.0
