PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Magic Johnson,30,9,9,41.8,8.4,17.2,0.49,0.6,2.8,0.2,7.9,14.4,0.546,0.506,7.8,8.8,0.8859999999999999,1.3,5.0,6.3,12.8,1.2,0.1,4.0,3.1,25.2
James Worthy,28,9,9,40.7,10.0,20.1,0.49700000000000005,0.2,0.9,0.25,9.8,19.2,0.509,0.503,4.0,4.8,0.8370000000000001,1.2,4.3,5.6,3.0,1.6,0.3,2.4,2.0,24.2
Byron Scott,28,9,9,36.1,5.4,11.8,0.462,1.4,3.8,0.382,4.0,8.0,0.5,0.524,1.1,1.4,0.769,0.8,3.3,4.1,2.6,2.2,0.3,1.4,3.6,13.4
A.C. Green,26,9,9,28.0,4.6,8.8,0.519,0.0,0.0,,4.6,8.8,0.519,0.519,2.7,3.6,0.75,3.8,5.2,9.0,1.0,0.6,0.4,1.6,2.4,11.8
Mychal Thompson,35,9,8,25.0,2.3,4.9,0.47700000000000004,0.0,0.0,,2.3,4.9,0.47700000000000004,0.47700000000000004,1.8,2.9,0.615,1.7,2.7,4.3,0.2,0.2,1.4,1.9,2.9,6.4
Orlando Woolridge,30,9,0,22.1,4.4,7.8,0.5710000000000001,0.0,0.1,0.0,4.4,7.7,0.58,0.5710000000000001,2.9,4.1,0.703,0.7,1.9,2.6,1.1,0.9,0.9,1.2,2.8,11.8
Vlade Divac,21,9,1,19.4,3.6,4.9,0.727,0.1,0.2,0.5,3.4,4.7,0.738,0.7390000000000001,1.9,2.1,0.895,1.8,3.6,5.3,1.1,0.9,1.7,1.4,3.0,9.1
Michael Cooper,33,9,0,19.2,1.1,3.9,0.28600000000000003,0.3,1.3,0.25,0.8,2.6,0.304,0.32899999999999996,0.0,0.0,,1.2,1.4,2.7,2.8,0.8,0.4,0.8,2.3,2.6
Larry Drew,31,7,0,7.3,0.4,1.1,0.375,0.1,0.6,0.25,0.3,0.6,0.5,0.43799999999999994,0.7,0.9,0.833,0.0,0.3,0.3,0.6,0.4,0.0,0.6,1.3,1.7
Jay Vincent,30,3,0,2.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0
Mel McCants,22,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Mark McNamara,30,2,0,2.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0
