Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1997,23,328,PHI,Philadelphia 76Ers,50,Mark Bradtke,C,6-10,265,1968-09-27,AU,R,
1997,23,451,PHI,Philadelphia 76Ers,4,Michael Cage,C,6-9,224,1962-01-28,US,12,San Diego State
1997,23,454,PHI,Philadelphia 76Ers,45,Adrian Caldwell,PF,6-8,265,1966-07-04,US,4,"SMU, Lamar"
1997,23,563,PHI,Philadelphia 76Ers,44,Derrick Coleman,PF,6-10,230,1967-06-21,US,6,Syracuse
1997,23,616,PHI,Philadelphia 76Ers,21,Joe Courtney,PF,6-8,235,1969-10-17,US,3,"Mississippi State, Southern Miss"
1997,23,694,PHI,Philadelphia 76Ers,7,Mark Davis,SF,6-7,210,1973-04-26,US,1,"Howard College, Texas Tech"
1997,23,1207,PHI,Philadelphia 76Ers,30,Lucious Harris,SG,6-5,190,1970-12-18,US,3,Cal State Long Beach
1997,23,1260,PHI,Philadelphia 76Ers,14,Mark Hendrickson,PF,6-9,220,1974-06-23,US,R,Washington State
1997,23,1393,PHI,Philadelphia 76Ers,3,Allen Iverson,PG,6-0,165,1975-06-07,US,R,Georgetown
1997,23,1620,PHI,Philadelphia 76Ers,20,Frankie King,SG,6-1,185,1972-06-06,US,1,Western Carolina University
1997,23,1799,PHI,Philadelphia 76Ers,25,Don MacLean,SF,6-10,235,1970-01-16,US,4,UCLA
1997,23,2227,PHI,Philadelphia 76Ers,9,Doug Overton,PG,6-3,190,1969-08-03,US,4,La Salle
1997,23,2740,PHI,Philadelphia 76Ers,42,Jerry Stackhouse,SG,6-6,218,1974-11-05,US,1,UNC
1997,23,3023,PHI,Philadelphia 76Ers,23,Rex Walters,SG,6-4,190,1970-03-12,US,3,"Northwestern, Kansas"
1997,23,3055,PHI,Philadelphia 76Ers,35,Clarence Weatherspoon,SF,6-6,240,1970-09-08,US,4,Southern Miss
1997,23,3184,PHI,Philadelphia 76Ers,55,Scott Williams,C,6-10,230,1968-03-21,US,6,UNC
