PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Juwan Howard,29,77,77,2730,7.5,16.6,0.45,0.0,0.1,0.5,7.5,16.6,0.449,3.7,4.6,0.8029999999999999,2.4,5.3,7.7,3.1,1.0,0.4,2.5,3.2,18.7
Kenny Satterfield,20,80,53,2258,5.1,9.9,0.519,0.0,0.0,0.0,5.1,9.8,0.521,3.1,5.4,0.578,3.3,4.5,7.8,2.4,2.0,1.0,2.9,4.7,13.4
Junior Harrington,22,82,51,2003,3.0,8.4,0.36200000000000004,0.1,0.5,0.25,2.9,7.9,0.369,1.3,2.0,0.652,0.8,3.7,4.5,5.0,1.4,0.3,2.8,4.5,7.5
Donnell Harvey,22,77,27,1613,5.5,12.3,0.446,0.0,0.2,0.14300000000000002,5.5,12.1,0.45,2.6,3.9,0.67,2.8,6.3,9.1,2.2,1.1,0.6,2.7,4.5,13.6
Rodney White,22,72,19,1563,6.0,14.7,0.408,0.7,3.1,0.239,5.3,11.6,0.452,2.3,2.9,0.784,1.0,3.9,4.9,2.8,1.0,0.7,3.6,3.1,15.0
Vincent Yarbrough,21,59,39,1381,4.4,11.2,0.39299999999999996,0.5,2.0,0.26899999999999996,3.8,9.1,0.42,1.3,1.6,0.79,0.9,3.3,4.2,3.4,1.5,0.9,2.1,3.8,10.6
Nikoloz Tskitishvili,19,81,16,1320,3.1,10.7,0.293,1.0,4.1,0.243,2.1,6.6,0.324,1.3,1.8,0.738,1.7,3.2,4.9,2.5,0.8,0.8,2.3,3.7,8.6
Ryan Bowen,27,62,31,996,3.5,7.1,0.49200000000000005,0.1,0.3,0.28600000000000003,3.4,6.9,0.5,1.0,1.5,0.659,2.8,2.9,5.7,2.0,2.3,1.0,1.6,3.0,8.1
Chris Andersen,24,59,3,907,4.5,11.3,0.4,0.0,0.0,0.0,4.5,11.3,0.401,3.1,5.6,0.55,4.3,6.5,10.9,1.3,1.2,2.4,2.4,3.6,12.1
Mark Blount,27,54,24,885,4.3,10.9,0.39299999999999996,0.0,0.0,,4.3,10.9,0.39299999999999996,2.9,4.0,0.7170000000000001,2.5,4.9,7.4,1.4,0.9,2.1,2.8,4.6,11.4
James Posey,26,25,24,872,5.0,13.4,0.373,1.0,3.6,0.273,4.0,9.7,0.41100000000000003,3.6,4.2,0.843,1.6,4.4,6.0,3.2,1.2,0.2,2.7,2.6,14.5
Chris Whitney,31,29,20,762,4.4,12.3,0.36,2.0,6.0,0.336,2.4,6.3,0.38299999999999995,2.2,2.7,0.807,0.0,2.1,2.2,5.9,0.8,0.0,2.6,3.6,13.1
Shammond Williams,27,27,9,712,4.8,12.2,0.39,1.9,5.2,0.363,2.9,7.0,0.41,1.5,2.3,0.667,0.6,2.5,3.1,7.0,0.8,0.2,2.7,2.8,12.9
Marcus Camby,28,29,9,616,5.4,13.3,0.41,0.1,0.3,0.4,5.3,13.0,0.41,1.9,2.9,0.66,4.4,7.8,12.2,2.7,1.2,2.3,1.6,4.0,12.9
Kenny Satterfield,21,22,6,420,4.4,14.1,0.309,0.4,2.4,0.179,3.9,11.7,0.336,1.4,2.0,0.696,1.0,2.0,3.0,4.5,1.5,0.2,3.1,2.6,10.5
Predrag Savović,26,27,0,256,4.1,13.1,0.312,0.6,3.7,0.154,3.5,9.4,0.373,3.0,4.1,0.7240000000000001,1.3,2.3,3.5,3.1,2.0,0.1,3.0,4.6,11.7
John Crotty,33,12,0,180,2.8,8.2,0.341,0.8,2.6,0.308,2.0,5.6,0.35700000000000004,1.8,3.0,0.6,0.2,2.8,3.0,5.8,0.6,0.0,1.8,3.2,8.2
Jeff Trepagnier,23,8,0,97,6.3,14.8,0.425,1.5,3.0,0.5,4.8,11.9,0.406,2.6,2.6,1.0,3.0,3.0,5.9,2.2,3.0,0.0,3.0,1.9,16.7
Adam Harrington,22,6,0,74,3.4,9.7,0.35,1.9,5.4,0.364,1.5,4.4,0.33299999999999996,0.5,1.0,0.5,0.5,2.4,2.9,4.9,0.5,0.0,0.0,2.9,9.2
Devin Brown,24,3,2,71,3.5,12.7,0.28,0.0,0.5,0.0,3.5,12.2,0.292,2.0,3.0,0.667,2.0,3.5,5.6,2.5,2.0,0.5,2.0,5.6,9.1
Mark Bryant,37,3,0,14,0.0,2.6,0.0,0.0,0.0,,0.0,2.6,0.0,2.6,5.1,0.5,2.6,2.6,5.1,5.1,0.0,0.0,5.1,10.3,2.6
