Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,3,417,NJN,New Jersey Nets,22.0,NBA,SF,74.0,10.0,859.0,3.9,9.5,0.42,0.0,0.2,0.25,3.9,9.3,0.42,1.8,2.8,0.65,2.6,3.4,5.9,2.1,1.4,0.6,1.1,3.3,9.7
1992,31,417,TOT,Total After Trade,23.0,NBA,SF,28.0,0.0,290.0,3.6,8.8,0.41,0.0,0.1,0.0,3.6,8.7,0.41,1.5,2.6,0.57,2.2,4.2,6.5,2.9,2.4,0.9,1.6,3.8,8.7
1992,3,417,NJN,New Jersey Nets,23.0,NBA,SF,2.0,0.0,29.0,5.0,9.9,0.5,0.0,0.0,,5.0,9.9,0.5,0.0,0.0,,2.5,0.0,2.5,2.5,2.5,1.2,1.2,2.5,9.9
1992,27,417,SAS,San Antonio Spurs,23.0,NBA,SF,11.0,0.0,140.0,3.9,7.7,0.5,0.0,0.0,,3.9,7.7,0.5,0.8,2.3,0.33,1.5,4.1,5.7,2.8,2.1,0.8,1.3,4.6,8.5
1992,10,417,GSW,Golden State Warriors,23.0,NBA,SF,15.0,0.0,121.0,3.0,9.8,0.3,0.0,0.3,0.0,3.0,9.5,0.31,2.7,3.6,0.75,3.0,5.4,8.3,3.0,2.7,0.9,2.1,3.3,8.6
1993,10,417,GSW,Golden State Warriors,24.0,NBA,SF,70.0,9.0,1287.0,4.9,11.3,0.44,0.6,1.7,0.34,4.4,9.6,0.45,1.8,2.4,0.75,2.3,3.2,5.5,2.6,1.3,0.5,1.5,2.7,12.2
1994,10,417,GSW,Golden State Warriors,25.0,NBA,SF,36.0,0.0,218.0,6.9,13.9,0.5,2.0,4.8,0.41,5.0,9.1,0.55,1.7,3.3,0.5,2.1,3.1,5.3,2.6,1.3,0.2,2.0,4.0,17.5
1995,5,417,CHI,Chicago Bulls,26.0,NBA,SF,57.0,0.0,605.0,5.4,10.9,0.49,0.9,2.9,0.31,4.5,8.0,0.56,1.3,2.3,0.56,2.1,3.7,5.8,3.0,1.4,0.7,1.8,3.8,12.9
1996,5,417,CHI,Chicago Bulls,27.0,NBA,SF,74.0,0.0,740.0,5.4,11.8,0.46,1.9,4.4,0.44,3.5,7.4,0.47,0.7,1.1,0.64,2.2,3.2,5.4,2.7,1.7,0.3,1.9,3.4,13.5
1997,5,417,CHI,Chicago Bulls,28.0,NBA,SF,76.0,0.0,703.0,3.0,8.1,0.37,0.9,2.8,0.33,2.0,5.3,0.38,0.3,0.7,0.36,2.3,4.1,6.5,3.1,1.2,1.1,1.4,2.6,7.1
1998,5,417,CHI,Chicago Bulls,29.0,NBA,SF,74.0,0.0,608.0,5.0,10.4,0.48,1.5,3.8,0.38,3.6,6.6,0.54,0.2,0.4,0.5,1.4,3.1,4.6,2.9,1.3,0.9,1.2,2.8,11.7
1999,9,417,DET,Detroit Pistons,30.0,NBA,SF,50.0,0.0,1056.0,3.4,8.2,0.42,2.1,5.0,0.41,1.3,3.1,0.42,0.4,0.6,0.72,1.0,3.5,4.5,1.9,1.3,0.4,0.7,2.8,9.3
2001,9,417,DET,Detroit Pistons,32.0,NBA,SF,57.0,3.0,737.0,3.7,8.0,0.46,1.6,3.8,0.42,2.1,4.2,0.51,0.4,0.6,0.75,1.0,3.6,4.6,1.9,1.0,0.5,1.2,4.1,9.4
2002,31,417,TOT,Total After Trade,33.0,NBA,SF,66.0,2.0,684.0,2.3,6.2,0.37,1.1,3.2,0.35,1.2,3.1,0.4,0.1,0.2,0.5,1.5,4.6,6.1,1.7,1.1,0.4,0.8,2.8,5.8
2002,24,417,PHO,Phoenix Suns,33.0,NBA,SF,6.0,0.0,54.0,1.3,4.0,0.33,1.3,4.0,0.33,0.0,0.0,,0.0,0.0,,1.3,4.0,5.3,2.0,0.7,0.0,0.7,4.7,4.0
2002,22,417,ORL,Orlando Magic,33.0,NBA,SF,60.0,2.0,630.0,2.4,6.4,0.38,1.1,3.1,0.35,1.3,3.3,0.4,0.1,0.2,0.5,1.5,4.6,6.2,1.7,1.1,0.5,0.8,2.6,6.0
