Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,25,POR,Portland Trail Blazers,CJ McCollum,24,80,80,2780,8.3,18.5,0.45,2.6,6.1,0.42,5.7,12.4,0.46,2.4,2.9,0.83,0.6,2.7,3.4,4.4,1.3,0.3,2.5,2.4,21.6
2016,25,POR,Portland Trail Blazers,Damian Lillard,25,75,75,2676,8.3,19.8,0.42,3.1,8.2,0.38,5.2,11.6,0.45,5.6,6.2,0.89,0.6,3.5,4.1,6.9,0.9,0.4,3.3,2.2,25.3
2016,25,POR,Portland Trail Blazers,Al-Farouq Aminu,25,82,82,2341,4.6,11.1,0.42,1.9,5.4,0.36,2.7,5.7,0.47,1.8,2.4,0.74,1.5,6.2,7.7,2.1,1.1,0.8,1.8,2.6,12.9
2016,25,POR,Portland Trail Blazers,Allen Crabbe,23,81,8,2105,5.3,11.6,0.46,1.9,4.9,0.39,3.4,6.7,0.51,1.7,1.9,0.87,0.5,3.2,3.7,1.7,1.1,0.3,1.1,3.3,14.2
2016,25,POR,Portland Trail Blazers,Mason Plumlee,25,82,82,2084,4.6,8.9,0.52,0.0,0.1,0.0,4.6,8.9,0.52,3.7,5.8,0.64,3.5,7.4,10.8,3.9,1.2,1.5,2.7,4.4,12.9
2016,25,POR,Portland Trail Blazers,Ed Davis,26,81,0,1684,4.4,7.2,0.61,0.0,0.0,,4.4,7.2,0.61,2.4,4.4,0.56,4.8,8.0,12.8,1.9,1.2,1.5,1.4,4.3,11.2
2016,25,POR,Portland Trail Blazers,Maurice Harkless,22,78,14,1457,4.8,10.2,0.47,1.0,3.5,0.28,3.9,6.7,0.58,1.7,2.7,0.62,2.5,4.4,6.9,1.7,1.2,0.9,1.5,3.1,12.3
2016,25,POR,Portland Trail Blazers,Gerald Henderson,28,72,0,1431,5.8,13.3,0.44,1.2,3.4,0.35,4.6,9.9,0.47,2.8,3.7,0.77,0.8,4.6,5.3,1.9,1.0,0.5,1.7,2.2,15.7
2016,25,POR,Portland Trail Blazers,Meyers Leonard,23,61,10,1333,5.3,11.7,0.45,2.3,6.2,0.38,2.9,5.6,0.53,0.9,1.2,0.76,1.4,7.1,8.5,2.5,0.2,0.5,2.1,4.9,13.8
2016,25,POR,Portland Trail Blazers,Noah Vonleh,20,78,56,1174,3.6,8.5,0.42,0.3,1.4,0.24,3.3,7.1,0.46,1.2,1.6,0.74,2.8,6.6,9.4,0.9,0.8,0.8,1.5,4.7,8.7
2016,25,POR,Portland Trail Blazers,Tim Frazier,25,35,1,272,2.6,7.9,0.33,0.4,2.3,0.18,2.3,5.7,0.4,1.1,2.0,0.53,1.5,3.7,5.2,5.6,1.3,0.1,3.6,4.1,6.8
2016,25,POR,Portland Trail Blazers,Pat Connaughton,23,34,0,143,3.3,12.3,0.26,1.3,5.3,0.24,2.0,7.0,0.29,1.3,1.3,1.0,2.8,5.3,8.1,2.5,0.5,0.0,2.5,1.5,9.1
2016,25,POR,Portland Trail Blazers,Brian Roberts,30,21,0,137,6.0,13.1,0.46,1.6,3.9,0.4,4.5,9.2,0.49,2.1,2.6,0.8,0.5,2.6,3.2,4.2,0.8,0.3,1.8,3.2,15.8
2016,25,POR,Portland Trail Blazers,Chris Kaman,33,16,2,112,6.4,13.8,0.46,0.3,1.3,0.25,6.1,12.5,0.49,1.0,1.0,1.0,2.3,5.5,7.7,3.5,0.3,0.3,2.6,4.8,14.1
2016,25,POR,Portland Trail Blazers,Luis Montero,22,12,0,42,4.3,16.3,0.26,0.9,7.7,0.11,3.4,8.6,0.4,2.6,3.4,0.75,0.0,3.4,3.4,0.9,0.0,0.0,3.4,0.9,12.0
2016,25,POR,Portland Trail Blazers,Cliff Alexander,20,8,0,36,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0
