Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,21.0,CHA,NBA,PG,80.0,54.0,2406.0,7.4,18.9,0.391,2.1,5.8,0.358,5.3,13.1,0.405,3.4,4.7,0.725,1.6,4.0,5.7,9.5,2.2,0.2,3.9,3.9,20.2,,100.0,109.0
2007,22.0,CHA,NBA,PG,78.0,75.0,2832.0,7.2,18.9,0.384,1.9,5.7,0.33,5.3,13.1,0.407,3.8,4.7,0.797,0.9,4.0,4.9,10.0,2.2,0.2,4.2,3.3,20.1,,98.0,109.0
2008,23.0,CHA,NBA,PG,79.0,79.0,2972.0,7.2,17.5,0.413,1.0,3.5,0.28,6.3,14.0,0.447,4.6,5.7,0.8,0.7,3.5,4.2,10.3,1.7,0.2,3.7,3.2,20.1,,104.0,112.0
2009,24.0,CHA,NBA,PG,82.0,81.0,3086.0,7.8,19.1,0.408,1.0,3.6,0.285,6.7,15.4,0.437,3.9,4.8,0.805,1.0,4.5,5.5,9.7,2.2,0.5,4.0,3.4,20.5,,101.0,107.0
2010,25.0,CHA,NBA,PG,80.0,80.0,2643.0,7.8,17.0,0.459,1.2,3.1,0.385,6.6,13.9,0.475,2.7,3.5,0.763,1.1,4.7,5.8,9.0,2.5,0.4,3.4,3.5,19.5,,107.0,103.0
2011,26.0,TOT,NBA,"PG,SG",75.0,54.0,2737.0,7.8,18.4,0.425,2.1,6.0,0.353,5.7,12.4,0.46,3.6,4.4,0.805,0.9,4.1,4.9,11.5,2.3,0.2,4.1,2.8,21.4,,108.0,111.0
2011,26.0,NYK,NBA,PG,54.0,54.0,2074.0,8.2,19.4,0.423,2.1,6.5,0.328,6.1,12.9,0.471,3.8,4.4,0.867,1.0,3.7,4.7,11.8,2.3,0.3,4.3,2.7,22.4,,108.0,111.0
2011,26.0,DEN,NBA,SG,21.0,0.0,663.0,6.7,15.5,0.431,2.1,4.6,0.459,4.5,10.8,0.42,2.8,4.5,0.617,0.6,5.1,5.7,10.4,2.1,0.0,3.4,2.8,18.3,,108.0,108.0
2012,27.0,POR,NBA,PG,60.0,56.0,1906.0,7.2,17.7,0.407,1.7,5.6,0.305,5.5,12.1,0.453,2.8,3.4,0.806,0.7,3.4,4.1,10.8,2.2,0.3,4.7,3.4,18.9,,99.0,109.0
2013,28.0,NYK,NBA,PG,68.0,68.0,2313.0,8.7,20.4,0.427,2.1,6.0,0.36,6.6,14.4,0.455,2.3,3.0,0.789,1.2,3.3,4.5,8.6,2.2,0.3,3.6,3.0,21.9,,105.0,108.0
2014,29.0,NYK,NBA,PG,65.0,65.0,2017.0,6.3,16.0,0.395,1.6,5.1,0.318,4.7,10.9,0.431,2.3,3.2,0.721,1.4,3.8,5.2,9.6,2.1,0.7,3.4,4.1,16.6,,103.0,111.0
2015,30.0,DAL,NBA,PG,29.0,3.0,281.0,7.7,19.0,0.406,1.8,6.1,0.294,5.9,12.9,0.458,2.2,2.7,0.8,0.4,4.3,4.7,7.4,2.0,0.7,3.2,3.1,19.4,,98.0,108.0
2016,31.0,DAL,NBA,PG,80.0,31.0,2192.0,6.4,15.8,0.406,1.4,4.9,0.282,5.0,10.9,0.463,3.5,4.1,0.847,0.8,5.2,6.0,6.6,1.6,0.3,2.8,3.3,17.7,,102.0,108.0
2017,32.0,LAC,NBA,PG,80.0,11.0,1700.0,6.5,15.1,0.43,1.4,4.2,0.319,5.1,10.9,0.473,1.5,1.9,0.781,1.0,5.4,6.4,5.6,1.9,0.6,2.4,3.7,15.8,,101.0,109.0
2018,33.0,OKC,NBA,PG,82.0,2.0,1365.0,8.1,20.1,0.406,2.9,8.4,0.352,5.2,11.7,0.444,1.3,1.6,0.818,0.9,4.8,5.7,7.4,1.8,0.6,2.8,3.3,20.5,,105.0,109.0
2019,34.0,OKC,NBA,PG,33.0,0.0,379.0,6.8,16.6,0.407,2.5,7.5,0.328,4.3,9.1,0.473,1.5,1.6,0.923,0.5,3.7,4.2,6.4,1.2,0.7,1.7,3.6,17.5,,110.0,111.0
