Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,9,2327,DET,Detroit Pistons,Scot Pollard,"February 12, 1975",22.0,NBA,C,33.0,317.0,13.3,0.56,0.0,0.33,12.7,15.1,13.9,4.7,1.4,2.4,13.0,13.5,0.5,0.4,0.9,0.14,-1.5,-0.4,-2.0,0.0
1999,26,2327,SAC,Sacramento Kings,Scot Pollard,"February 12, 1975",23.0,NBA,C,16.0,259.0,18.0,0.58,0.0,0.38,15.5,17.8,16.7,2.3,1.5,4.4,6.6,12.5,0.7,0.3,1.1,0.2,0.1,0.8,1.0,0.2
2001,26,2327,SAC,Sacramento Kings,Scot Pollard,"February 12, 1975",25.0,NBA,C,77.0,1658.0,15.0,0.53,0.0,0.43,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.16,-1.2,0.9,-0.3,0.7
2002,26,2327,SAC,Sacramento Kings,Scot Pollard,"February 12, 1975",26.0,NBA,C,80.0,1881.0,15.0,0.59,0.0,0.46,10.9,21.0,16.0,3.9,1.9,2.7,13.6,11.5,3.4,3.5,6.8,0.18,-0.5,1.3,0.8,1.3
2003,26,2327,SAC,Sacramento Kings,Scot Pollard,"February 12, 1975",27.0,NBA,C,23.0,325.0,14.6,0.5,0.0,0.44,16.0,18.8,17.5,2.7,2.0,3.1,12.6,16.1,0.4,0.6,1.0,0.15,-2.3,0.4,-1.8,0.0
2004,12,2327,IND,Indiana Pacers,Scot Pollard,"February 12, 1975",28.0,NBA,C,61.0,678.0,8.3,0.43,0.0,0.18,11.6,17.1,14.3,2.4,1.9,2.9,15.1,10.1,0.1,1.3,1.4,0.1,-4.4,1.0,-3.4,-0.2
2005,12,2327,IND,Indiana Pacers,Scot Pollard,"February 12, 1975",29.0,NBA,C,49.0,865.0,11.2,0.51,0.0,0.29,11.9,16.3,14.1,3.6,1.9,2.1,14.1,12.2,0.6,1.2,1.9,0.1,-2.6,0.8,-1.9,0.0
2006,12,2327,IND,Indiana Pacers,Scot Pollard,"February 12, 1975",30.0,NBA,C,45.0,771.0,12.3,0.5,0.0,0.25,11.3,21.0,16.3,5.1,2.6,1.9,13.2,11.9,0.6,1.6,2.1,0.13,-2.6,2.1,-0.5,0.3
2007,6,2327,CLE,Cleveland Cavaliers,Scot Pollard,"February 12, 1975",31.0,NBA,C,24.0,109.0,8.5,0.43,0.0,0.15,15.6,17.5,16.5,4.2,1.9,0.7,12.6,13.2,0.0,0.2,0.2,0.1,-5.8,0.2,-5.6,-0.1
2008,2,2327,BOS,Boston Celtics,Scot Pollard,"February 12, 1975",32.0,NBA,C,22.0,173.0,8.7,0.6,0.0,0.96,10.2,14.9,12.7,2.5,0.9,2.9,13.3,10.1,0.3,0.3,0.6,0.17,-4.3,2.1,-2.2,0.0
