Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,5,95,CHI,Chicago Bulls,50,Greg Anthony,PG,6-0,176,1967-11-15,US,10,"University of Portland, UNLV"
2002,5,136,CHI,Chicago Bulls,44,Dalibor Bagaric,C,7-1,255,1980-02-07,DE,1,
2002,5,234,CHI,Chicago Bulls,6,Travis Best,PG,5-11,182,1972-07-12,US,6,Georgia Tech
2002,5,514,CHI,Chicago Bulls,3,Tyson Chandler,C,7-0,235,1982-10-02,US,R,
2002,5,625,CHI,Chicago Bulls,1,Jamal Crawford,PG,6-5,185,1980-03-20,US,1,Michigan
2002,5,653,CHI,Chicago Bulls,2,Eddy Curry,C,7-0,295,1982-12-05,US,R,
2002,5,923,CHI,Chicago Bulls,21,Marcus Fizer,PF,6-9,262,1978-08-10,US,1,Iowa State
2002,5,1143,CHI,Chicago Bulls,11,A.J. Guyton,PG,6-1,180,1978-02-12,US,1,Indiana
2002,5,1225,CHI,Chicago Bulls,22,Trenton Hassell,SG,6-5,200,1979-03-04,US,R,Austin Peay State University
2002,5,1308,CHI,Chicago Bulls,20,Fred Hoiberg,SG,6-4,203,1972-10-15,US,6,Iowa State
2002,5,1976,CHI,Chicago Bulls,5,Ron Mercer,SG,6-7,210,1976-05-18,US,4,Kentucky
2002,5,1995,CHI,Chicago Bulls,40,Brad Miller,C,6-11,244,1976-04-12,US,3,Purdue
2002,5,2186,CHI,Chicago Bulls,34,Charles Oakley,PF,6-8,225,1963-12-18,US,16,Virginia Union University
2002,5,2211,CHI,Chicago Bulls,12,Kevin Ollie,PG,6-4,195,1972-12-27,US,4,UConn
2002,5,2451,CHI,Chicago Bulls,31,Norm Richardson,SG,6-5,190,1979-07-24,US,R,Hofstra
2002,5,2481,CHI,Chicago Bulls,32,Eddie Robinson,SF,6-8,210,1976-04-19,US,2,University of Central Oklahoma
2002,5,2513,CHI,Chicago Bulls,5,Jalen Rose,SF,6-8,210,1973-01-30,US,7,Michigan
2002,5,3240,CHI,Chicago Bulls,15,Metta World Peace,SF,6-6,260,1979-11-13,US,2,St. John's
