Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,23.0,LAC,NBA,SF,66.0,28.0,1435.0,6.0,12.5,0.482,0.0,0.3,0.0,6.0,12.3,0.492,2.2,4.3,0.512,2.5,4.1,6.6,2.0,1.1,0.9,2.6,3.1,14.3
1989,24.0,LAC,NBA,SF,80.0,79.0,3020.0,7.6,15.2,0.502,0.0,0.3,0.19,7.6,14.9,0.507,2.0,3.2,0.63,2.9,5.0,8.0,3.3,1.3,0.8,2.5,2.7,17.3
1990,25.0,LAC,NBA,SF,70.0,64.0,2334.0,7.5,14.6,0.51,0.1,0.2,0.438,7.4,14.4,0.511,2.4,3.7,0.632,2.2,5.0,7.2,2.5,1.2,0.9,2.9,3.0,17.4
1991,26.0,LAC,NBA,SF,70.0,45.0,2309.0,8.1,16.2,0.501,0.1,0.5,0.188,8.0,15.7,0.511,2.7,4.3,0.629,2.8,5.0,7.7,2.5,1.0,1.0,2.2,3.0,19.0
1992,27.0,LAC,NBA,SF,77.0,24.0,2009.0,7.2,14.7,0.49,0.1,0.5,0.143,7.1,14.2,0.502,2.2,4.0,0.535,2.8,5.2,8.0,2.2,0.9,1.2,1.8,2.6,16.6
1993,28.0,LAC,NBA,SF,76.0,71.0,2477.0,7.2,14.2,0.511,0.1,0.6,0.263,7.1,13.6,0.521,1.9,3.2,0.595,3.0,5.3,8.3,2.4,0.9,0.8,1.8,2.3,16.5
1994,29.0,MIL,NBA,SF,82.0,75.0,2539.0,5.8,13.0,0.448,0.9,2.7,0.333,4.9,10.4,0.478,1.3,2.6,0.503,2.4,4.7,7.1,3.1,0.8,0.7,2.1,3.0,13.9
1995,30.0,ATL,NBA,SF,74.0,27.0,1879.0,7.4,16.4,0.453,1.9,5.5,0.344,5.6,10.9,0.508,1.2,2.7,0.457,2.0,5.0,6.9,1.8,0.7,0.4,1.8,3.0,18.0
1996,31.0,ATL,NBA,SF,34.0,28.0,770.0,5.9,12.8,0.465,1.5,3.9,0.393,4.4,8.8,0.497,0.8,2.2,0.354,1.9,4.3,6.2,2.9,0.7,0.7,2.2,3.2,14.2
1997,32.0,ATL,NBA,SF,17.0,0.0,220.0,4.4,15.4,0.287,1.0,6.2,0.158,3.4,9.2,0.375,0.7,2.0,0.333,1.3,5.1,6.4,2.0,1.1,0.5,2.9,2.8,10.5
