Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,13,239,SDC,San Diego Clippers,"10, 15",Henry Bibby,PG,6-1,185,1949-11-24,US,8,UCLA
1981,13,365,SDC,San Diego Clippers,7,Michael Brooks,SF,6-7,220,1958-08-17,US,R,La Salle
1981,13,407,SDC,San Diego Clippers,23,Joe Bryant,PF,6-9,185,1954-10-19,US,5,La Salle
1981,13,699,SDC,San Diego Clippers,42,Ron Davis,SF,6-6,198,1954-05-01,US,1,Washington State
1981,13,1247,SDC,San Diego Clippers,24,Gar Heard,PF,6-6,219,1948-05-03,US,10,Oklahoma
1981,13,2118,SDC,San Diego Clippers,31,Swen Nater,C,6-11,240,1950-01-14,NL,7,UCLA
1981,13,2312,SDC,San Diego Clippers,22,Stan Pietkiewicz,SG,6-5,200,1956-07-14,US,2,Auburn
1981,13,2369,SDC,San Diego Clippers,34,Tony Price,SG,6-6,190,1957-01-05,US,R,Penn
1981,13,2403,SDC,San Diego Clippers,30,Wally Rank,SF,6-6,220,1958-03-01,US,R,San Jose State
1981,13,2704,SDC,San Diego Clippers,11,Phil Smith,SG,6-4,185,1952-04-22,US,6,San Francisco
1981,13,2816,SDC,San Diego Clippers,14,Brian Taylor,PG,6-2,185,1951-06-09,US,8,Princeton
1981,13,3108,SDC,San Diego Clippers,33,Jerome Whitehead,C,6-10,220,1956-09-30,US,2,Marquette
1981,13,3116,SDC,San Diego Clippers,21,Sidney Wicks,PF,6-8,225,1949-09-19,US,9,UCLA
1981,13,3147,SDC,San Diego Clippers,20,Freeman Williams,SG,6-4,190,1956-05-15,US,2,Portland State
