Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,25,184,POR,Portland Trail Blazers,12,Billy Ray Bates,SG,6-4,210,1956-05-31,US,1,Kentucky State University
1981,25,345,POR,Portland Trail Blazers,10,Ron Brewer,SG,6-4,180,1955-07-16,US,2,Arkansas
1981,25,634,POR,Portland Trail Blazers,45,Geoff Crompton,C,6-11,280,1955-07-04,US,1,UNC
1981,25,983,POR,Portland Trail Blazers,11,Mike Gale,PG,6-4,185,1950-07-18,US,9,Elizabeth City State University
1981,25,1133,POR,Portland Trail Blazers,30,Bob Gross,SF,6-6,200,1953-08-03,US,5,"Seattle University, Cal State Long Beach"
1981,25,1164,POR,Portland Trail Blazers,23,Roy Hamilton,PG,6-2,180,1957-07-20,US,1,UCLA
1981,25,1193,POR,Portland Trail Blazers,32,Mike Harper,PF,6-10,195,1957-12-09,US,R,North Park University
1981,25,1665,POR,Portland Trail Blazers,44,Kevin Kunnert,C,7-0,230,1951-11-11,US,7,Iowa
1981,25,2120,POR,Portland Trail Blazers,33,Calvin Natt,SF,6-6,220,1957-01-08,US,1,Louisiana-Monroe
1981,25,2234,POR,Portland Trail Blazers,25,Tom Owens,PF,6-10,215,1949-06-28,US,9,South Carolina
1981,25,2270,POR,Portland Trail Blazers,4,Jim Paxson,SG,6-6,200,1957-07-09,US,1,Dayton
1981,25,2404,POR,Portland Trail Blazers,14,Kelvin Ransey,PG,6-1,170,1958-05-03,US,R,Ohio State
1981,25,2879,POR,Portland Trail Blazers,43,Mychal Thompson,C,6-10,226,1955-01-30,BS,1,Minnesota
1981,25,3041,POR,Portland Trail Blazers,42,Kermit Washington,PF,6-8,230,1951-09-17,US,7,American University
