Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,21,SEA,Seattle Supersonics,Jack Sikma,30,80,78,2790,6.6,14.2,0.46,0.0,0.2,0.0,6.6,14.0,0.47,4.6,5.3,0.86,1.9,7.8,9.7,3.9,1.2,0.9,2.8,3.8,17.7
1986,21,SEA,Seattle Supersonics,Xavier McDaniel,22,82,80,2706,7.7,15.6,0.49,0.0,0.1,0.2,7.6,15.5,0.49,3.3,4.8,0.69,4.1,4.6,8.7,2.6,1.3,0.5,3.3,4.1,18.7
1986,21,SEA,Seattle Supersonics,Gerald Henderson,30,82,82,2568,6.1,12.6,0.48,0.3,0.7,0.35,5.8,11.9,0.49,2.6,3.1,0.83,1.2,1.4,2.6,6.8,1.9,0.2,2.6,3.2,15.0
1986,21,SEA,Seattle Supersonics,Tom Chambers,26,66,26,2019,7.7,16.5,0.47,0.2,0.9,0.27,7.5,15.7,0.48,6.2,7.4,0.84,2.2,5.4,7.7,2.4,1.0,0.7,3.5,4.4,21.8
1986,21,SEA,Seattle Supersonics,Danny Young,23,82,29,1901,4.3,8.5,0.51,0.5,1.4,0.32,3.8,7.1,0.54,1.7,2.0,0.85,0.5,1.7,2.3,5.7,2.1,0.2,1.7,2.1,10.8
1986,21,SEA,Seattle Supersonics,Al Wood,27,78,34,1749,7.3,16.8,0.44,0.1,0.8,0.14,7.2,16.1,0.45,3.8,4.9,0.78,1.6,3.4,5.0,2.3,1.2,0.4,2.2,3.5,18.6
1986,21,SEA,Seattle Supersonics,Tim McCormick,23,77,42,1705,5.3,9.4,0.57,0.0,0.0,0.5,5.3,9.3,0.57,3.7,5.2,0.71,3.0,5.6,8.5,1.8,0.4,0.6,2.3,4.6,14.4
1986,21,SEA,Seattle Supersonics,Danny Vranes,27,80,19,1569,3.0,6.5,0.46,0.0,0.1,0.0,3.0,6.4,0.47,0.9,1.7,0.52,2.6,3.8,6.4,1.6,1.4,0.7,1.3,5.0,6.9
1986,21,SEA,Seattle Supersonics,Ricky Sobers,33,78,0,1279,6.8,15.2,0.44,0.4,1.2,0.3,6.4,14.0,0.46,3.1,3.5,0.88,0.8,2.0,2.8,5.1,1.2,0.1,2.4,3.9,17.0
1986,21,SEA,Seattle Supersonics,Michael Phelps,24,70,18,880,4.8,11.7,0.41,0.0,0.5,0.08,4.7,11.2,0.42,1.8,3.0,0.6,1.2,2.5,3.6,2.9,1.8,0.0,2.5,3.5,11.4
1986,21,SEA,Seattle Supersonics,Frank Brickowski,26,40,2,311,3.5,6.7,0.52,0.0,0.0,,3.5,6.7,0.52,2.1,3.1,0.67,1.9,4.4,6.3,2.4,1.3,0.8,2.7,8.6,9.0
1986,21,SEA,Seattle Supersonics,George Johnson,37,41,0,264,1.6,3.1,0.52,0.0,0.0,,1.6,3.1,0.52,1.5,2.2,0.69,3.5,4.6,8.2,1.8,0.8,5.0,1.9,6.3,4.8
1986,21,SEA,Seattle Supersonics,Rod Higgins,26,12,0,94,3.4,10.3,0.33,0.4,1.5,0.25,3.1,8.8,0.35,1.1,1.9,0.6,1.1,3.4,4.6,2.3,0.8,0.4,1.5,4.2,8.4
1986,21,SEA,Seattle Supersonics,David Pope,23,11,0,74,4.4,9.7,0.45,0.5,0.5,1.0,3.9,9.2,0.42,1.0,1.9,0.5,2.9,2.4,5.4,1.9,1.0,0.5,1.0,5.4,10.2
1986,21,SEA,Seattle Supersonics,Alex Stivrins,23,3,0,14,2.6,10.3,0.25,0.0,0.0,,2.6,10.3,0.25,2.6,10.3,0.25,7.7,0.0,7.7,2.6,0.0,0.0,7.7,5.1,7.7
1986,21,SEA,Seattle Supersonics,Brian Martin,23,3,0,7,5.1,10.3,0.5,0.0,0.0,,5.1,10.3,0.5,0.0,0.0,,5.1,15.4,20.6,0.0,0.0,5.1,10.3,10.3,10.3
