Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,26.0,POR,NBA,C,79.0,2790.0,16.6,0.52,0.001,0.281,8.7,18.1,13.4,13.8,1.0,3.4,15.7,21.8,,2.1,3.3,5.3,0.092,,0.5,0.4,0.9,2.1
1982,27.0,POR,NBA,C,79.0,3129.0,19.2,0.548,0.0,0.342,9.3,23.4,16.4,14.6,1.1,1.9,14.0,22.9,,4.5,3.6,8.2,0.125,,2.3,0.0,2.3,3.4
1983,28.0,POR,NBA,C,80.0,3017.0,15.4,0.52,0.001,0.388,6.8,21.3,14.0,17.8,1.1,2.1,18.9,20.1,,1.5,3.9,5.4,0.086,,0.8,0.7,1.5,2.7
1984,29.0,POR,NBA,C,79.0,2648.0,17.9,0.561,0.002,0.429,10.2,20.8,15.4,15.9,1.5,2.4,17.5,20.4,,3.6,3.3,6.9,0.125,,1.9,0.8,2.7,3.1
1985,30.0,POR,NBA,PF,79.0,2616.0,17.5,0.554,0.0,0.404,9.1,17.3,13.2,11.0,1.4,2.2,15.0,23.3,,2.9,3.1,6.1,0.111,,1.0,-0.3,0.7,1.8
1986,31.0,POR,NBA,C,82.0,2569.0,13.7,0.525,0.0,0.306,8.0,18.9,13.4,9.6,1.4,0.8,14.6,20.7,,1.3,2.4,3.7,0.068,,-0.8,-1.0,-1.9,0.1
1987,32.0,TOT,NBA,PF,82.0,1890.0,13.9,0.506,0.003,0.373,8.1,16.1,12.0,8.5,1.1,2.1,12.6,22.6,,0.8,1.8,2.6,0.066,,-1.5,-1.1,-2.6,-0.3
1987,32.0,SAS,NBA,PF,49.0,1210.0,14.6,0.492,0.002,0.371,8.0,17.6,12.6,10.2,1.2,1.9,11.1,22.9,,0.6,1.0,1.6,0.063,,-0.9,-0.9,-1.8,0.1
1987,32.0,LAL,NBA,PF,33.0,680.0,12.6,0.531,0.004,0.375,8.3,13.6,11.1,5.4,1.0,2.5,15.4,22.1,,0.2,0.8,1.0,0.071,,-2.7,-1.3,-4.0,-0.3
1988,33.0,LAL,NBA,C,80.0,2007.0,14.6,0.544,0.004,0.404,11.8,15.7,13.8,4.6,0.9,2.2,11.7,20.0,,2.4,2.3,4.6,0.111,,-1.3,-1.1,-2.4,-0.2
1989,34.0,LAL,NBA,C,80.0,1994.0,13.3,0.593,0.002,0.441,9.4,16.2,13.1,3.2,1.4,1.7,13.5,14.9,,2.8,2.4,5.2,0.126,,-0.8,-0.1,-1.0,0.5
1990,35.0,LAL,NBA,C,70.0,1883.0,13.4,0.542,0.0,0.363,10.9,17.9,14.5,3.2,0.9,2.3,10.8,16.6,,2.4,2.3,4.7,0.119,,-1.1,-0.8,-2.0,0.0
1991,36.0,LAL,NBA,C,72.0,1077.0,9.6,0.54,0.009,0.386,8.3,15.9,12.3,2.6,1.1,1.3,15.0,12.7,,0.6,1.4,2.1,0.091,,-2.6,0.4,-2.2,-0.1
