Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1980,23,239,PHI,Philadelphia 76Ers,14,Henry Bibby,PG,6-1,185,1949-11-24,US,7,UCLA
1980,23,522,PHI,Philadelphia 76Ers,10,Maurice Cheeks,PG,6-1,180,1956-09-08,US,1,West Texas A&M University
1980,23,569,PHI,Philadelphia 76Ers,20,Doug Collins,SG,6-6,180,1951-07-28,US,6,Illinois State
1980,23,705,PHI,Philadelphia 76Ers,53,Darryl Dawkins,C,6-11,251,1957-01-11,US,4,
1980,23,871,PHI,Philadelphia 76Ers,6,Julius Erving,SF,6-7,210,1950-02-22,US,8,UMass
1980,23,1315,PHI,Philadelphia 76Ers,9,Lionel Hollins,SG,6-3,185,1953-10-19,US,4,Arizona State
1980,23,1530,PHI,Philadelphia 76Ers,24,Bobby Jones,PF,6-9,210,1951-12-18,US,5,UNC
1980,23,1531,PHI,Philadelphia 76Ers,11,Caldwell Jones,C,6-11,217,1950-08-04,US,6,Albany State University
1980,23,2022,PHI,Philadelphia 76Ers,50,Steve Mix,SF,6-7,215,1947-12-30,US,9,Toledo
1980,23,2030,PHI,Philadelphia 76Ers,22,Eric Money,PG,6-0,170,1955-02-06,US,5,Arizona
1980,23,2445,PHI,Philadelphia 76Ers,4,Clint Richardson,SG,6-3,195,1956-08-07,US,R,Seattle University
1980,23,2661,PHI,Philadelphia 76Ers,30,Al Skinner,SG,6-3,190,1952-06-16,US,5,UMass
1980,23,2728,PHI,Philadelphia 76Ers,34,Jim Spanarkel,SG,6-5,190,1957-06-28,US,R,Duke
1980,23,2904,PHI,Philadelphia 76Ers,3,Bernard Toone,PF,6-9,210,1956-07-14,US,R,Marquette
