Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1980,9,227,DET,Detroit Pistons,54,Kent Benson,C,6-10,235,1954-12-27,US,2,Indiana
1980,9,772,DET,Detroit Pistons,13,Leon Douglas,C,6-10,230,1954-08-26,US,3,Alabama
1980,9,796,DET,Detroit Pistons,42,Terry Duerod,SG,6-2,180,1956-07-29,US,R,Detroit Mercy
1980,9,876,DET,Detroit Pistons,21,Earl Evans,PF,6-8,202,1955-11-11,US,R,"USC, UNLV"
1980,9,1164,DET,Detroit Pistons,24,Roy Hamilton,PG,6-2,180,1957-07-20,US,R,UCLA
1980,9,1347,DET,Detroit Pistons,35,Phil Hubbard,PF,6-8,215,1956-12-13,US,R,Michigan
1980,9,1594,DET,Detroit Pistons,32,Greg Kelser,SF,6-7,190,1957-09-17,US,R,Michigan State
1980,9,1701,DET,Detroit Pistons,16,Bob Lanier,C,6-11,250,1948-09-10,US,9,St. Bonaventure
1980,9,1730,DET,Detroit Pistons,30,Ron Lee,PG,6-4,193,1952-11-02,US,3,Oregon
1980,9,1774,DET,Detroit Pistons,25,John Long,SG,6-5,195,1956-08-28,US,1,Detroit Mercy
1980,9,1829,DET,Detroit Pistons,44,Steve Malovic,PF,6-10,230,1956-07-21,US,R,"USC, San Diego State"
1980,9,1895,DET,Detroit Pistons,11,Bob McAdoo,PF,6-9,210,1951-09-25,US,7,UNC
1980,9,1932,DET,Detroit Pistons,33,Jim McElroy,PG,6-3,190,1953-10-04,US,4,Central Michigan University
1980,9,2030,DET,Detroit Pistons,14,Eric Money,SG,6-0,170,1955-02-06,US,5,Arizona
1980,9,2484,DET,Detroit Pistons,"9, 30",Jackie Robinson,SF,6-6,210,1955-05-20,US,1,UNLV
1980,9,2626,DET,Detroit Pistons,34,John Shumate,PF,6-9,235,1952-04-06,US,3,Notre Dame
1980,9,2942,DET,Detroit Pistons,41,Terry Tyler,SF,6-7,215,1956-10-30,US,1,Detroit Mercy
