Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,24.0,ATL,NBA,C,5.0,,134.0,6.8,11.7,0.581,0.0,0.0,,6.8,11.7,0.581,2.3,3.8,0.6,6.8,7.5,14.3,1.1,0.8,5.3,2.3,9.4,15.8,,117.0,105.0
1982,26.0,ATL,NBA,C,2.0,,65.0,1.7,5.0,0.333,0.0,0.0,,1.7,5.0,0.333,2.5,3.3,0.75,4.2,2.5,6.7,1.7,0.0,5.0,4.2,6.7,5.8,,75.0,113.0
1983,27.0,ATL,NBA,C,3.0,,118.0,5.5,11.4,0.481,0.0,0.0,,5.5,11.4,0.481,1.3,3.8,0.333,4.2,8.4,12.6,1.3,0.4,4.2,2.5,5.1,12.2,,90.0,99.0
1984,28.0,ATL,NBA,C,5.0,,152.0,3.4,8.5,0.4,0.0,0.0,,3.4,8.5,0.4,1.7,2.7,0.625,3.4,8.1,11.5,0.3,0.7,3.4,3.7,7.8,8.5,,76.0,108.0
1986,30.0,ATL,NBA,C,9.0,9.0,248.0,5.1,9.1,0.553,0.0,0.0,,5.1,9.1,0.553,1.4,2.1,0.636,3.5,11.7,15.2,0.6,0.4,2.9,2.3,6.2,11.5,,104.0,108.0
1987,31.0,ATL,NBA,C,9.0,9.0,221.0,3.6,6.6,0.536,0.0,0.0,,3.6,6.6,0.536,2.4,3.3,0.714,4.5,8.1,12.6,0.7,0.7,3.8,1.7,7.8,9.5,,116.0,106.0
1988,32.0,ATL,NBA,C,12.0,12.0,333.0,3.1,5.5,0.556,0.0,0.0,,3.1,5.5,0.556,2.0,2.3,0.867,3.5,7.4,10.9,0.9,1.5,2.9,0.8,7.1,8.1,,134.0,111.0
1989,33.0,CLE,NBA,C,5.0,0.0,74.0,4.3,5.7,0.75,0.0,0.0,,4.3,5.7,0.75,2.2,3.6,0.6,3.6,7.9,11.5,0.7,2.2,5.0,0.7,7.2,10.8,,144.0,101.0
1990,34.0,CLE,NBA,C,3.0,0.0,38.0,1.3,4.0,0.333,0.0,0.0,,1.3,4.0,0.333,8.1,10.8,0.75,0.0,10.8,10.8,1.3,2.7,1.3,4.0,9.4,10.8,,91.0,105.0
1991,35.0,DET,NBA,C,6.0,0.0,32.0,3.3,3.3,1.0,0.0,0.0,,3.3,3.3,1.0,0.0,0.0,,1.7,3.3,5.0,0.0,1.7,1.7,3.3,10.0,6.6,,88.0,113.0
1993,37.0,HOU,NBA,C,6.0,0.0,16.0,0.0,9.9,0.0,0.0,3.3,0.0,0.0,6.6,0.0,0.0,0.0,,3.3,9.9,13.2,0.0,6.6,0.0,0.0,6.6,0.0,,26.0,93.0
1994,38.0,ORL,NBA,C,3.0,0.0,29.0,3.8,9.4,0.4,0.0,0.0,,3.8,9.4,0.4,0.0,0.0,,5.6,0.0,5.6,0.0,1.9,1.9,0.0,16.9,7.5,,114.0,114.0
1995,39.0,ORL,NBA,C,14.0,0.0,81.0,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.7,2.7,0.25,2.7,1.3,4.0,0.0,0.0,4.0,2.7,12.6,4.6,,77.0,117.0
