Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,10,GSW,Golden State Warriors,82,19880,42.4,87.0,0.49,13.1,31.5,0.42,29.3,55.5,0.53,16.6,21.8,0.76,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,114.5
2016,21,OKC,Oklahoma City Thunder,82,19830,42.2,88.6,0.48,8.5,24.3,0.35,33.7,64.3,0.52,20.2,25.9,0.78,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,113.1
2016,26,SAC,Sacramento Kings,82,19805,39.8,85.9,0.46,8.0,22.3,0.36,31.8,63.6,0.5,18.4,25.3,0.72,10.5,33.5,44.0,24.4,8.9,4.5,16.1,20.3,106.0
2016,11,HOU,Houston Rockets,82,19830,38.4,84.9,0.45,10.9,31.4,0.35,27.5,53.5,0.51,20.7,29.8,0.69,11.5,32.2,43.8,22.6,10.2,5.3,16.2,22.2,108.3
2016,2,BOS,Boston Celtics,82,19780,39.6,90.2,0.44,8.8,26.4,0.34,30.8,63.8,0.48,18.7,23.8,0.79,11.7,33.7,45.4,24.4,9.3,4.3,13.9,22.1,106.8
2016,25,POR,Portland Trail Blazers,82,19805,40.0,88.9,0.45,10.9,29.5,0.37,29.1,59.4,0.49,18.0,23.8,0.75,12.0,35.1,47.1,22.1,7.1,4.8,15.1,22.5,108.8
2016,13,LAC,Los Angeles Clippers,82,19830,39.7,85.4,0.46,10.1,27.7,0.36,29.6,57.7,0.51,18.8,27.2,0.69,9.1,34.5,43.6,23.7,9.0,5.8,13.4,22.1,108.3
2016,6,CLE,Cleveland Cavaliers,82,19855,41.1,89.3,0.46,11.4,31.5,0.36,29.7,57.8,0.51,17.3,23.1,0.75,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,110.9
2016,30,WAS,Washington Wizards,82,19755,40.0,86.8,0.46,8.7,24.5,0.36,31.2,62.3,0.5,16.6,22.8,0.73,9.2,33.2,42.3,24.7,8.7,4.0,14.6,21.1,105.3
2016,27,SAS,San Antonio Spurs,82,19705,42.7,88.3,0.48,7.4,19.7,0.38,35.3,68.6,0.52,17.4,21.7,0.8,10.0,36.8,46.8,26.1,8.8,6.3,13.9,18.6,110.3
2016,4,CHO,Charlotte Hornets,82,19855,38.4,87.5,0.44,11.0,30.5,0.36,27.3,57.0,0.48,19.4,24.5,0.79,9.3,36.3,45.5,22.5,7.5,5.5,13.0,18.8,107.1
2016,1,ATL,Atlanta Hawks,82,19830,39.5,86.3,0.46,10.2,29.0,0.35,29.3,57.3,0.51,16.0,20.4,0.78,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,105.1
2016,19,NOP,New Orleans Pelicans,82,19780,39.5,88.3,0.45,8.8,24.5,0.36,30.7,63.8,0.48,17.7,22.9,0.78,9.8,34.0,43.8,22.8,7.9,4.3,13.8,21.5,105.6
2016,28,TOR,Toronto Raptors,82,19780,39.3,87.1,0.45,9.2,25.0,0.37,30.0,62.1,0.48,22.2,28.6,0.78,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,110.0
