PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Duncan,32.0,75,75.0,2524,558,1107,0.504,0,2,0.0,558,1105,0.505,0.504,334,483,0.6920000000000001,201,599,800,264,38,126,165,173,1450
Roger Mason,28.0,82,71.0,2496,349,822,0.425,166,394,0.42100000000000004,183,428,0.428,0.526,105,118,0.89,16,235,251,173,40,12,100,160,969
Tony Parker,26.0,72,71.0,2456,639,1263,0.506,19,65,0.292,620,1198,0.518,0.513,284,363,0.782,27,196,223,496,67,4,186,110,1581
Michael Finley,35.0,81,77.0,2336,301,689,0.43700000000000006,131,319,0.41100000000000003,170,370,0.45899999999999996,0.532,51,62,0.823,26,244,270,114,37,17,61,82,784
Matt Bonner,28.0,81,67.0,1928,266,536,0.496,118,268,0.44,148,268,0.552,0.606,17,23,0.7390000000000001,97,289,386,82,47,26,37,190,667
Bruce Bowen,37.0,80,10.0,1506,79,187,0.42200000000000004,42,98,0.429,37,89,0.41600000000000004,0.535,14,26,0.5379999999999999,16,129,145,40,36,13,25,123,214
Kurt Thomas,36.0,79,10.0,1404,153,304,0.503,0,2,0.0,153,302,0.507,0.503,37,45,0.8220000000000001,134,271,405,66,34,58,42,170,343
George Hill,22.0,77,7.0,1270,150,372,0.40299999999999997,24,73,0.32899999999999996,126,299,0.42100000000000004,0.435,114,146,0.7809999999999999,30,128,158,136,45,21,74,150,438
Manu Ginóbili,31.0,44,7.0,1181,223,491,0.45399999999999996,69,209,0.33,154,282,0.546,0.524,168,190,0.884,24,174,198,157,64,16,88,90,683
Ime Udoka,31.0,67,3.0,1035,110,287,0.38299999999999995,41,125,0.32799999999999996,69,162,0.426,0.455,28,46,0.609,28,159,187,54,36,12,38,86,289
Fabricio Oberto,33.0,54,11.0,677,61,104,0.5870000000000001,0,1,0.0,61,103,0.5920000000000001,0.5870000000000001,20,35,0.5710000000000001,65,77,142,59,7,11,38,95,142
Drew Gooden,27.0,19,1.0,320,71,145,0.49,0,1,0.0,71,144,0.493,0.49,45,57,0.789,28,55,83,3,4,4,16,39,187
Jacque Vaughn,33.0,30,0.0,292,24,75,0.32,1,1,1.0,23,74,0.311,0.327,16,18,0.889,4,18,22,55,6,0,15,26,65
Anthony Tolliver,23.0,19,0.0,208,19,65,0.292,9,41,0.22,10,24,0.41700000000000004,0.36200000000000004,5,10,0.5,12,29,41,17,5,1,7,16,52
Malik Hairston,21.0,15,0.0,155,24,49,0.49,0,1,0.0,24,48,0.5,0.49,2,7,0.28600000000000003,11,17,28,13,6,7,12,19,50
Desmon Farmer,27.0,3,0.0,54,4,14,0.28600000000000003,3,12,0.25,1,2,0.5,0.39299999999999996,2,2,1.0,0,6,6,2,0,0,4,6,13
Austin Croshere,33.0,3,0.0,23,2,9,0.222,0,4,0.0,2,5,0.4,0.222,0,1,0.0,4,6,10,3,0,0,2,1,4
Pops Mensah-Bonsu,25.0,3,0.0,20,5,7,0.7140000000000001,0,0,,5,7,0.7140000000000001,0.7140000000000001,5,7,0.7140000000000001,5,5,10,0,1,1,2,6,15
Blake Ahearn,24.0,3,0.0,19,2,6,0.33299999999999996,2,4,0.5,0,2,0.0,0.5,2,2,1.0,0,1,1,2,1,0,1,3,8
Marcus Williams,22.0,2,0.0,3,2,2,1.0,0,0,,2,2,1.0,1.0,0,0,,0,0,0,0,0,0,0,1,4
Team Totals,,82,,19905,3042,6534,0.466,625,1620,0.386,2417,4914,0.49200000000000005,0.513,1249,1641,0.7609999999999999,728,2638,3366,1736,474,329,963,1546,7958
