Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,22.0,PHO,NBA,PF,51.0,0.0,383.0,56.0,151.0,0.371,2.0,5.0,0.4,54.0,146.0,0.37,0.377,26.0,36.0,0.722,18.0,44.0,62.0,21.0,7.0,13.0,23.0,25.0,140.0
2010-11,23.0,TOT,NBA,SF,42.0,0.0,464.0,68.0,158.0,0.43,0.0,5.0,0.0,68.0,153.0,0.444,0.43,27.0,47.0,0.574,37.0,64.0,101.0,9.0,8.0,18.0,28.0,45.0,163.0
2010-11,23.0,PHO,NBA,SF,9.0,0.0,72.0,12.0,31.0,0.387,0.0,0.0,,12.0,31.0,0.387,0.387,5.0,10.0,0.5,4.0,13.0,17.0,4.0,1.0,3.0,2.0,6.0,29.0
2010-11,23.0,ORL,NBA,SF,33.0,0.0,392.0,56.0,127.0,0.441,0.0,5.0,0.0,56.0,122.0,0.459,0.441,22.0,37.0,0.595,33.0,51.0,84.0,5.0,7.0,15.0,26.0,39.0,134.0
2011-12,24.0,ORL,NBA,PF,45.0,1.0,559.0,51.0,139.0,0.367,0.0,0.0,,51.0,139.0,0.367,0.367,21.0,29.0,0.724,35.0,89.0,124.0,18.0,12.0,32.0,25.0,72.0,123.0
2012-13,25.0,LAL,NBA,PF,59.0,36.0,1363.0,170.0,386.0,0.44,35.0,104.0,0.337,135.0,282.0,0.479,0.486,53.0,76.0,0.697,82.0,243.0,325.0,65.0,36.0,44.0,62.0,102.0,428.0
2013-14,26.0,TOT,NBA,PF,54.0,17.0,768.0,97.0,261.0,0.372,41.0,122.0,0.336,56.0,139.0,0.403,0.45,22.0,34.0,0.647,22.0,121.0,143.0,18.0,17.0,25.0,31.0,67.0,257.0
2013-14,26.0,CLE,NBA,PF,45.0,17.0,698.0,90.0,240.0,0.375,40.0,116.0,0.345,50.0,124.0,0.403,0.458,14.0,24.0,0.583,20.0,107.0,127.0,16.0,16.0,19.0,30.0,61.0,234.0
2013-14,26.0,NYK,NBA,PF,9.0,0.0,70.0,7.0,21.0,0.333,1.0,6.0,0.167,6.0,15.0,0.4,0.357,8.0,10.0,0.8,2.0,14.0,16.0,2.0,1.0,6.0,1.0,6.0,23.0
2014-15,27.0,BRK,NBA,PF,10.0,0.0,93.0,11.0,30.0,0.367,4.0,14.0,0.286,7.0,16.0,0.438,0.433,1.0,4.0,0.25,1.0,22.0,23.0,3.0,3.0,4.0,6.0,12.0,27.0
