Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,26.0,UTA,NBA,C,81,1528,11.0,0.447,0.003,0.255,5.9,24.4,15.4,9.2,0.7,9.2,26.3,13.6,,-2.1,2.9,0.8,0.026,,-4.8,4.3,-0.5,0.6
1984,27.0,UTA,NBA,C,82,2139,12.3,0.49,0.002,0.296,7.7,20.8,14.6,6.4,0.5,8.5,17.2,10.6,,0.2,3.5,3.7,0.084,,-2.7,3.7,1.0,1.6
1985,28.0,UTA,NBA,C,82,2813,13.6,0.502,0.0,0.397,7.8,25.8,17.0,5.7,0.6,8.7,20.7,14.1,,-1.3,6.7,5.4,0.093,,-3.1,4.2,1.2,2.3
1986,29.0,UTA,NBA,C,80,2551,12.2,0.499,0.0,0.343,7.5,21.2,14.4,5.2,0.6,8.1,18.8,13.2,,-0.9,4.8,4.0,0.075,,-3.0,3.2,0.1,1.4
1987,30.0,UTA,NBA,C,79,2505,11.1,0.448,0.0,0.364,8.7,20.4,14.5,5.3,0.8,7.4,17.3,13.0,,-1.5,5.0,3.6,0.068,,-3.8,3.1,-0.7,0.8
1988,31.0,UTA,NBA,C,82,2731,9.5,0.457,0.0,0.353,9.5,18.3,14.1,2.5,0.7,6.4,17.3,11.3,,-1.1,5.2,4.1,0.072,,-3.8,2.0,-1.8,0.1
1989,32.0,UTA,NBA,C,82,2914,10.6,0.513,0.0,0.491,9.4,21.8,16.1,3.8,0.7,6.5,22.3,9.2,,0.0,6.5,6.6,0.108,,-2.5,3.1,0.6,1.9
1990,33.0,UTA,NBA,C,82,2281,10.6,0.561,0.0,0.393,9.4,20.8,15.4,2.2,0.7,5.5,17.6,8.2,,1.4,3.9,5.3,0.112,,-1.7,2.1,0.4,1.4
1991,34.0,UTA,NBA,C,80,2580,9.5,0.599,0.0,0.384,8.9,20.8,15.2,2.6,0.8,4.5,22.5,7.6,,1.2,4.3,5.5,0.103,,-2.6,2.0,-0.6,0.9
1992,35.0,UTA,NBA,C,81,2023,9.1,0.478,0.0,0.363,8.8,18.2,13.7,2.5,0.9,6.2,17.7,7.2,,0.4,3.5,3.8,0.091,,-2.9,2.4,-0.5,0.7
1993,36.0,UTA,NBA,C,64,1104,8.7,0.582,0.0,0.385,7.8,19.1,13.6,2.0,0.8,4.6,22.1,7.6,,0.4,1.5,1.9,0.082,,-3.2,1.4,-1.8,0.0
