Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,3.0,1400,NJN,New Jersey Nets,22.0,NBA,SG,28,0,5.7,0.9,2.5,.362,0.0,0.1,.000,0.9,2.4,.379,.362,0.6,0.8,.810,0.6,0.3,0.9,0.5,0.5,0.0,0.6,0.6,2.4
1992,10.0,1400,GSW,Golden State Warriors,24.0,NBA,SG,5,0,10.8,2.2,4.6,.478,0.0,0.0,,2.2,4.6,.478,.478,0.8,1.2,.667,1.0,1.0,2.0,0.6,0.4,0.0,0.8,1.4,5.2
1993,13.0,1400,LAC,Los Angeles Clippers,25.0,NBA,SG,34,0,10.3,1.6,3.8,.414,0.1,0.1,.400,1.5,3.6,.415,.422,0.7,0.8,.852,0.6,0.6,1.1,1.0,0.6,0.1,0.5,1.3,3.9
1994,25.0,1400,POR,Portland Trail Blazers,26.0,NBA,SG,29,0,6.4,1.2,3.0,.391,0.0,0.2,.000,1.2,2.8,.420,.391,0.4,0.5,.857,0.2,0.4,0.6,0.9,0.1,0.1,0.5,0.7,2.8
1995,23.0,1400,PHI,Philadelphia 76Ers,27.0,NBA,SG,21,1,12.2,1.2,3.2,.368,0.2,0.7,.267,1.0,2.5,.396,.397,0.8,1.1,.667,0.9,1.1,2.0,0.9,0.4,0.2,0.8,1.6,3.3
1996,11.0,1400,HOU,Houston Rockets,28.0,NBA,SG,4,0,8.3,0.0,2.0,.000,0.0,1.3,.000,0.0,0.8,.000,.000,2.0,2.5,.800,0.0,0.8,0.8,0.0,0.3,0.0,0.0,1.3,2.0
1997,,1400,WSB,None,29.0,NBA,SG,75,0,15.1,1.8,4.4,.407,0.7,2.1,.335,1.1,2.3,.474,.488,0.7,0.9,.768,0.4,1.3,1.8,0.9,0.6,0.2,0.8,1.7,5.0
1998,27.0,1400,SAS,San Antonio Spurs,30.0,NBA,SG,82,45,27.1,3.1,8.0,.394,1.4,3.6,.377,1.8,4.4,.409,.480,1.1,1.4,.797,0.7,1.9,2.6,1.9,0.7,0.1,1.3,2.7,8.8
1999,27.0,1400,SAS,San Antonio Spurs,31.0,NBA,SG,47,13,18.3,2.3,6.0,.380,1.1,3.1,.361,1.2,2.9,.401,.474,0.7,0.8,.821,0.4,1.7,2.1,1.0,0.9,0.2,0.8,1.3,6.4
2001,27.0,1400,SAS,San Antonio Spurs,33.0,NBA,SG,16,0,7.1,1.0,2.5,.400,0.4,1.1,.389,0.6,1.4,.409,.488,0.0,0.1,.000,0.1,0.7,0.8,0.4,0.3,0.0,0.2,0.8,2.4
2002,22.0,1400,ORL,Orlando Magic,34.0,NBA,SG,9,0,16.0,1.7,4.1,.405,0.8,2.2,.350,0.9,1.9,.471,.500,0.2,0.4,.500,0.1,1.8,1.9,0.9,0.6,0.0,0.9,1.4,4.3
