Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,25.0,CHI,NBA,PF,67.0,8.0,690.0,5.8,13.2,0.437,0.0,0.0,,5.8,13.2,0.437,3.5,5.7,0.613,5.8,8.9,14.7,4.2,1.4,2.5,3.9,7.0,15.0,,98.0,100.0
1995,26.0,CHI,NBA,PF,68.0,9.0,889.0,5.9,12.3,0.476,0.0,0.1,0.0,5.9,12.2,0.481,2.2,3.9,0.567,6.3,7.8,14.1,3.5,1.5,1.9,3.5,8.6,14.0,,103.0,103.0
1996,27.0,LAL,NBA,PF,57.0,2.0,715.0,5.7,12.1,0.473,0.0,0.1,0.0,5.7,12.0,0.479,1.8,3.2,0.568,5.0,7.3,12.4,3.1,1.8,2.5,3.4,7.9,13.3,,98.0,105.0
1997,28.0,LAL,NBA,PF,58.0,18.0,1009.0,4.8,9.3,0.514,0.1,0.2,0.333,4.7,9.2,0.517,2.9,4.3,0.675,5.9,8.5,14.4,1.8,1.1,1.4,2.6,6.3,12.6,,112.0,104.0
1998,29.0,LAL,NBA,PF,70.0,3.0,1029.0,5.3,9.3,0.572,0.0,0.2,0.0,5.3,9.1,0.585,1.9,3.9,0.5,5.7,9.2,14.9,1.8,1.4,1.2,2.5,7.8,12.6,,112.0,103.0
1999,30.0,TOT,NBA,PF,34.0,3.0,530.0,3.7,10.3,0.36,0.0,0.1,0.0,3.7,10.2,0.364,2.9,5.6,0.519,6.0,9.6,15.5,1.2,2.0,1.6,2.2,7.6,10.3,,92.0,99.0
1999,30.0,LAL,NBA,PF,14.0,3.0,162.0,4.2,10.7,0.394,0.0,0.3,0.0,4.2,10.3,0.406,1.9,3.9,0.5,7.8,7.1,14.9,0.6,0.3,1.3,1.9,8.7,10.3,,100.0,106.0
1999,30.0,CLE,NBA,PF,20.0,0.0,368.0,3.5,10.1,0.343,0.0,0.0,,3.5,10.1,0.343,3.3,6.3,0.524,5.1,10.7,15.9,1.5,2.7,1.8,2.3,7.1,10.3,,89.0,96.0
2001,32.0,TOT,NBA,PF,68.0,6.0,1305.0,5.1,11.5,0.442,0.1,0.3,0.25,5.0,11.2,0.448,2.0,3.3,0.614,7.1,8.6,15.7,2.3,1.6,0.9,2.9,6.5,12.3,,99.0,104.0
2001,32.0,PHO,NBA,PF,30.0,6.0,387.0,3.1,6.3,0.489,0.0,0.0,,3.1,6.3,0.489,1.1,2.0,0.533,4.7,6.7,11.3,1.1,1.7,0.7,2.4,10.0,7.2,,96.0,99.0
2001,32.0,GSW,NBA,PF,38.0,0.0,918.0,5.9,13.7,0.433,0.1,0.4,0.25,5.8,13.3,0.439,2.4,3.8,0.632,8.1,9.4,17.5,2.8,1.6,0.9,3.1,5.0,14.4,,100.0,106.0
2002,33.0,PHI,NBA,PF,72.0,21.0,1426.0,4.4,9.5,0.458,0.0,0.0,0.0,4.4,9.5,0.46,1.1,1.7,0.644,5.6,8.3,13.9,1.7,1.9,1.0,2.0,6.7,9.8,,103.0,100.0
2003,34.0,CHI,NBA,C,50.0,3.0,836.0,4.0,8.2,0.485,0.0,0.0,,4.0,8.2,0.485,1.2,2.1,0.571,4.2,8.4,12.6,3.1,2.0,1.2,2.6,7.4,9.2,,99.0,103.0
2004,35.0,TOT,NBA,"C,PF",62.0,3.0,1050.0,5.8,12.8,0.455,0.0,0.2,0.0,5.8,12.6,0.46,0.8,1.4,0.556,4.9,8.9,13.9,2.8,2.5,1.2,2.2,6.8,12.4,,98.0,99.0
2004,35.0,CHI,NBA,PF,46.0,3.0,756.0,6.7,14.2,0.471,0.0,0.2,0.0,6.7,14.0,0.478,0.9,1.7,0.542,5.2,9.0,14.2,3.1,2.6,1.3,2.4,5.9,14.3,,99.0,100.0
2004,35.0,TOR,NBA,C,16.0,0.0,294.0,3.4,8.8,0.383,0.0,0.0,,3.4,8.8,0.383,0.4,0.6,0.667,4.1,8.8,13.0,1.9,2.1,0.9,1.5,9.2,7.1,,91.0,98.0
