SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,9,DET,18,Jordan Bone,PG,6-3,180,1997-11-05,US,R,Tennessee
2020,9,DET,6,Bruce Brown,PG,6-4,202,1996-08-15,US,1,Miami (FL)
2020,9,DET,45,Sekou Doumbouya,PF,6-8,230,2000-12-23,GN,R,
2020,9,DET,0,Andre Drummond,C,6-10,279,1993-08-10,US,7,UConn
2020,9,DET,12,Tim Frazier,PG,6-0,170,1990-11-01,US,5,Penn State
2020,9,DET,9,Langston Galloway,SG,6-1,200,1991-12-09,US,5,Saint Joseph's
2020,9,DET,23,Blake Griffin,PF,6-9,250,1989-03-16,US,9,Oklahoma
2020,9,DET,42,Donta Hall,PF,6-9,232,1997-08-07,US,R,Alabama
2020,9,DET,31,John Henson,C,6-9,219,1990-12-28,US,7,UNC
2020,9,DET,1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,8,Boston College
2020,9,DET,5,Luke Kennard,SG,6-5,206,1996-06-24,US,2,Duke
2020,9,DET,14,Louis King,SF,6-7,205,1999-04-06,US,R,Oregon
2020,9,DET,20,Brandon Knight,PG,6-2,182,1991-12-02,US,7,Kentucky
2020,9,DET,7,Thon Maker,C,7-0,221,1997-02-25,SS,3,
2020,9,DET,52,Jordan McRae,SG,6-5,179,1991-03-28,US,3,Tennessee
2020,9,DET,8-88,Markieff Morris,PF,6-8,245,1989-09-02,US,8,Kansas
2020,9,DET,19,Sviatoslav Mykhailiuk,SF,6-7,205,1997-06-10,UA,1,Kansas
2020,9,DET,25,Derrick Rose,PG,6-2,200,1988-10-04,US,10,Memphis
2020,9,DET,17,Tony Snell,SF,6-6,213,1991-11-10,US,6,New Mexico
2020,9,DET,13,Khyri Thomas,SG,6-3,210,1996-05-08,US,1,Creighton
2020,9,DET,12,Derrick Walton,PG,6-0,189,1995-04-03,US,1,Michigan
2020,9,DET,35,Christian Wood,PF,6-10,214,1995-09-27,US,3,UNLV
