SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,28,TOR,3,OG Anunoby,SF,6-7,232,1997-07-17,GB,2,Indiana
2020,28,TOR,25,Chris Boucher,C,6-9,200,1993-01-11,LC,2,Oregon
2020,28,TOR,12,Oshae Brissett,SF,6-7,210,1998-06-20,CA,R,Syracuse
2020,28,TOR,0,Terence Davis,SG,6-4,201,1997-05-16,US,R,Ole Miss
2020,28,TOR,33,Marc Gasol,C,6-11,255,1985-01-29,ES,11,
2020,28,TOR,20,Dewan Hernandez,C,6-10,235,1996-12-09,US,R,Miami (FL)
2020,28,TOR,4,Rondae Hollis-Jefferson,PF,6-6,217,1995-01-03,US,4,Arizona
2020,28,TOR,9,Serge Ibaka,C,7-0,235,1989-09-18,CG,10,
2020,28,TOR,5,Stanley Johnson,PF,6-6,242,1996-05-29,US,4,Arizona
2020,28,TOR,7,Kyle Lowry,PG,6-0,196,1986-03-25,US,13,Villanova
2020,28,TOR,22,Patrick McCaw,SF,6-7,181,1995-10-25,US,3,UNLV
2020,28,TOR,13,Malcolm Miller,SF,6-7,210,1993-03-06,US,2,Holy Cross
2020,28,TOR,11,Shamorie Ponds,PG,6-0,180,1998-06-29,US,R,St. John's
2020,28,TOR,24,Norman Powell,SG,6-3,215,1993-05-25,US,4,UCLA
2020,28,TOR,43,Pascal Siakam,PF,6-9,230,1994-04-02,CM,3,New Mexico State
2020,28,TOR,21,Matt Thomas,SG,6-4,190,1994-08-04,US,R,Iowa State
2020,28,TOR,23,Fred VanVleet,SG,6-1,197,1994-02-25,US,3,Wichita State
2020,28,TOR,1,Paul Watson,SF,6-7,215,1994-12-30,US,R,Fresno State
