SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,25,POR,10,Jaylen Adams,PG,6-2,190,1996-05-04,US,1,St. Bonaventure
2020,25,POR,0,Carmelo Anthony,PF,6-8,238,1984-05-29,US,16,Syracuse
2020,25,POR,8,Trevor Ariza,SF,6-8,215,1985-06-30,US,15,UCLA
2020,25,POR,24,Kent Bazemore,SF,6-4,195,1989-07-01,US,7,Old Dominion
2020,25,POR,4,Moses Brown,C,7-2,245,1999-10-13,US,R,UCLA
2020,25,POR,33,Zach Collins,PF,6-11,250,1997-11-19,US,2,Gonzaga
2020,25,POR,35,Wenyen Gabriel,PF,6-9,200,1997-03-26,SD,R,Kentucky
2020,25,POR,44,Mario Hezonja,PF,6-8,220,1995-02-25,HR,4,
2020,25,POR,6,Jaylen Hoard,PF,6-8,216,1999-03-30,FR,R,Wake Forest
2020,25,POR,5,Rodney Hood,SF,6-8,208,1992-10-20,US,5,"Mississippi State, Duke"
2020,25,POR,17,Skal Labissiere,C,6-10,235,1996-03-18,HT,3,Kentucky
2020,25,POR,0,Damian Lillard,PG,6-2,195,1990-07-15,US,7,Weber State
2020,25,POR,9,Nassir Little,PF,6-5,220,2000-02-11,US,R,UNC
2020,25,POR,3,CJ McCollum,SG,6-3,190,1991-09-19,US,6,Lehigh
2020,25,POR,27,Jusuf Nurkic,C,7-0,290,1994-08-23,BA,5,
2020,25,POR,1,Anfernee Simons,SG,6-3,181,1999-06-08,US,1,
2020,25,POR,50,Caleb Swanigan,PF,6-9,260,1997-04-18,US,2,Purdue
2020,25,POR,43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,11,Creighton
2020,25,POR,2,Gary Trent,SF,6-5,209,1999-01-18,US,1,Duke
2020,25,POR,21,Hassan Whiteside,C,7-0,265,1989-06-13,US,7,Marshall
