Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,23.0,CHI,NBA,C,62.0,3.0,818.0,106.0,201.0,0.527,0.0,0.0,,106.0,201.0,0.527,0.527,46.0,72.0,0.639,71.0,143.0,214.0,24.0,20.0,7.0,59.0,129.0,258.0
1988,24.0,CHI,NBA,C,46.0,27.0,591.0,78.0,174.0,0.448,0.0,1.0,0.0,78.0,173.0,0.451,0.448,41.0,71.0,0.577,66.0,93.0,159.0,28.0,11.0,4.0,38.0,85.0,197.0
1989,25.0,UTA,NBA,C,66.0,16.0,1051.0,104.0,248.0,0.419,0.0,0.0,,104.0,248.0,0.419,0.419,92.0,130.0,0.708,92.0,166.0,258.0,41.0,25.0,17.0,77.0,133.0,300.0
1990,26.0,UTA,NBA,C,82.0,0.0,1397.0,177.0,344.0,0.515,1.0,2.0,0.5,176.0,342.0,0.515,0.516,157.0,199.0,0.789,111.0,262.0,373.0,47.0,32.0,28.0,88.0,187.0,512.0
1991,27.0,UTA,NBA,C,82.0,2.0,1391.0,129.0,284.0,0.454,0.0,0.0,,129.0,284.0,0.454,0.454,132.0,178.0,0.742,109.0,228.0,337.0,49.0,29.0,24.0,82.0,166.0,390.0
1992,28.0,UTA,NBA,C,82.0,1.0,1783.0,221.0,488.0,0.453,0.0,1.0,0.0,221.0,487.0,0.454,0.453,190.0,285.0,0.667,187.0,289.0,476.0,81.0,42.0,34.0,105.0,196.0,632.0
1993,29.0,UTA,NBA,C,82.0,21.0,1551.0,176.0,409.0,0.43,0.0,1.0,0.0,176.0,408.0,0.431,0.43,113.0,164.0,0.689,147.0,244.0,391.0,64.0,32.0,23.0,95.0,190.0,465.0
1994,30.0,MIN,NBA,C,82.0,40.0,1921.0,111.0,260.0,0.427,0.0,2.0,0.0,111.0,258.0,0.43,0.427,77.0,118.0,0.653,119.0,328.0,447.0,72.0,51.0,29.0,75.0,218.0,299.0
1995,31.0,MIN,NBA,C,27.0,0.0,213.0,10.0,40.0,0.25,0.0,1.0,0.0,10.0,39.0,0.256,0.25,15.0,27.0,0.556,9.0,36.0,45.0,10.0,7.0,0.0,16.0,35.0,35.0
1996,32.0,PHI,NBA,C,9.0,1.0,162.0,9.0,16.0,0.563,0.0,0.0,,9.0,16.0,0.563,0.563,8.0,17.0,0.471,14.0,23.0,37.0,3.0,3.0,2.0,6.0,24.0,26.0
1997,33.0,PHO,NBA,C,6.0,1.0,83.0,5.0,12.0,0.417,0.0,0.0,,5.0,12.0,0.417,0.417,6.0,10.0,0.6,9.0,16.0,25.0,5.0,1.0,1.0,2.0,9.0,16.0
