Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1990,25,POR,Portland Trail Blazers,Clyde Drexler,27,21,21,853,9.8,22.1,0.44,0.5,2.3,0.22,9.2,19.8,0.47,5.4,7.0,0.77,3.6,5.0,8.6,8.5,3.0,1.0,3.8,4.1,25.5,,108,106
1990,25,POR,Portland Trail Blazers,Jerome Kersey,27,21,21,831,9.7,21.0,0.46,0.0,0.2,0.0,9.7,20.8,0.46,6.0,8.4,0.72,3.8,6.3,10.1,2.6,2.0,1.2,2.6,5.1,25.3,,108,107
1990,25,POR,Portland Trail Blazers,Terry Porter,26,21,21,815,7.5,16.3,0.46,2.4,6.1,0.39,5.2,10.2,0.51,8.2,9.8,0.84,0.5,3.1,3.6,9.2,1.7,0.2,3.7,3.0,25.7,,123,111
1990,25,POR,Portland Trail Blazers,Buck Williams,29,21,21,776,6.3,12.4,0.51,0.0,0.0,,6.3,12.4,0.51,4.4,6.5,0.68,4.2,7.9,12.0,2.4,0.8,0.4,2.6,4.6,17.0,,112,109
1990,25,POR,Portland Trail Blazers,Kevin Duckworth,25,15,15,453,8.8,20.0,0.44,0.0,0.0,,8.8,20.0,0.44,3.5,4.9,0.72,3.0,6.3,9.3,1.7,0.5,1.0,3.5,6.4,21.0,,94,110
1990,25,POR,Portland Trail Blazers,Clifford Robinson,23,21,6,391,6.7,18.7,0.36,0.0,0.5,0.0,6.7,18.2,0.37,3.6,6.4,0.56,4.0,6.8,10.8,2.8,2.3,3.0,3.1,8.8,16.9,,87,104
1990,25,POR,Portland Trail Blazers,Danny Young,27,21,0,294,4.6,11.8,0.39,1.8,4.8,0.38,2.8,7.1,0.4,3.1,4.4,0.7,1.8,3.1,4.9,5.3,2.3,0.3,2.8,4.8,14.1,,104,109
1990,25,POR,Portland Trail Blazers,Drazen Petrovic,25,20,0,253,9.2,20.8,0.44,1.0,3.1,0.31,8.2,17.8,0.46,4.0,6.9,0.58,1.9,4.2,6.1,3.8,1.1,0.0,3.8,7.1,23.3,,96,111
1990,25,POR,Portland Trail Blazers,Wayne Cooper,33,18,0,248,3.7,9.2,0.4,0.0,0.0,,3.7,9.2,0.4,1.9,3.7,0.53,4.9,9.0,13.8,1.0,1.0,5.7,1.0,7.8,9.4,,105,103
1990,25,POR,Portland Trail Blazers,Mark Bryant,24,13,0,160,5.4,10.0,0.55,0.0,0.0,,5.4,10.0,0.55,1.8,2.4,0.75,2.7,6.0,8.8,0.9,0.9,0.6,3.6,8.2,12.7,,94,110
1990,25,POR,Portland Trail Blazers,Byron Irvin,23,4,0,47,5.1,22.6,0.23,0.0,0.0,,5.1,22.6,0.23,5.1,6.2,0.83,4.1,4.1,8.2,5.1,2.1,0.0,3.1,7.2,15.4,,78,109
1990,25,POR,Portland Trail Blazers,Nate Johnston,23,3,0,19,15.3,28.0,0.55,0.0,0.0,,15.3,28.0,0.55,2.5,2.5,1.0,5.1,10.2,15.3,2.5,2.5,2.5,0.0,12.7,33.1,,128,102
