Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1990,7,2803,DAL,Dallas Mavericks,Roy Tarpley,25,3,3,129,8.4,17.6,0.48,0.0,0.4,0.0,8.4,17.2,0.49,2.3,4.6,0.5,3.4,14.2,17.6,0.4,2.7,3.8,3.4,4.6,19.1,92.0,102
1990,7,254,DAL,Dallas Mavericks,Rolando Blackman,30,3,3,127,9.3,21.0,0.44,0.8,1.9,0.4,8.6,19.1,0.45,3.9,3.9,1.0,0.8,2.7,3.5,5.1,2.3,0.8,5.1,2.7,23.3,95.0,115
1990,7,1187,DAL,Dallas Mavericks,Derek Harper,28,3,3,119,8.7,19.9,0.44,2.1,6.6,0.31,6.6,13.3,0.5,4.6,6.6,0.69,0.8,2.5,3.3,9.5,1.7,0.0,5.0,5.4,24.1,102.0,116
1990,7,2284,DAL,Dallas Mavericks,Sam Perkins,28,3,3,118,6.7,15.1,0.44,0.0,0.4,0.0,6.7,14.7,0.46,5.4,7.1,0.76,4.2,5.0,9.2,3.3,1.3,0.8,2.9,7.1,18.8,107.0,114
1990,7,3142,DAL,Dallas Mavericks,Herb Williams,31,3,0,81,8.5,14.0,0.61,0.0,0.0,,8.5,14.0,0.61,7.9,9.8,0.81,2.4,5.5,7.9,3.0,0.6,1.2,1.8,9.8,25.0,135.0,115
1990,7,756,DAL,Dallas Mavericks,James Donaldson,32,3,3,74,6.0,8.7,0.69,0.0,0.0,,6.0,8.7,0.69,2.7,3.3,0.8,4.0,6.7,10.7,1.3,1.3,0.0,2.7,5.3,14.7,123.0,114
1990,7,45,DAL,Dallas Mavericks,Steve Alford,25,3,0,42,9.4,21.2,0.44,2.4,7.1,0.33,7.1,14.1,0.5,5.9,5.9,1.0,1.2,2.4,3.5,9.4,1.2,0.0,3.5,4.7,27.0,116.0,118
1990,7,3067,DAL,Dallas Mavericks,Bill Wennington,26,3,0,25,2.0,9.9,0.2,0.0,0.0,,2.0,9.9,0.2,0.0,0.0,,0.0,5.9,5.9,2.0,0.0,2.0,4.0,9.9,4.0,38.0,115
1990,7,1523,DAL,Dallas Mavericks,Anthony Jones,27,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122
1990,7,3092,DAL,Dallas Mavericks,Randy White,22,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122
