Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016.0,12.0,1983,IND,Indiana Pacers,C.J. Miles,28.0,7.0,92.0,3.2,0.3,0.53,0.08,5.4,23.3,15.0,7.5,0.6,0.9,7.1,22.1,-0.3,0.1,-0.2,-0.09,-6.3,-2.7,-8.9,-0.2
2016.0,12.0,1288,IND,Indiana Pacers,George Hill,29.0,7.0,235.0,17.0,0.71,0.47,0.39,3.2,5.9,4.6,11.6,1.4,0.4,10.7,15.3,0.8,0.2,0.9,0.19,3.0,1.3,4.2,0.4
2016.0,12.0,2476,IND,Indiana Pacers,Glen Robinson III,22.0,4.0,10.0,32.4,0.79,0.0,0.25,0.0,0.0,0.0,0.0,0.0,8.4,0.0,21.4,0.1,0.0,0.1,0.28,10.2,4.1,14.2,0.0
2016.0,12.0,1815,IND,Indiana Pacers,Ian Mahinmi,29.0,7.0,172.0,11.6,0.54,0.0,0.6,8.6,14.9,12.0,8.2,1.6,2.9,20.9,18.7,0.0,0.3,0.2,0.07,-3.5,1.1,-2.4,0.0
2016.0,12.0,3256,IND,Indiana Pacers,Joe Young,23.0,4.0,10.0,9.7,0.51,0.5,0.25,0.0,10.7,5.7,25.8,0.0,0.0,18.4,52.3,0.0,0.0,0.0,-0.13,-6.1,-4.3,-10.4,0.0
2016.0,12.0,1290,IND,Indiana Pacers,Jordan Hill,28.0,5.0,15.0,4.5,0.0,0.0,0.0,16.5,28.5,22.9,19.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,-0.01,-2.5,-1.6,-4.1,0.0
2016.0,12.0,51,IND,Indiana Pacers,Lavoy Allen,26.0,6.0,51.0,7.1,0.3,0.0,0.0,9.7,21.0,15.7,6.2,1.1,1.6,9.1,10.4,0.0,0.1,0.0,0.03,-2.1,-0.4,-2.4,0.0
2016.0,12.0,853,IND,Indiana Pacers,Monta Ellis,30.0,7.0,225.0,13.7,0.5,0.28,0.13,2.2,10.9,6.9,24.7,3.6,0.0,17.5,20.8,0.0,0.4,0.3,0.07,-1.4,2.3,0.9,0.2
2016.0,12.0,2928,IND,Indiana Pacers,Myles Turner,19.0,7.0,197.0,14.2,0.48,0.03,0.13,10.0,15.8,13.1,2.9,0.5,9.8,13.8,21.2,-0.1,0.3,0.2,0.05,-3.6,1.4,-2.2,0.0
2016.0,12.0,1019,IND,Indiana Pacers,Paul George,25.0,7.0,275.0,27.5,0.63,0.35,0.52,4.0,17.1,11.1,22.5,2.8,1.5,13.2,30.5,1.1,0.5,1.6,0.28,7.0,3.1,10.1,0.8
2016.0,12.0,2780,IND,Indiana Pacers,Rodney Stuckey,29.0,7.0,125.0,11.1,0.47,0.23,0.21,1.0,12.0,6.9,20.3,1.7,0.7,11.3,20.4,0.0,0.1,0.1,0.05,-1.4,0.6,-0.8,0.0
2016.0,12.0,1291,IND,Indiana Pacers,Solomon Hill,24.0,7.0,198.0,11.5,0.71,0.61,0.52,3.1,12.4,8.1,6.6,0.5,0.0,7.3,10.0,0.5,0.2,0.7,0.17,0.7,0.9,1.5,0.2
2016.0,12.0,1708,IND,Indiana Pacers,Ty Lawson,28.0,7.0,74.0,5.0,0.39,0.17,0.33,1.7,8.7,5.4,22.3,2.2,0.0,22.5,17.3,-0.1,0.1,-0.1,-0.04,-6.5,-0.6,-7.0,-0.1
