Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",20.0,NBA,C,34.0,0.0,177.0,22.0,50.0,0.44,0.0,0.0,,22.0,50.0,0.44,0.44,7.0,18.0,0.39,25.0,43.0,68.0,5.0,6.0,13.0,14.0,30.0,51.0
2004,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",22.0,NBA,C,82.0,53.0,2197.0,270.0,499.0,0.54,0.0,1.0,0.0,270.0,498.0,0.54,0.54,112.0,174.0,0.64,194.0,432.0,626.0,21.0,44.0,189.0,86.0,273.0,652.0
2005,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",23.0,NBA,C,72.0,60.0,1785.0,250.0,477.0,0.52,0.0,0.0,,250.0,477.0,0.52,0.52,89.0,148.0,0.6,187.0,355.0,542.0,35.0,46.0,121.0,114.0,241.0,589.0
2006,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",24.0,NBA,C,66.0,52.0,1761.0,196.0,369.0,0.53,0.0,1.0,0.0,196.0,368.0,0.53,0.53,93.0,132.0,0.7,159.0,382.0,541.0,25.0,34.0,160.0,107.0,244.0,485.0
2007,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",25.0,NBA,C,82.0,82.0,2535.0,356.0,658.0,0.54,0.0,2.0,0.0,356.0,656.0,0.54,0.54,167.0,224.0,0.75,239.0,494.0,733.0,64.0,47.0,159.0,161.0,287.0,879.0
2008,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",26.0,NBA,C,82.0,82.0,2724.0,339.0,661.0,0.51,0.0,1.0,0.0,339.0,660.0,0.51,0.51,186.0,263.0,0.71,304.0,545.0,849.0,45.0,40.0,192.0,155.0,269.0,864.0
2009,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",27.0,NBA,C,82.0,82.0,2036.0,216.0,434.0,0.5,0.0,2.0,0.0,216.0,432.0,0.5,0.5,91.0,124.0,0.73,214.0,487.0,701.0,18.0,33.0,146.0,117.0,248.0,523.0
2010,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,"May 10, 1981",28.0,NBA,C,82.0,80.0,2124.0,285.0,523.0,0.55,0.0,0.0,,285.0,523.0,0.55,0.55,97.0,133.0,0.73,239.0,545.0,784.0,64.0,42.0,151.0,123.0,252.0,667.0
2011,26,660,SAC,Sacramento Kings,Samuel Dalembert,"May 10, 1981",29.0,NBA,C,80.0,46.0,1938.0,268.0,567.0,0.47,0.0,2.0,0.0,268.0,565.0,0.47,0.47,108.0,148.0,0.73,212.0,445.0,657.0,67.0,36.0,116.0,132.0,225.0,644.0
2012,11,660,HOU,Houston Rockets,Samuel Dalembert,"May 10, 1981",30.0,NBA,C,65.0,45.0,1446.0,200.0,395.0,0.51,0.0,1.0,0.0,200.0,394.0,0.51,0.51,90.0,113.0,0.8,158.0,298.0,456.0,33.0,37.0,111.0,82.0,162.0,490.0
2013,17,660,MIL,Milwaukee Bucks,Samuel Dalembert,"May 10, 1981",31.0,NBA,C,47.0,23.0,765.0,137.0,253.0,0.54,1.0,1.0,1.0,136.0,252.0,0.54,0.54,38.0,55.0,0.69,105.0,171.0,276.0,21.0,17.0,53.0,51.0,90.0,313.0
2014,7,660,DAL,Dallas Mavericks,Samuel Dalembert,"May 10, 1981",32.0,NBA,C,80.0,68.0,1614.0,214.0,377.0,0.57,0.0,1.0,0.0,214.0,376.0,0.57,0.57,101.0,137.0,0.74,200.0,341.0,541.0,38.0,41.0,94.0,90.0,210.0,529.0
2015,20,660,NYK,New York Knicks,Samuel Dalembert,"May 10, 1981",33.0,NBA,C,32.0,21.0,544.0,57.0,130.0,0.44,0.0,0.0,,57.0,130.0,0.44,0.44,14.0,20.0,0.7,53.0,115.0,168.0,29.0,14.0,41.0,39.0,70.0,128.0
