Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1996,9,DET,Detroit Pistons,25,Steve Bardo,SG,6-5,190,1968-04-05,US,2,Illinois
1996,9,DET,Detroit Pistons,12,Michael Curry,SG,6-5,210,1968-08-22,US,1,Georgia Southern University
1996,9,DET,Detroit Pistons,4,Joe Dumars,PG,6-3,190,1963-05-24,US,10,McNeese State University
1996,9,DET,Detroit Pistons,33,Grant Hill,SF,6-8,225,1972-10-05,US,1,Duke
1996,9,DET,Detroit Pistons,20,Allan Houston,SG,6-6,200,1971-04-20,US,2,Tennessee
1996,9,DET,Detroit Pistons,1,Lindsey Hunter,PG,6-2,170,1970-12-03,US,2,"Alcorn State, Jackson State University"
1996,9,DET,Detroit Pistons,45,Eric Leckner,C,6-11,265,1966-05-27,US,6,Wyoming
1996,9,DET,Detroit Pistons,2,Mark Macon,PG,6-5,185,1969-04-14,US,4,Temple
1996,9,DET,Detroit Pistons,6,Terry Mills,PF,6-10,230,1967-12-21,US,5,Michigan
1996,9,DET,Detroit Pistons,42,Theo Ratliff,C,6-10,225,1973-04-17,US,R,Wyoming
1996,9,DET,Detroit Pistons,52,Don Reid,PF,6-8,250,1973-12-30,US,R,Georgetown
1996,9,DET,Detroit Pistons,3,Lou Roe,SF,6-7,220,1972-07-14,US,R,UMass
1996,9,DET,Detroit Pistons,50,Otis Thorpe,PF,6-9,225,1962-08-05,US,11,Providence
1996,9,DET,Detroit Pistons,41,Mark West,C,6-10,230,1960-11-05,US,12,Old Dominion
