Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,6,299,CLE,Cleveland Cavaliers,Carlos Boozer,"November 20, 1981",21.0,NBA,PF,81.0,54.0,2049.0,5.8,10.9,0.54,0.0,0.0,0.0,5.8,10.8,0.54,2.6,3.4,0.77,3.5,7.2,10.7,1.9,1.0,0.9,1.8,3.9,14.2
2004,6,299,CLE,Cleveland Cavaliers,Carlos Boozer,"November 20, 1981",22.0,NBA,PF,75.0,75.0,2592.0,6.5,12.5,0.52,0.0,0.1,0.17,6.5,12.4,0.53,3.0,4.0,0.77,3.2,8.7,11.9,2.1,1.0,0.8,1.9,2.8,16.1
2005,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",23.0,NBA,PF,51.0,51.0,1772.0,7.3,14.1,0.52,0.0,0.0,0.0,7.3,14.1,0.52,3.8,5.4,0.7,2.9,6.4,9.3,2.9,0.8,0.5,2.8,3.6,18.5
2006,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",24.0,NBA,PF,33.0,19.0,1025.0,7.7,14.0,0.55,0.0,0.0,,7.7,14.0,0.55,3.5,4.8,0.72,2.6,7.4,10.0,3.1,1.1,0.3,2.4,3.7,18.9
2007,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",25.0,NBA,PF,74.0,74.0,2557.0,9.1,16.2,0.56,0.0,0.0,,9.1,16.2,0.56,3.6,5.2,0.68,3.3,8.9,12.2,3.1,1.0,0.3,2.7,3.1,21.8
2008,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",26.0,NBA,PF,81.0,81.0,2827.0,9.0,16.5,0.55,0.0,0.0,0.0,9.0,16.5,0.55,3.7,5.0,0.74,2.5,8.2,10.7,3.0,1.3,0.5,2.7,3.7,21.8
2009,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",27.0,NBA,PF,37.0,37.0,1197.0,7.5,15.4,0.49,0.0,0.0,,7.5,15.4,0.49,2.9,4.2,0.7,3.3,8.2,11.6,2.4,1.2,0.2,2.4,4.0,18.0
2010,29,299,UTA,Utah Jazz,Carlos Boozer,"November 20, 1981",28.0,NBA,PF,78.0,78.0,2673.0,8.3,14.8,0.56,0.0,0.0,,8.3,14.8,0.56,3.8,5.2,0.74,2.4,9.3,11.8,3.3,1.1,0.5,2.9,3.6,20.5
2011,5,299,CHI,Chicago Bulls,Carlos Boozer,"November 20, 1981",29.0,NBA,C,59.0,59.0,1882.0,8.2,16.2,0.51,0.0,0.0,,8.2,16.2,0.51,3.3,4.7,0.7,2.5,8.3,10.8,2.8,0.9,0.3,2.9,3.6,19.8
2012,5,299,CHI,Chicago Bulls,Carlos Boozer,"November 20, 1981",30.0,NBA,PF,66.0,66.0,1948.0,8.3,15.6,0.53,0.0,0.0,0.0,8.3,15.5,0.53,1.8,2.5,0.69,2.1,8.3,10.4,2.3,1.2,0.4,2.1,3.1,18.3
2013,5,299,CHI,Chicago Bulls,Carlos Boozer,"November 20, 1981",31.0,NBA,PF,79.0,79.0,2546.0,7.7,16.1,0.48,0.0,0.0,0.0,7.7,16.1,0.48,2.7,3.7,0.73,2.5,8.4,10.9,2.5,0.9,0.4,2.5,3.4,18.1
2014,5,299,CHI,Chicago Bulls,Carlos Boozer,"November 20, 1981",32.0,NBA,PF,76.0,76.0,2141.0,7.5,16.5,0.46,0.0,0.0,0.0,7.5,16.4,0.46,2.5,3.2,0.77,2.3,8.3,10.6,2.0,0.9,0.4,2.6,3.6,17.5
2015,14,299,LAL,Los Angeles Lakers,Carlos Boozer,"November 20, 1981",33.0,NBA,PF,71.0,26.0,1692.0,7.9,15.8,0.5,0.0,0.0,,7.9,15.8,0.5,2.0,3.2,0.63,2.4,7.9,10.3,2.0,0.9,0.3,2.0,3.9,17.8
