Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2007,14,408,LAL,Los Angeles Lakers,Kobe Bryant,28,77,3140,26.1,0.58,0.23,0.44,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,0.2,6.4,-0.5,5.9,6.1
2007,14,2246,LAL,Los Angeles Lakers,Smush Parker,25,82,2457,11.6,0.53,0.38,0.22,2.2,7.6,4.9,14.6,2.5,0.3,15.1,18.6,0.7,1.6,2.3,0.04,-1.7,-0.3,-2.0,0.0
2007,14,2185,LAL,Los Angeles Lakers,Lamar Odom,27,56,2202,16.1,0.55,0.27,0.42,5.5,23.5,14.5,19.5,1.2,1.1,16.8,19.8,2.6,2.1,4.7,0.1,1.0,0.2,1.1,1.7
2007,14,3019,LAL,Los Angeles Lakers,Luke Walton,26,60,1982,14.7,0.55,0.22,0.26,5.2,12.6,8.9,20.2,1.6,0.8,16.0,16.8,2.6,1.2,3.8,0.09,0.9,-0.5,0.4,1.2
2007,14,444,LAL,Los Angeles Lakers,Andrew Bynum,19,82,1793,15.4,0.59,0.01,0.48,9.2,22.3,15.8,8.2,0.3,5.4,17.6,16.3,2.3,1.9,4.2,0.11,-1.6,0.5,-1.0,0.5
2007,14,878,LAL,Los Angeles Lakers,Maurice Evans,28,76,1732,12.1,0.52,0.24,0.29,6.3,8.6,7.5,6.7,1.1,0.6,8.5,17.3,2.0,0.6,2.6,0.07,-0.4,-1.9,-2.3,-0.1
2007,14,385,LAL,Los Angeles Lakers,Kwame Brown,24,41,1132,13.7,0.57,0.0,0.55,8.4,16.7,12.6,10.2,1.8,3.3,20.2,15.0,0.7,1.2,1.9,0.08,-1.1,0.8,-0.3,0.5
2007,14,890,LAL,Los Angeles Lakers,Jordan Farmar,20,72,1090,10.8,0.52,0.47,0.13,2.4,10.3,6.4,19.0,2.1,0.5,19.0,15.8,0.2,0.7,0.9,0.04,-1.4,-0.3,-1.7,0.1
2007,14,2919,LAL,Los Angeles Lakers,Ronny Turiaf,24,72,1087,15.5,0.59,0.0,0.5,9.6,18.3,13.9,9.1,0.8,5.5,13.7,15.7,1.9,1.1,3.1,0.14,-1.7,1.0,-0.7,0.4
2007,14,591,LAL,Los Angeles Lakers,Brian Cook,26,65,1018,14.8,0.52,0.28,0.12,7.1,17.6,12.4,10.8,1.3,2.0,10.6,21.2,0.9,0.8,1.8,0.08,-0.2,-1.1,-1.2,0.2
2007,14,2382,LAL,Los Angeles Lakers,Vladimir Radmanovic,26,55,986,11.0,0.52,0.37,0.23,6.3,15.0,10.7,10.5,1.3,1.4,16.5,19.0,0.1,0.7,0.8,0.04,-1.8,-1.0,-2.8,-0.2
2007,14,2986,LAL,Los Angeles Lakers,Sasha Vujacic,22,73,935,11.7,0.54,0.6,0.18,3.5,9.8,6.7,10.3,2.3,0.1,9.4,15.4,1.2,0.6,1.8,0.09,-0.9,-0.1,-1.0,0.2
2007,14,3177,LAL,Los Angeles Lakers,Shammond Williams,31,30,345,10.8,0.53,0.58,0.07,3.8,9.8,6.8,13.3,1.8,0.0,12.8,13.2,0.3,0.2,0.5,0.07,-0.5,-0.4,-1.0,0.1
2007,14,1942,LAL,Los Angeles Lakers,Aaron McKie,34,10,131,7.5,0.65,0.0,0.0,0.9,15.1,8.0,14.4,1.6,0.0,32.0,8.6,0.0,0.1,0.1,0.04,-4.0,-0.1,-4.2,-0.1
