Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1987,3,141,NJN,New Jersey Nets,2,James Bailey,PF,6-9,220,1957-05-21,US,7,Rutgers University
1987,3,247,NJN,New Jersey Nets,10,Otis Birdsong,SG,6-3,190,1955-12-09,US,9,Houston
1987,3,401,NJN,New Jersey Nets,35,Tony Brown,SG,6-6,185,1960-07-29,US,2,Arkansas
1987,3,562,NJN,New Jersey Nets,40,Ben Coleman,C,6-9,235,1961-11-14,US,R,"Minnesota, Maryland"
1987,3,705,NJN,New Jersey Nets,53,Darryl Dawkins,C,6-11,251,1957-01-11,US,11,
1987,3,863,NJN,New Jersey Nets,50,Chris Engler,C,6-11,245,1959-03-01,US,3,"Minnesota, Wyoming"
1987,3,1051,NJN,New Jersey Nets,42,Mike Gminski,C,6-11,250,1959-08-03,US,6,Duke
1987,3,1617,NJN,New Jersey Nets,55,Albert King,SF,6-6,190,1959-12-17,US,5,Maryland
1987,3,1835,NJN,New Jersey Nets,20,Pace Mannion,SF,6-7,190,1960-09-22,US,3,Utah
1987,3,1944,NJN,New Jersey Nets,12,Kevin McKenna,SG,6-5,195,1959-01-08,US,4,Creighton
1987,3,2934,NJN,New Jersey Nets,30,Jeff Turner,PF,6-9,230,1962-04-09,US,2,Vanderbilt
1987,3,3043,NJN,New Jersey Nets,1,Pearl Washington,PG,6-2,190,1964-01-06,US,R,Syracuse
1987,3,3138,NJN,New Jersey Nets,52,Buck Williams,PF,6-8,215,1960-03-08,US,5,Maryland
1987,3,3177,NJN,New Jersey Nets,13,Ray Williams,PG,6-3,188,1954-10-14,US,9,Minnesota
1987,3,3204,NJN,New Jersey Nets,22,Michael Wilson,SG,6-4,175,1959-09-15,US,2,Marquette
1987,3,3232,NJN,New Jersey Nets,33,Leon Wood,PG,6-3,185,1962-03-25,US,2,"Arizona, Cal State Fullerton"
1987,3,3238,NJN,New Jersey Nets,0,Orlando Woolridge,SF,6-9,215,1959-12-16,US,5,Notre Dame
