Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,28,TOR,Toronto Raptors,Morris Peterson,28,82,3140,15.3,0.56,0.41,0.27,2.4,12.8,7.4,10.0,1.7,0.4,9.3,19.9,5.2,0.6,5.9,0.09,1.4,-1.0,0.4,1.9
2006,28,TOR,Toronto Raptors,Mike James,30,79,2925,19.8,0.58,0.31,0.28,1.8,9.5,5.5,28.2,1.3,0.1,13.0,25.0,7.7,-0.1,7.6,0.12,4.0,-2.2,1.8,2.9
2006,28,TOR,Toronto Raptors,Chris Bosh,21,70,2751,23.2,0.58,0.01,0.53,8.7,20.6,14.4,11.8,1.0,2.3,10.5,25.2,8.7,1.1,9.8,0.17,3.9,-1.0,2.9,3.4
2006,28,TOR,Toronto Raptors,Charlie Villanueva,21,81,2361,16.4,0.52,0.23,0.17,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,2.9,1.0,3.9,0.08,0.7,-1.6,-0.9,0.6
2006,28,TOR,Toronto Raptors,Matt Bonner,25,78,1710,13.7,0.58,0.52,0.16,5.9,14.8,10.2,5.2,1.5,1.4,6.0,14.4,3.5,0.5,4.1,0.11,1.3,-0.6,0.7,1.2
2006,28,TOR,Toronto Raptors,Joey Graham,23,80,1581,10.2,0.56,0.21,0.32,4.2,15.1,9.4,6.0,1.2,0.6,16.3,16.5,1.0,0.3,1.3,0.04,-2.7,-1.1,-3.8,-0.7
2006,28,TOR,Toronto Raptors,Jose Calderon,24,64,1487,11.4,0.5,0.14,0.3,2.4,9.5,5.8,29.1,1.5,0.2,22.3,14.1,0.9,0.0,0.9,0.03,-1.0,-1.8,-2.8,-0.3
2006,28,TOR,Toronto Raptors,Jalen Rose,33,46,1236,13.5,0.51,0.26,0.49,1.4,11.8,6.4,15.0,0.9,0.6,10.7,22.7,1.2,0.0,1.2,0.04,-0.3,-2.1,-2.5,-0.1
2006,28,TOR,Toronto Raptors,Rafael Araujo,25,52,601,4.5,0.38,0.01,0.19,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,-1.2,0.4,-0.8,-0.07,-6.7,-1.0,-7.7,-0.9
2006,28,TOR,Toronto Raptors,Pape Sow,24,42,590,9.5,0.5,0.0,0.46,10.7,19.9,15.1,2.0,1.9,2.5,16.8,14.0,0.2,0.4,0.6,0.04,-4.9,-0.9,-5.8,-0.6
2006,28,TOR,Toronto Raptors,Eric Williams,33,28,352,6.8,0.5,0.24,0.51,3.3,14.5,8.7,6.3,1.0,0.4,14.1,14.0,0.0,0.0,0.1,0.01,-4.3,-1.4,-5.7,-0.3
2006,28,TOR,Toronto Raptors,Darrick Martin,34,40,339,11.5,0.47,0.41,0.25,0.7,6.8,3.6,25.7,2.6,0.0,12.2,16.7,0.3,0.1,0.4,0.05,-1.6,-0.5,-2.1,0.0
2006,28,TOR,Toronto Raptors,Loren Woods,27,27,324,12.3,0.48,0.02,0.24,15.9,26.0,20.8,1.8,1.5,5.6,19.7,11.6,0.1,0.3,0.4,0.06,-2.6,0.2,-2.4,0.0
2006,28,TOR,Toronto Raptors,Andre Barrett,23,17,261,11.0,0.39,0.13,0.09,3.6,6.8,5.2,30.9,2.0,0.0,12.2,20.4,-0.2,0.0,-0.2,-0.03,-1.9,-1.9,-3.8,-0.1
2006,28,TOR,Toronto Raptors,Antonio Davis,37,8,191,5.9,0.44,0.0,0.64,9.2,14.0,11.5,5.4,0.8,0.4,16.7,11.6,-0.1,0.0,0.0,-0.01,-3.5,-1.5,-5.1,-0.1
2006,28,TOR,Toronto Raptors,Aaron Williams,34,14,99,7.2,0.58,0.0,0.32,5.9,12.9,9.3,1.5,2.1,2.4,18.8,12.4,0.0,0.1,0.1,0.05,-6.6,0.6,-6.0,-0.1
2006,28,TOR,Toronto Raptors,Alvin Williams,31,1,10,-4.7,0.13,0.67,0.67,0.0,38.3,18.3,0.0,0.0,0.0,0.0,17.9,-0.1,0.0,-0.1,-0.28,-10.6,-4.5,-15.1,0.0
