Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,20.0,CHI,NBA,PF,72.0,4.0,966.0,7.1,15.0,0.475,0.0,0.1,0.0,7.1,14.9,0.479,5.6,9.3,0.606,4.7,9.6,14.3,2.1,2.4,4.0,5.0,8.6,19.8,,95.0,93.0
2008,21.0,CHI,NBA,PF,74.0,27.0,1330.0,7.2,17.1,0.423,0.0,0.2,0.167,7.2,16.8,0.426,5.0,6.7,0.741,4.0,9.3,13.3,3.5,1.9,2.8,3.0,6.6,19.5,,101.0,103.0
2009,22.0,CHI,NBA,PF,79.0,61.0,2175.0,7.3,16.2,0.451,0.1,0.2,0.333,7.2,16.0,0.453,5.6,7.2,0.783,3.5,8.5,12.0,1.8,2.2,3.6,3.1,5.2,20.3,,104.0,104.0
2010,23.0,TOT,NBA,"C,PF",54.0,3.0,1220.0,8.3,18.0,0.462,0.0,0.1,0.0,8.3,17.9,0.465,5.1,7.5,0.686,3.5,10.9,14.3,2.4,2.7,3.6,3.9,5.5,21.8,,97.0,96.0
2010,23.0,CHI,NBA,PF,29.0,3.0,678.0,7.5,15.6,0.483,0.0,0.1,0.0,7.5,15.5,0.485,4.4,6.8,0.644,3.2,10.7,13.9,2.5,3.0,3.7,4.0,4.9,19.5,,97.0,97.0
2010,23.0,CHA,NBA,C,25.0,0.0,542.0,9.3,21.1,0.442,0.0,0.2,0.0,9.3,20.9,0.446,6.1,8.3,0.729,3.8,11.1,14.9,2.3,2.3,3.6,3.9,6.4,24.7,,98.0,96.0
2011,24.0,CHA,NBA,C,41.0,2.0,861.0,9.7,20.6,0.471,0.0,0.2,0.0,9.7,20.4,0.476,6.7,8.5,0.787,4.0,9.9,13.9,1.8,1.9,4.1,4.0,7.0,26.1,,102.0,102.0
2012,25.0,CHA,NBA,PF,54.0,30.0,1013.0,6.2,17.0,0.367,0.1,0.2,0.333,6.2,16.9,0.367,3.3,4.3,0.759,2.5,7.9,10.4,1.8,1.9,3.1,2.8,7.5,15.8,,84.0,106.0
2013,26.0,CHA,NBA,PF,26.0,2.0,360.0,7.0,19.8,0.353,0.4,1.2,0.375,6.6,18.7,0.352,3.8,4.5,0.839,2.3,6.4,8.7,2.8,2.0,2.2,2.5,7.4,18.2,,88.0,110.0
2015,28.0,MEM,NBA,PF,2.0,0.0,7.0,7.5,7.5,1.0,0.0,0.0,,7.5,7.5,1.0,14.9,14.9,1.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,29.8,,224.0,112.0
