Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2016.0,16.0,2770,MIA,Miami Heat,Amar'e Stoudemire,33.0,52.0,762.0,17.3,0.6,0.0,0.3,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.3,0.6,-0.6,0.3
2016.0,16.0,2938,MIA,Miami Heat,Beno Udrih,33.0,36.0,587.0,8.9,0.5,0.22,0.11,1.2,10.7,6.1,22.5,1.0,0.0,20.8,15.7,-0.1,0.5,0.4,0.03,-3.2,-0.8,-4.0,-0.3
2016.0,16.0,3055,MIA,Miami Heat,Briante Weber,23.0,1.0,3.0,39.3,1.0,0.0,0.0,0.0,36.6,18.9,72.3,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.63,5.0,7.9,12.9,0.0
2016.0,16.0,66,MIA,Miami Heat,Chris Andersen,37.0,7.0,36.0,17.6,0.55,0.5,0.4,9.8,18.3,14.2,12.2,1.4,6.4,14.5,17.5,0.1,0.1,0.1,0.16,1.2,3.3,4.5,0.1
2016.0,16.0,302,MIA,Miami Heat,Chris Bosh,31.0,53.0,1778.0,20.2,0.57,0.29,0.35,3.2,21.1,12.4,12.1,1.0,1.5,8.1,24.7,4.1,2.3,6.4,0.17,3.6,0.5,4.0,2.7
2016.0,16.0,2989,MIA,Miami Heat,Dwyane Wade,34.0,74.0,2258.0,20.3,0.52,0.04,0.34,4.3,10.7,7.6,27.4,1.8,1.4,13.0,31.6,2.4,2.6,4.9,0.1,2.3,-0.4,1.9,2.2
2016.0,16.0,1103,MIA,Miami Heat,Gerald Green,30.0,69.0,1557.0,10.1,0.49,0.44,0.16,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,0.3,1.4,1.7,0.05,-2.1,-0.9,-3.1,-0.4
2016.0,16.0,779,MIA,Miami Heat,Goran Dragic,29.0,72.0,2363.0,15.5,0.54,0.23,0.19,2.7,10.4,6.6,28.7,1.5,0.6,16.3,21.9,2.4,2.3,4.7,0.1,0.1,-0.5,-0.4,1.0
2016.0,16.0,3102,MIA,Miami Heat,Hassan Whiteside,26.0,73.0,2125.0,25.7,0.63,0.0,0.48,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5.0,5.3,10.3,0.23,1.7,2.4,4.1,3.3
2016.0,16.0,866,MIA,Miami Heat,James Ennis,25.0,3.0,7.0,2.4,,,,0.0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.07,-4.0,2.2,-1.8,0.0
2016.0,16.0,2764,MIA,Miami Heat,Jarnell Stokes,22.0,5.0,14.0,21.8,0.6,0.0,0.4,0.0,15.7,8.1,12.3,3.7,0.0,0.0,19.2,0.0,0.0,0.1,0.22,2.0,1.7,3.7,0.0
2016.0,16.0,1493,MIA,Miami Heat,Joe Johnson,34.0,24.0,769.0,15.2,0.6,0.34,0.14,2.3,7.6,5.0,17.9,1.4,0.2,13.9,18.4,1.3,0.6,2.0,0.12,0.8,-1.0,-0.1,0.4
2016.0,16.0,1959,MIA,Miami Heat,Josh McRoberts,28.0,42.0,595.0,9.9,0.45,0.33,0.27,4.3,15.3,10.0,19.4,1.6,0.9,15.3,15.0,0.1,0.7,0.8,0.06,-2.6,1.0,-1.6,0.1
2016.0,16.0,2441,MIA,Miami Heat,Josh Richardson,22.0,52.0,1107.0,11.4,0.57,0.42,0.23,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.11,-1.1,0.7,-0.4,0.5
2016.0,16.0,3206,MIA,Miami Heat,Justise Winslow,19.0,78.0,2232.0,8.4,0.49,0.25,0.25,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.05,-3.3,0.7,-2.6,-0.3
2016.0,16.0,731,MIA,Miami Heat,Luol Deng,30.0,74.0,2394.0,15.0,0.55,0.34,0.26,5.3,15.4,10.5,9.0,1.6,0.9,8.9,17.4,3.5,2.8,6.4,0.13,0.7,0.2,0.8,1.7
2016.0,16.0,511,MIA,Miami Heat,Mario Chalmers,29.0,6.0,120.0,9.5,0.44,0.34,0.41,1.0,11.9,6.6,22.3,3.4,0.6,19.3,17.8,-0.1,0.2,0.1,0.04,-5.3,3.2,-2.0,0.0
2016.0,16.0,1515,MIA,Miami Heat,Tyler Johnson,23.0,36.0,863.0,13.8,0.58,0.29,0.26,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,1.2,0.9,2.0,0.11,-0.1,0.7,0.7,0.6
2016.0,16.0,1221,MIA,Miami Heat,Udonis Haslem,35.0,37.0,260.0,9.1,0.43,0.15,0.26,4.5,27.4,16.3,7.6,1.0,0.6,6.8,12.8,0.0,0.4,0.4,0.07,-3.2,0.6,-2.6,0.0
