Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,23.0,CHI,NBA,C,62.0,3.0,818.0,6.5,12.3,0.527,0.0,0.0,,6.5,12.3,0.527,2.8,4.4,0.639,4.3,8.8,13.1,1.5,1.2,0.4,3.6,7.9,15.8,,101.0,107.0
1988,24.0,CHI,NBA,C,46.0,27.0,591.0,6.6,14.8,0.448,0.0,0.1,0.0,6.6,14.7,0.451,3.5,6.0,0.577,5.6,7.9,13.5,2.4,0.9,0.3,3.2,7.2,16.8,,100.0,107.0
1989,25.0,UTA,NBA,C,66.0,16.0,1051.0,4.8,11.6,0.419,0.0,0.0,,4.8,11.6,0.419,4.3,6.1,0.708,4.3,7.7,12.0,1.9,1.2,0.8,3.6,6.2,14.0,,96.0,102.0
1990,26.0,UTA,NBA,C,82.0,0.0,1397.0,6.3,12.3,0.515,0.0,0.1,0.5,6.3,12.2,0.515,5.6,7.1,0.789,4.0,9.4,13.3,1.7,1.1,1.0,3.1,6.7,18.3,,112.0,105.0
1991,27.0,UTA,NBA,C,82.0,2.0,1391.0,4.7,10.3,0.454,0.0,0.0,,4.7,10.3,0.454,4.8,6.4,0.742,3.9,8.3,12.2,1.8,1.1,0.9,3.0,6.0,14.1,,104.0,105.0
1992,28.0,UTA,NBA,C,82.0,1.0,1783.0,6.2,13.8,0.453,0.0,0.0,0.0,6.2,13.7,0.454,5.4,8.0,0.667,5.3,8.1,13.4,2.3,1.2,1.0,3.0,5.5,17.8,,107.0,106.0
1993,29.0,UTA,NBA,C,82.0,21.0,1551.0,5.6,13.1,0.43,0.0,0.0,0.0,5.6,13.1,0.431,3.6,5.3,0.689,4.7,7.8,12.5,2.1,1.0,0.7,3.0,6.1,14.9,,99.0,108.0
1994,30.0,MIN,NBA,C,82.0,40.0,1921.0,2.9,6.9,0.427,0.0,0.1,0.0,2.9,6.8,0.43,2.0,3.1,0.653,3.1,8.7,11.8,1.9,1.3,0.8,2.0,5.8,7.9,,97.0,108.0
1995,31.0,MIN,NBA,C,27.0,0.0,213.0,2.5,9.9,0.25,0.0,0.2,0.0,2.5,9.6,0.256,3.7,6.7,0.556,2.2,8.9,11.1,2.5,1.7,0.0,3.9,8.6,8.6,,68.0,110.0
1996,32.0,PHI,NBA,C,9.0,1.0,162.0,2.9,5.1,0.563,0.0,0.0,,2.9,5.1,0.563,2.6,5.5,0.471,4.5,7.4,11.9,1.0,1.0,0.6,1.9,7.7,8.4,,107.0,114.0
1997,33.0,PHO,NBA,C,6.0,1.0,83.0,3.1,7.4,0.417,0.0,0.0,,3.1,7.4,0.417,3.7,6.2,0.6,5.6,9.9,15.5,3.1,0.6,0.6,1.2,5.6,9.9,,118.0,109.0
