Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,4,CHO,Charlotte Hornets,65,242.3,41.7,87.5,0.48,12.4,35.1,0.35,29.3,52.5,0.56,14.0,18.4,0.76,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6
2020,5,CHI,Chicago Bulls,65,241.2,39.5,82.5,0.48,11.2,31.6,0.35,28.3,50.9,0.56,19.7,26.0,0.76,10.2,35.4,45.5,25.4,8.2,5.9,18.3,19.2,109.9
2020,9,DET,Detroit Pistons,66,241.9,41.9,87.3,0.48,10.7,29.6,0.36,31.3,57.8,0.54,16.2,20.9,0.78,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8
2020,20,NYK,New York Knicks,66,241.9,39.9,86.0,0.46,13.3,34.9,0.38,26.6,51.1,0.52,19.2,25.7,0.75,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3
2020,6,CLE,Cleveland Cavaliers,65,241.9,43.9,89.4,0.49,12.4,33.0,0.38,31.5,56.4,0.56,14.7,19.2,0.77,9.7,33.1,42.9,26.1,9.4,6.3,13.0,19.6,114.8
2020,10,GSW,Golden State Warriors,65,241.9,42.2,88.6,0.48,13.5,34.8,0.39,28.7,53.8,0.53,17.1,21.9,0.78,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0
2020,18,MIN,Minnesota Timberwolves,64,243.1,43.1,90.4,0.48,11.6,31.9,0.36,31.6,58.5,0.54,19.7,25.2,0.78,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5
2020,14,LAL,Los Angeles Lakers,71,240.7,39.1,87.1,0.45,11.6,33.4,0.35,27.4,53.7,0.51,17.9,22.9,0.78,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6
2020,28,TOR,Toronto Raptors,72,241.4,37.8,88.3,0.43,13.1,38.9,0.34,24.7,49.5,0.5,17.8,23.2,0.77,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5
2020,2,BOS,Boston Celtics,72,242.1,38.4,87.1,0.44,11.8,34.8,0.34,26.6,52.3,0.51,18.8,24.5,0.77,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3
2020,21,OKC,Oklahoma City Thunder,72,242.1,40.8,89.6,0.46,11.3,33.3,0.34,29.5,56.4,0.52,15.5,19.6,0.8,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4
2020,29,UTA,Utah Jazz,72,241.0,40.7,89.1,0.46,11.0,31.0,0.35,29.7,58.1,0.51,16.5,21.5,0.77,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8
2020,12,IND,Indiana Pacers,73,241.4,39.5,88.5,0.45,11.5,33.6,0.34,28.0,54.8,0.51,17.0,21.6,0.79,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5
2020,22,ORL,Orlando Magic,73,240.7,40.4,86.9,0.46,12.2,33.6,0.36,28.2,53.3,0.53,15.3,19.8,0.77,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3
2020,23,PHI,Philadelphia 76Ers,73,241.0,39.8,86.0,0.46,10.4,29.4,0.35,29.4,56.5,0.52,18.4,24.5,0.75,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4
2020,13,LAC,Los Angeles Clippers,72,241.4,39.5,90.2,0.44,12.3,35.6,0.34,27.2,54.6,0.5,18.5,24.5,0.76,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9
2020,17,MIL,Milwaukee Bucks,73,241.0,38.9,94.0,0.41,14.0,39.3,0.36,25.0,54.7,0.46,16.7,21.2,0.79,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6
2020,16,MIA,Miami Heat,73,243.1,38.8,86.7,0.45,13.1,37.7,0.35,25.7,48.9,0.52,18.4,23.6,0.78,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1
2020,8,DEN,Denver Nuggets,73,243.1,40.0,86.5,0.46,12.1,33.9,0.36,27.9,52.6,0.53,17.1,22.5,0.76,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2
2020,1,ATL,Atlanta Hawks,67,243.0,43.3,90.7,0.48,11.9,32.7,0.36,31.4,58.0,0.54,21.2,27.4,0.77,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7
