Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,23.0,GSW,NBA,PF,82.0,,2578.0,5.6,11.0,0.512,0.0,0.0,,5.6,11.0,0.512,3.3,5.6,0.588,8.0,10.3,18.3,1.7,1.3,1.2,2.7,5.8,14.5,,113.0,107.0
1982,24.0,GSW,NBA,PF,74.0,55.0,2213.0,4.7,8.8,0.534,0.0,0.0,0.0,4.7,8.8,0.535,1.9,3.4,0.553,6.0,11.4,17.4,1.8,1.4,1.2,2.2,6.2,11.3,,113.0,104.0
1983,25.0,GSW,NBA,PF,49.0,41.0,1433.0,5.8,9.9,0.588,0.0,0.0,,5.8,9.9,0.588,1.7,3.2,0.535,6.7,8.9,15.6,1.5,1.2,0.6,2.7,6.0,13.3,,113.0,107.0
1984,26.0,GSW,NBA,PF,75.0,63.0,2091.0,5.4,9.7,0.56,0.0,0.0,,5.4,9.7,0.56,2.1,3.7,0.56,6.3,8.7,14.9,1.6,1.4,0.5,2.8,6.1,12.9,,110.0,108.0
1985,27.0,GSW,NBA,PF,80.0,78.0,2497.0,6.8,12.8,0.53,0.0,0.0,,6.8,12.8,0.53,2.9,4.8,0.605,7.5,8.6,16.2,1.8,1.5,1.0,3.0,5.3,16.5,,112.0,111.0
1986,28.0,GSW,NBA,PF,77.0,74.0,2441.0,5.9,11.1,0.536,0.0,0.0,0.0,5.9,11.0,0.537,2.1,4.3,0.493,7.2,8.9,16.2,1.8,1.2,0.9,2.5,5.4,14.0,,111.0,110.0
1987,29.0,GSW,NBA,PF,80.0,78.0,2374.0,5.9,10.8,0.546,0.0,0.0,0.0,5.9,10.8,0.547,2.2,3.9,0.574,7.3,11.0,18.2,1.9,1.4,1.1,2.7,5.9,14.1,,113.0,108.0
1988,30.0,GSW,NBA,PF,20.0,10.0,499.0,5.5,11.6,0.472,0.0,0.1,0.0,5.5,11.5,0.475,1.0,2.6,0.407,7.5,9.8,17.2,2.4,1.1,1.0,3.4,6.0,12.0,,97.0,111.0
1989,31.0,GSW,NBA,PF,80.0,78.0,1897.0,5.2,9.4,0.552,0.0,0.0,,5.2,9.4,0.552,0.4,1.4,0.31,6.4,9.0,15.4,2.8,1.4,1.3,2.6,5.8,10.8,,109.0,106.0
1990,32.0,HOU,NBA,PF,74.0,0.0,1300.0,3.7,7.8,0.474,0.0,0.1,0.0,3.7,7.7,0.479,0.7,2.0,0.364,6.6,9.9,16.5,2.5,2.0,1.0,2.6,7.4,8.1,,100.0,101.0
1991,33.0,HOU,NBA,PF,81.0,28.0,1923.0,3.2,6.7,0.487,0.0,0.0,,3.2,6.7,0.487,0.3,1.3,0.24,7.7,10.3,18.0,2.2,2.1,0.6,2.4,6.7,6.8,,106.0,101.0
1992,34.0,HOU,NBA,PF,45.0,7.0,800.0,3.2,5.8,0.543,0.0,0.1,0.0,3.2,5.7,0.549,0.3,0.7,0.364,6.7,9.4,16.1,2.1,1.3,0.4,2.8,7.6,6.6,,104.0,107.0
1993,35.0,SAS,NBA,PF,66.0,13.0,833.0,2.3,5.3,0.437,0.0,0.0,,2.3,5.3,0.437,0.5,1.3,0.409,6.2,10.0,16.2,1.7,1.4,1.0,2.4,8.0,5.1,,100.0,105.0
