PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Chauncey Billups,25,3,3,134,8.5,18.9,0.451,2.2,5.6,0.4,6.3,13.3,0.47200000000000003,5.2,7.4,0.7,0.4,5.2,5.6,6.3,1.1,0.4,3.3,5.2,24.5,,111.0,118
Wally Szczerbiak,24,3,3,131,8.0,16.7,0.47700000000000004,0.8,3.4,0.222,7.2,13.3,0.5429999999999999,6.1,6.8,0.889,3.4,4.5,8.0,2.3,0.8,0.0,3.0,3.0,22.7,,115.0,120
Kevin Garnett,25,3,3,130,9.2,21.4,0.429,0.4,0.8,0.5,8.8,20.6,0.426,8.8,12.2,0.7190000000000001,6.1,15.3,21.4,5.7,1.9,1.9,4.6,4.2,27.5,,108.0,109
Rasho Nesterović,25,3,3,92,8.1,16.7,0.484,0.0,0.0,,8.1,16.7,0.484,2.2,4.9,0.444,3.2,7.6,10.8,1.6,0.5,0.0,2.2,5.4,18.4,,101.0,119
Anthony Peeler,32,3,0,67,6.7,14.8,0.45,3.7,6.7,0.556,3.0,8.2,0.364,3.0,4.4,0.667,0.7,8.9,9.6,1.5,3.0,0.0,4.4,3.7,20.0,,99.0,113
Gary Trent,27,3,0,48,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,3.1,6.2,0.5,5.2,4.1,9.3,1.0,0.0,0.0,3.1,8.3,19.7,,101.0,121
Joe Smith,26,3,1,43,3.5,8.1,0.429,0.0,0.0,,3.5,8.1,0.429,8.1,9.2,0.875,4.6,8.1,12.7,0.0,0.0,1.2,1.2,9.2,15.0,,134.0,118
Sam Mitchell,38,3,2,34,4.4,13.1,0.33299999999999996,0.0,0.0,,4.4,13.1,0.33299999999999996,2.9,2.9,1.0,0.0,2.9,2.9,4.4,1.5,1.5,0.0,7.3,11.7,,105.0,117
Felipe López,27,3,0,30,1.7,6.6,0.25,1.7,3.3,0.5,0.0,3.3,0.0,1.7,3.3,0.5,1.7,0.0,1.7,1.7,1.7,0.0,1.7,9.9,6.6,,88.0,120
Robert Pack,32,3,0,10,5.0,24.8,0.2,0.0,5.0,0.0,5.0,19.9,0.25,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.8,14.9,,54.0,123
Marc Jackson,27,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,,,123
