Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2003,9,DET,Detroit Pistons,7,Chucky Atkins,PG,5-11,160,1974-08-14,US,3,South Florida
2003,9,DET,Detroit Pistons,20,Jon Barry,SG,6-4,195,1969-07-25,US,10,"University of the Pacific, Georgia Tech"
2003,9,DET,Detroit Pistons,1,Chauncey Billups,PG,6-3,202,1976-09-25,US,5,Colorado
2003,9,DET,Detroit Pistons,12,Michael Curry,SF,6-5,210,1968-08-22,US,8,Georgia Southern University
2003,9,DET,Detroit Pistons,44,Hubert Davis,SG,6-5,183,1970-05-17,US,10,UNC
2003,9,DET,Detroit Pistons,32,Richard Hamilton,SG,6-6,185,1978-02-14,US,3,UConn
2003,9,DET,Detroit Pistons,5,Danny Manning,PF,6-10,230,1966-05-17,US,14,Kansas
2003,9,DET,Detroit Pistons,13,Mehmet Okur,PF,6-11,249,1979-05-26,TR,R,
2003,9,DET,Detroit Pistons,22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,R,Kentucky
2003,9,DET,Detroit Pistons,39,Zeljko Rebraca,C,7-0,257,1972-04-09,RS,1,
2003,9,DET,Detroit Pistons,52,Don Reid,PF,6-8,250,1973-12-30,US,7,Georgetown
2003,9,DET,Detroit Pistons,30,Clifford Robinson,PF,6-10,225,1966-12-16,US,13,UConn
2003,9,DET,Detroit Pistons,6,Pepe Sanchez,PG,6-4,195,1977-05-08,AR,1,Temple
2003,9,DET,Detroit Pistons,3,Ben Wallace,C,6-9,240,1974-09-10,US,6,Virginia Union University
2003,9,DET,Detroit Pistons,34,Corliss Williamson,SF,6-7,245,1973-12-04,US,7,Arkansas
