Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1982,7,2972,DAL,Dallas Mavericks,Jay Vincent,"June 10, 1959",22.0,NBA,PF,81.0,62.0,2626.0,13.3,26.9,0.5,0.0,0.1,0.25,13.3,26.8,0.5,5.4,7.6,0.72,3.4,7.1,10.5,3.3,1.7,0.4,3.6,5.7,32.1,107.0,109.0
1983,7,2972,DAL,Dallas Mavericks,Jay Vincent,"June 10, 1959",23.0,NBA,PF,81.0,73.0,2726.0,10.7,21.8,0.49,0.0,0.1,0.0,10.7,21.7,0.49,4.6,5.9,0.78,3.7,6.4,10.1,3.6,1.2,0.8,3.2,5.1,25.9,109.0,109.0
1984,7,2972,DAL,Dallas Mavericks,Jay Vincent,"June 10, 1959",24.0,NBA,SF,61.0,5.0,1421.0,8.6,19.8,0.44,0.0,0.0,0.0,8.6,19.7,0.44,5.7,7.3,0.78,2.8,5.7,8.4,3.9,1.0,0.3,3.9,5.4,22.9,100.0,111.0
1985,7,2972,DAL,Dallas Mavericks,Jay Vincent,"June 10, 1959",25.0,NBA,PF,79.0,47.0,2543.0,10.4,21.7,0.48,0.0,0.1,0.0,10.4,21.7,0.48,6.7,8.0,0.84,3.5,9.9,13.4,3.2,0.9,0.4,3.2,4.3,27.5,110.0,108.0
1986,7,2972,DAL,Dallas Mavericks,Jay Vincent,"June 10, 1959",26.0,NBA,PF,80.0,3.0,1994.0,10.4,21.6,0.48,0.0,0.1,0.0,10.4,21.6,0.48,5.2,6.5,0.81,2.5,6.1,8.7,4.2,1.6,0.5,3.4,4.5,26.1,106.0,111.0
1987,30,2972,WSB,Washington Bullets,Jay Vincent,"June 10, 1959",27.0,NBA,SF,51.0,17.0,1386.0,9.5,21.2,0.45,0.0,0.1,0.0,9.5,21.1,0.45,4.5,5.8,0.77,2.4,4.9,7.3,2.9,1.4,0.6,2.7,4.4,23.4,104.0,109.0
1988,8,2972,DEN,Denver Nuggets,Jay Vincent,"June 10, 1959",28.0,NBA,SF,73.0,8.0,1755.0,11.6,24.8,0.47,0.0,0.1,0.25,11.5,24.7,0.47,6.0,7.4,0.8,2.1,5.9,8.0,3.7,1.2,0.7,3.6,5.1,29.1,103.0,108.0
1989,31,2972,TOT,Total After Trade,Jay Vincent,"June 10, 1959",29.0,NBA,SF,29.0,4.0,646.0,7.4,18.2,0.4,0.1,0.2,0.33,7.3,18.0,0.41,2.8,4.3,0.67,2.7,5.1,7.8,1.9,0.4,0.3,3.0,4.5,17.7,90.0,112.0
1989,8,2972,DEN,Denver Nuggets,Jay Vincent,"June 10, 1959",29.0,NBA,SF,5.0,1.0,95.0,6.1,17.9,0.34,0.5,0.9,0.5,5.6,16.9,0.33,2.3,4.2,0.56,0.9,7.5,8.5,2.3,0.5,0.5,2.3,5.2,15.0,80.0,109.0
1989,27,2972,SAS,San Antonio Spurs,Jay Vincent,"June 10, 1959",29.0,NBA,SF,24.0,3.0,551.0,7.6,18.3,0.42,0.0,0.1,0.0,7.6,18.2,0.42,2.9,4.3,0.69,3.0,4.7,7.7,1.8,0.4,0.3,3.1,4.3,18.2,92.0,113.0
1990,31,2972,TOT,Total After Trade,Jay Vincent,"June 10, 1959",30.0,NBA,SF,41.0,6.0,459.0,9.3,19.8,0.47,0.1,0.2,0.5,9.2,19.6,0.47,4.4,5.3,0.84,2.2,4.6,6.7,2.0,2.0,0.5,3.6,5.6,23.2,100.0,109.0
1990,23,2972,PHI,Philadelphia 76Ers,Jay Vincent,"June 10, 1959",30.0,NBA,SF,17.0,5.0,259.0,8.6,20.2,0.43,0.2,0.2,1.0,8.4,20.0,0.42,6.3,7.1,0.89,2.5,4.4,6.9,1.5,1.9,0.4,2.7,4.4,23.8,105.0,110.0
1990,14,2972,LAL,Los Angeles Lakers,Jay Vincent,"June 10, 1959",30.0,NBA,SF,24.0,1.0,200.0,10.2,19.4,0.53,0.0,0.2,0.0,10.2,19.2,0.53,2.0,3.0,0.67,1.7,4.7,6.5,2.5,2.0,0.7,4.7,7.2,22.4,94.0,108.0
