PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Hassan Whiteside,27,77,2513,22.6,0.579,0.0,0.368,12.8,35.3,24.0,3.8,1.1,5.0,12.0,22.7,,4.2,5.3,9.5,0.18100000000000002,,0.9,0.5,1.5,2.2
Goran Dragić,30,73,2459,19.8,0.575,0.257,0.335,2.8,9.9,6.3,29.0,1.8,0.4,14.1,27.1,,5.0,2.6,7.5,0.147,,2.7,-0.1,2.6,2.9
Tyler Johnson,24,73,2178,15.9,0.535,0.303,0.308,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,,3.1,2.7,5.8,0.128,,0.4,1.0,1.4,1.8
James Johnson,29,76,2085,17.0,0.564,0.33299999999999996,0.28,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,,1.9,3.2,5.1,0.11699999999999999,,1.1,1.7,2.8,2.5
Rodney McGruder,25,78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,,1.2,1.7,2.9,0.07200000000000001,,-1.8,-0.1,-1.9,0.0
Josh Richardson,23,53,1614,10.7,0.493,0.442,0.15,2.4,9.2,5.8,12.7,1.9,1.9,10.6,16.8,,0.3,1.9,2.2,0.066,,-2.0,0.9,-1.1,0.4
Wayne Ellington,29,62,1500,12.6,0.565,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5.0,17.9,,2.1,1.2,3.3,0.105,,0.8,-0.9,-0.1,0.7
Dion Waiters,25,46,1384,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,,0.2,1.5,1.6,0.057,,0.3,-0.4,-0.1,0.7
Luke Babbitt,27,68,1065,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,,0.8,1.0,1.8,0.081,,-2.0,-0.1,-2.0,0.0
Willie Reed,26,71,1031,17.1,0.578,0.013999999999999999,0.309,13.7,22.0,17.8,3.9,0.9,3.6,8.7,15.3,,2.1,1.5,3.6,0.168,,-0.9,0.0,-0.9,0.3
Justise Winslow,20,18,625,8.2,0.39899999999999997,0.156,0.209,4.0,12.7,8.3,15.5,2.1,0.8,11.8,19.8,,-0.9,0.8,-0.1,-0.009000000000000001,,-4.6,0.8,-3.8,-0.3
Okaro White,24,35,471,7.5,0.507,0.391,0.253,5.8,13.5,9.6,6.0,1.1,1.7,15.7,10.8,,0.1,0.5,0.6,0.066,,-3.6,0.4,-3.1,-0.1
Josh McRoberts,29,22,381,9.8,0.439,0.263,0.076,6.6,15.0,10.7,18.9,1.3,0.8,15.9,16.9,,-0.1,0.4,0.3,0.036000000000000004,,-1.9,0.2,-1.6,0.0
Derrick Williams,25,25,377,10.1,0.465,0.32799999999999996,0.365,4.7,16.9,10.7,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,0.038,,-2.9,-0.5,-3.4,-0.1
Udonis Haslem,36,16,130,8.8,0.524,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,,0.0,0.2,0.2,0.07400000000000001,,-6.1,0.9,-5.3,-0.1
