Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,23,76,PHI,Philadelphia 76Ers,23,Justin Anderson,SF,6-6,230,1993-11-19,US,1,Virginia
2017,23,195,PHI,Philadelphia 76Ers,0,Jerryd Bayless,PG,6-3,200,1988-08-20,US,8,Arizona
2017,23,619,PHI,Philadelphia 76Ers,33,Robert Covington,SF,6-7,209,1990-12-14,US,3,Tennessee State
2017,23,860,PHI,Philadelphia 76Ers,21,Joel Embiid,C,7-0,280,1994-03-16,CM,R,Kansas
2017,23,1086,PHI,Philadelphia 76Ers,39,Jerami Grant,PF,6-8,210,1994-03-12,US,2,Syracuse
2017,23,1192,PHI,Philadelphia 76Ers,30,Justin Harper,PF,6-10,225,1989-08-30,US,2,Richmond
2017,23,1255,PHI,Philadelphia 76Ers,12,Gerald Henderson,SG,6-5,215,1987-12-09,US,7,Duke
2017,23,1318,PHI,Philadelphia 76Ers,22,Richaun Holmes,C,6-10,235,1993-10-15,US,1,Bowling Green
2017,23,1383,PHI,Philadelphia 76Ers,7,Ersan Ilyasova,PF,6-9,235,1987-05-15,TR,8,
2017,23,1775,PHI,Philadelphia 76Ers,36,Shawn Long,C,6-9,255,1993-01-29,US,R,Louisiana
2017,23,1792,PHI,Philadelphia 76Ers,20,Timothe Luwawu-Cabarrot,SF,6-7,220,1995-05-09,FR,R,
2017,23,1911,PHI,Philadelphia 76Ers,1,T.J. McConnell,PG,6-1,190,1992-03-25,US,1,"Duquesne, Arizona"
2017,23,2156,PHI,Philadelphia 76Ers,4,Nerlens Noel,C,6-11,220,1994-04-10,US,2,Kentucky
2017,23,2195,PHI,Philadelphia 76Ers,8,Jahlil Okafor,C,6-10,270,1995-12-15,US,1,Duke
2017,23,2360,PHI,Philadelphia 76Ers,5,Alex Poythress,PF,6-9,235,1993-09-06,US,R,Kentucky
2017,23,2398,PHI,Philadelphia 76Ers,5,Chasson Randle,PG,6-2,185,1993-02-05,US,R,Stanford
2017,23,2502,PHI,Philadelphia 76Ers,14,Sergio Rodriguez,PG,6-3,176,1986-06-12,ES,4,
2017,23,2566,PHI,Philadelphia 76Ers,9,Dario Saric,PF,6-10,225,1994-04-08,HR,R,
2017,23,2736,PHI,Philadelphia 76Ers,47,Tiago Splitter,C,6-11,245,1985-01-01,BR,6,
2017,23,2745,PHI,Philadelphia 76Ers,11,Nik Stauskas,SG,6-6,205,1993-10-07,CA,2,Michigan
2017,23,2874,PHI,Philadelphia 76Ers,31,Hollis Thompson,SG,6-8,206,1991-04-03,US,3,Georgetown
