Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2019,23,283,PHI,Philadelphia 76Ers,43,Jonah Bolden,PF,6-8,220,1996-01-02,AU,R,UCLA
2019,23,342,PHI,Philadelphia 76Ers,00,Corey Brewer,SF,6-9,186,1986-03-05,US,11,Florida
2019,23,439,PHI,Philadelphia 76Ers,23,Jimmy Butler,SF,6-7,230,1989-09-14,US,7,Marquette
2019,23,515,PHI,Philadelphia 76Ers,22,Wilson Chandler,PF,6-8,235,1987-05-10,US,10,DePaul
2019,23,619,PHI,Philadelphia 76Ers,33,Robert Covington,SF,6-7,209,1990-12-14,US,5,Tennessee State
2019,23,860,PHI,Philadelphia 76Ers,21,Joel Embiid,C,7-0,280,1994-03-16,CM,2,Kansas
2019,23,868,PHI,Philadelphia 76Ers,11,James Ennis,SF,6-6,215,1990-07-01,US,4,Cal State Long Beach
2019,23,973,PHI,Philadelphia 76Ers,20,Markelle Fultz,SG,6-3,209,1998-05-29,US,1,Washington
2019,23,1212,PHI,Philadelphia 76Ers,33,Tobias Harris,PF,6-8,226,1992-07-15,US,7,Tennessee
2019,23,1288,PHI,Philadelphia 76Ers,7,Haywood Highsmith,SF,6-7,220,1996-12-09,US,R,Wheeling Jesuit
2019,23,1401,PHI,Philadelphia 76Ers,11,Demetrius Jackson,PG,6-1,201,1994-09-07,US,2,Notre Dame
2019,23,1466,PHI,Philadelphia 76Ers,5,Amir Johnson,C,6-9,240,1987-05-01,US,13,
2019,23,1650,PHI,Philadelphia 76Ers,30,Furkan Korkmaz,SG,6-7,202,1997-07-24,TR,1,
2019,23,1842,PHI,Philadelphia 76Ers,51,Boban Marjanovic,C,7-4,290,1988-08-15,RS,3,
2019,23,1911,PHI,Philadelphia 76Ers,12,T.J. McConnell,PG,6-1,190,1992-03-25,US,3,"Duquesne, Arizona"
2019,23,2008,PHI,Philadelphia 76Ers,18,Shake Milton,SG,6-5,205,1996-09-26,US,R,SMU
2019,23,2034,PHI,Philadelphia 76Ers,55,Greg Monroe,C,6-11,265,1990-06-04,US,8,Georgetown
2019,23,2100,PHI,Philadelphia 76Ers,31,Mike Muscala,PF,6-10,240,1991-07-01,US,5,Bucknell
2019,23,2265,PHI,Philadelphia 76Ers,0,Justin Patton,C,6-11,241,1997-06-14,US,1,Creighton
2019,23,2418,PHI,Philadelphia 76Ers,17,J.J. Redick,SG,6-3,200,1984-06-24,US,12,Duke
2019,23,2566,PHI,Philadelphia 76Ers,9,Dario Saric,PF,6-10,225,1994-04-08,HR,2,
2019,23,2592,PHI,Philadelphia 76Ers,1,Mike Scott,PF,6-7,237,1988-07-16,US,6,Virginia
2019,23,2611,PHI,Philadelphia 76Ers,"1, 23",Landry Shamet,SG,6-4,190,1997-03-13,US,R,Wichita State
2019,23,2639,PHI,Philadelphia 76Ers,25,Ben Simmons,PG,6-11,240,1996-07-20,AU,1,LSU
2019,23,2642,PHI,Philadelphia 76Ers,14,Jonathon Simmons,SF,6-6,195,1989-09-14,US,3,Houston
2019,23,2716,PHI,Philadelphia 76Ers,8,Zhaire Smith,SG,6-3,205,1999-06-04,US,R,Texas Tech
