Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1991,7,863,DAL,Dallas Mavericks,Alex English,37,79,26,1748,9.4,21.4,0.44,0.0,0.0,0.0,9.4,21.4,0.44,3.5,4.1,0.85,3.1,4.3,7.4,3.1,1.2,0.7,2.9,4.1,22.3,98,113
1991,7,680,DAL,Dallas Mavericks,Brad Davis,35,80,6,1426,5.7,13.3,0.43,0.8,3.0,0.26,4.9,10.3,0.48,3.3,4.2,0.77,0.5,3.8,4.2,8.2,1.6,0.6,2.8,7.6,15.4,105,112
1991,7,1187,DAL,Dallas Mavericks,Derek Harper,29,77,77,2879,10.1,21.7,0.47,1.6,4.4,0.36,8.6,17.4,0.49,5.1,6.9,0.73,1.0,3.1,4.1,9.7,2.6,0.2,3.1,3.9,26.9,113,111
1991,7,1740,DAL,Dallas Mavericks,Fat Lever,30,4,0,86,5.3,13.6,0.39,0.0,1.8,0.0,5.3,11.9,0.45,6.5,8.3,0.79,1.8,7.1,8.9,7.1,3.6,1.8,5.9,3.0,17.2,91,105
1991,7,3142,DAL,Dallas Mavericks,Herb Williams,32,60,36,1832,9.2,18.2,0.51,0.0,0.1,0.0,9.2,18.1,0.51,2.3,3.6,0.64,2.4,7.5,9.9,2.6,0.8,2.4,3.1,5.5,20.8,100,109
1991,7,3242,DAL,Dallas Mavericks,Howard Wright,23,3,0,8,12.7,19.1,0.67,0.0,6.4,0.0,12.7,12.7,1.0,12.7,12.7,1.0,6.4,6.4,12.7,0.0,6.4,0.0,0.0,12.7,38.2,167,101
1991,7,756,DAL,Dallas Mavericks,James Donaldson,33,82,82,2800,6.0,11.2,0.53,0.0,0.0,,6.0,11.2,0.53,3.0,4.2,0.72,3.7,9.6,13.2,1.3,0.6,1.7,2.7,3.3,14.9,107,109
1991,7,1075,DAL,Dallas Mavericks,Jim Grandholm,30,26,0,168,9.1,17.6,0.52,2.7,5.2,0.53,6.4,12.4,0.51,3.0,6.4,0.48,6.1,9.1,15.2,2.4,0.6,2.4,3.3,10.0,24.0,112,108
1991,7,2607,DAL,Dallas Mavericks,John Shasky,26,57,0,510,5.1,11.6,0.44,0.0,0.0,,5.1,11.6,0.44,4.8,7.9,0.61,5.8,7.6,13.4,1.1,1.4,2.0,2.7,7.5,15.0,103,108
1991,7,2942,DAL,Dallas Mavericks,Kelvin Upshaw,28,48,1,514,10.3,22.9,0.45,0.7,2.9,0.24,9.6,20.0,0.48,5.5,6.3,0.86,2.0,3.5,5.5,8.5,2.8,0.5,3.9,7.6,26.8,107,110
1991,7,3092,DAL,Dallas Mavericks,Randy White,23,79,29,1901,7.1,17.8,0.4,0.2,1.0,0.16,6.9,16.8,0.41,4.3,6.0,0.71,4.6,8.9,13.5,1.7,2.2,1.2,3.5,8.3,18.6,93,107
1991,7,1911,DAL,Dallas Mavericks,Rodney McCray,29,74,68,2561,6.7,13.5,0.5,0.3,0.8,0.33,6.4,12.7,0.5,3.2,3.9,0.8,3.0,8.1,11.1,5.2,1.4,1.0,2.6,4.0,16.8,112,109
1991,7,254,DAL,Dallas Mavericks,Rolando Blackman,31,80,80,2965,10.9,22.6,0.48,0.7,2.0,0.35,10.2,20.7,0.49,4.8,5.6,0.86,1.1,3.3,4.4,5.2,1.2,0.3,2.7,2.6,27.3,110,114
1991,7,2803,DAL,Dallas Mavericks,Roy Tarpley,26,5,5,171,12.8,23.6,0.54,0.0,0.3,0.0,12.8,23.3,0.55,4.8,5.4,0.89,4.8,11.6,16.4,3.6,1.8,2.7,3.9,6.0,30.4,112,104
1991,7,45,DAL,Dallas Mavericks,Steve Alford,26,34,0,236,12.7,25.3,0.5,1.5,5.0,0.3,11.2,20.3,0.55,5.6,6.7,0.84,2.2,3.0,5.2,4.8,1.7,0.2,3.5,2.4,32.6,112,113
