Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,1.0,118,ATL,Atlanta Hawks,Stacey Augmon,"August 1, 1968",24.0,NBA,SG,3.0,3.0,93.0,5.4,12.0,0.45,0.0,0.0,,5.4,12.0,0.45,3.1,4.6,0.67,1.2,1.9,3.1,1.9,1.5,0.0,1.5,2.7,13.9
1994,1.0,118,ATL,Atlanta Hawks,Stacey Augmon,"August 1, 1968",25.0,NBA,SG,11.0,11.0,324.0,5.1,9.9,0.52,0.0,0.0,,5.1,9.9,0.52,3.0,4.2,0.71,1.4,1.8,3.2,3.1,0.8,0.2,1.7,2.9,13.2
1995,1.0,118,ATL,Atlanta Hawks,Stacey Augmon,"August 1, 1968",26.0,NBA,SG,3.0,1.0,52.0,4.2,9.7,0.43,0.0,0.0,,4.2,9.7,0.43,6.2,8.3,0.75,2.1,2.8,4.8,3.5,2.1,0.0,1.4,5.5,14.5
1996,1.0,118,ATL,Atlanta Hawks,Stacey Augmon,"August 1, 1968",27.0,NBA,SF,10.0,10.0,314.0,4.0,8.3,0.49,0.0,0.1,0.0,4.0,8.1,0.49,3.8,4.6,0.82,1.0,3.1,4.1,3.1,1.3,0.7,1.9,3.0,11.8
1997,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,"August 1, 1968",28.0,NBA,SG,4.0,0.0,35.0,2.1,6.2,0.33,0.0,0.0,,2.1,6.2,0.33,3.1,4.1,0.75,1.0,0.0,1.0,3.1,1.0,0.0,1.0,6.2,7.2
1998,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,"August 1, 1968",29.0,NBA,SG,4.0,0.0,28.0,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,0.5,1.3,2.6,0.5,1.3,2.6,3.9,1.3,2.6,1.3,2.6,2.6,6.4
1999,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,"August 1, 1968",30.0,NBA,SF,13.0,0.0,176.0,2.0,5.7,0.36,0.0,0.2,0.0,2.0,5.5,0.37,3.1,3.7,0.83,2.0,4.7,6.8,1.0,1.6,0.6,0.6,3.1,7.2
2000,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,"August 1, 1968",31.0,NBA,SG,7.0,0.0,34.0,4.2,12.7,0.33,0.0,0.0,,4.2,12.7,0.33,1.1,2.1,0.5,0.0,2.1,2.1,0.0,0.0,0.0,0.0,6.4,9.5
2001,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,"August 1, 1968",32.0,NBA,SG,2.0,0.0,28.0,5.1,12.9,0.4,0.0,0.0,,5.1,12.9,0.4,2.6,2.6,1.0,1.3,3.9,5.1,5.1,1.3,0.0,1.3,3.9,12.9
2002,,118,CHH,None,Stacey Augmon,"August 1, 1968",33.0,NBA,SG,9.0,0.0,152.0,3.8,9.7,0.39,0.0,0.0,,3.8,9.7,0.39,3.8,5.0,0.76,1.7,4.7,6.4,3.1,2.4,0.2,2.8,5.0,11.4
2003,19.0,118,NOH,New Orleans Hornets,Stacey Augmon,"August 1, 1968",34.0,NBA,SG,4.0,0.0,69.0,2.6,7.8,0.33,0.0,0.0,,2.6,7.8,0.33,3.7,4.2,0.88,0.5,4.7,5.2,1.6,1.6,0.0,1.6,4.2,8.9
2004,19.0,118,NOH,New Orleans Hornets,Stacey Augmon,"August 1, 1968",35.0,NBA,SF,7.0,0.0,168.0,3.9,10.3,0.38,0.0,0.2,0.0,3.9,10.1,0.38,3.4,3.9,0.89,0.9,3.2,4.1,1.5,1.3,0.2,2.8,2.8,11.1
