NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
22,Matt Barnes,SF,6-7,226,1980-03-09,US,10,UCLA
25,Reggie Bullock,SF,6-6,205,1991-03-16,US,R,UNC
2,Darren Collison,PG,6-0,175,1987-08-23,US,4,UCLA
11,Jamal Crawford,SG,6-5,185,1980-03-20,US,13,Michigan
0,Glen Davis,PF,6-9,289,1986-01-01,US,6,LSU
9,Jared Dudley,SF,6-6,237,1985-07-10,US,6,Boston College
33,Danny Granger,SF,6-9,222,1983-04-20,US,8,"Bradley, New Mexico"
34,Willie Green,SG,6-4,200,1981-07-28,US,10,Detroit Mercy
32,Blake Griffin,PF,6-9,250,1989-03-16,US,3,Oklahoma
15,Ryan Hollins,PF,7-0,240,1984-10-10,US,7,UCLA
1,Stephen Jackson,SF,6-8,218,1978-04-05,US,13,Butler County Community College
33,Antawn Jamison,PF,6-8,223,1976-06-12,US,15,UNC
6,DeAndre Jordan,C,6-11,265,1988-07-21,US,5,Texas A&M
7,Darius Morris,PG,6-4,190,1991-01-03,US,2,Michigan
0,Byron Mullens,C,7-0,275,1989-02-14,US,4,Ohio State
3,Chris Paul,PG,6-1,175,1985-05-06,US,8,Wake Forest
4,J.J. Redick,SG,6-3,200,1984-06-24,US,7,Duke
8,Hedo Türkoğlu,SF,6-10,220,1979-03-19,TR,13,
18,Sasha Vujačić,SG,6-7,195,1984-03-08,SI,7,
5,Maalik Wayns,PG,6-2,200,1991-05-02,US,1,Villanova
