Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,2,2032,BOS,Boston Celtics,23.0,NBA,C,78.0,75.0,2315.0,6.8,12.7,0.53,0.0,0.0,0.0,6.8,12.7,0.54,3.7,5.8,0.64,4.3,8.2,12.5,0.8,0.6,1.3,2.5,6.6,17.2,,111.0,111.0
1996,2,2032,BOS,Boston Celtics,24.0,NBA,C,61.0,59.0,1432.0,6.8,12.1,0.57,0.0,0.0,,6.8,12.1,0.57,1.7,4.6,0.38,4.1,8.1,12.3,1.5,0.7,1.0,2.9,6.3,15.4,,102.0,111.0
1997,31,2032,TOT,Total After Trade,25.0,NBA,C,78.0,77.0,1828.0,4.6,10.1,0.46,0.0,0.0,,4.6,10.1,0.46,0.6,1.8,0.34,5.2,9.8,15.0,1.8,0.6,2.1,2.2,7.8,9.8,,96.0,108.0
1997,7,2032,DAL,Dallas Mavericks,25.0,NBA,C,47.0,46.0,984.0,4.7,10.2,0.46,0.0,0.0,,4.7,10.2,0.46,0.5,1.9,0.29,3.6,9.3,12.9,1.8,0.5,1.9,2.8,8.2,10.0,,87.0,108.0
1997,3,2032,NJN,New Jersey Nets,25.0,NBA,C,31.0,31.0,844.0,4.5,10.0,0.45,0.0,0.0,,4.5,10.0,0.45,0.7,1.7,0.39,7.1,10.3,17.4,1.8,0.7,2.4,1.6,7.3,9.7,,107.0,108.0
1998,31,2032,TOT,Total After Trade,26.0,NBA,C,48.0,30.0,691.0,4.7,11.2,0.42,0.0,0.0,,4.7,11.2,0.42,1.2,3.1,0.4,5.4,10.1,15.5,0.9,1.0,2.1,2.3,9.9,10.7,,92.0,102.0
1998,23,2032,PHI,Philadelphia 76Ers,26.0,NBA,C,20.0,20.0,337.0,4.7,12.0,0.4,0.0,0.0,,4.7,12.0,0.4,1.1,3.0,0.37,4.4,10.1,14.5,1.1,1.1,1.9,2.4,9.6,10.6,,85.0,103.0
1998,9,2032,DET,Detroit Pistons,26.0,NBA,C,28.0,10.0,354.0,4.8,10.5,0.46,0.0,0.0,,4.8,10.5,0.46,1.4,3.2,0.43,6.3,10.1,16.4,0.6,0.9,2.3,2.2,10.1,10.9,,99.0,101.0
1999,9,2032,DET,Detroit Pistons,27.0,NBA,C,46.0,2.0,577.0,4.0,7.7,0.52,0.0,0.1,0.0,4.0,7.6,0.53,1.1,3.1,0.34,4.3,9.1,13.4,1.3,1.2,2.6,1.5,10.3,9.2,,105.0,99.0
2001,31,2032,TOT,Total After Trade,29.0,NBA,C,54.0,21.0,649.0,4.4,10.8,0.41,0.0,0.0,,4.4,10.8,0.41,0.6,2.4,0.26,4.1,9.5,13.6,1.5,0.9,2.0,3.2,9.0,9.4,,79.0,101.0
2001,9,2032,DET,Detroit Pistons,29.0,NBA,C,42.0,20.0,568.0,4.5,10.8,0.41,0.0,0.0,,4.5,10.8,0.41,0.6,2.3,0.27,3.8,9.0,12.8,1.3,0.7,2.1,3.3,8.9,9.5,,78.0,101.0
2001,28,2032,TOR,Toronto Raptors,29.0,NBA,C,12.0,1.0,81.0,3.9,11.1,0.35,0.0,0.0,,3.9,11.1,0.35,0.7,3.3,0.2,5.9,13.0,18.9,2.6,2.0,2.0,2.6,9.8,8.5,,82.0,98.0
2002,28,2032,TOR,Toronto Raptors,30.0,NBA,C,49.0,24.0,655.0,4.4,10.9,0.4,0.0,0.1,0.0,4.4,10.8,0.4,0.8,2.6,0.32,3.0,8.6,11.6,1.3,1.0,1.9,2.1,7.6,9.6,,83.0,103.0
