Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,22,ORL,Orlando Magic,25,Nick Anderson,SG,6-6,205,1968-01-20,US,3,Illinois
1993,22,ORL,Orlando Magic,14,Anthony Bowie,SG,6-6,190,1963-11-09,US,3,Oklahoma
1993,22,ORL,Orlando Magic,33,Terry Catledge,PF,6-8,220,1963-08-22,US,7,University of South Alabama
1993,22,ORL,Orlando Magic,13,Chris Corchiani,PG,6-0,185,1968-03-28,US,1,NC State
1993,22,ORL,Orlando Magic,8,Bison Dele,PF,6-9,235,1969-04-06,US,1,"Maryland, Arizona"
1993,22,ORL,Orlando Magic,11,Litterial Green,PG,6-1,185,1970-03-07,US,R,Georgia
1993,22,ORL,Orlando Magic,2,Steve Kerr,SG,6-3,175,1965-09-27,LB,4,Arizona
1993,22,ORL,Orlando Magic,34,Greg Kite,C,6-11,250,1961-08-05,US,9,BYU
1993,22,ORL,Orlando Magic,32,Shaquille O'Neal,C,7-1,325,1972-03-06,US,R,LSU
1993,22,ORL,Orlando Magic,5,Donald Royal,SF,6-8,210,1966-05-22,US,2,Notre Dame
1993,22,ORL,Orlando Magic,3,Dennis Scott,SF,6-8,229,1968-09-05,US,2,Georgia Tech
1993,22,ORL,Orlando Magic,4,Scott Skiles,PG,6-1,180,1964-03-05,US,6,Michigan State
1993,22,ORL,Orlando Magic,40,Tom Tolbert,PF,6-7,235,1965-10-16,US,4,"University of California, Irvine, Arizona"
1993,22,ORL,Orlando Magic,31,Jeff Turner,PF,6-9,230,1962-04-09,US,6,Vanderbilt
1993,22,ORL,Orlando Magic,43,Lorenzo Williams,PF,6-9,200,1969-07-15,US,R,Stetson University
1993,22,ORL,Orlando Magic,42,Howard Wright,PF,6-8,220,1967-12-20,US,1,Stanford
