Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2000,29,526,UTA,Utah Jazz,23,Pete Chilcutt,PF,6-10,230,1968-09-14,US,8,UNC
2000,29,841,UTA,Utah Jazz,10,Howard Eisley,PG,6-2,177,1972-12-04,US,5,Boston College
2000,29,1040,UTA,Utah Jazz,5,Armen Gilliam,PF,6-9,230,1964-05-28,US,12,UNLV
2000,29,1330,UTA,Utah Jazz,14,Jeff Hornacek,SG,6-3,190,1963-05-03,US,13,Iowa State
2000,29,1589,UTA,Utah Jazz,31,Adam Keefe,C,6-9,230,1970-02-22,US,7,Stanford
2000,29,1749,UTA,Utah Jazz,20,Quincy Lewis,SG,6-7,215,1977-06-26,US,R,Minnesota
2000,29,1826,UTA,Utah Jazz,32,Karl Malone,PF,6-9,250,1963-07-24,US,14,Louisiana Tech
2000,29,2221,UTA,Utah Jazz,39,Greg Ostertag,C,7-2,280,1973-03-06,US,4,Kansas
2000,29,2240,UTA,Utah Jazz,34,Scott Padgett,PF,6-9,240,1976-04-19,US,R,Kentucky
2000,29,2334,UTA,Utah Jazz,0,Olden Polynice,C,6-11,220,1964-11-21,HT,12,Virginia
2000,29,2539,UTA,Utah Jazz,3,Bryon Russell,SF,6-7,225,1970-12-31,US,6,Cal State Long Beach
2000,29,2767,UTA,Utah Jazz,12,John Stockton,PG,6-1,170,1962-03-26,US,15,Gonzaga
2000,29,2971,UTA,Utah Jazz,11,Jacque Vaughn,PG,6-1,190,1975-02-11,US,2,Kansas
