SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1984,14,LAL,33,Kareem Abdul-Jabbar,C,7-2,225,1947-04-16,US,14,UCLA
1984,14,LAL,21,Michael Cooper,SG,6-5,170,1956-04-15,US,5,New Mexico
1984,14,LAL,0,Calvin Garrett,SF,6-7,190,1956-07-11,US,3,"Austin Peay State University, Oral Roberts"
1984,14,LAL,32,Magic Johnson,PG,6-9,215,1959-08-14,US,4,Michigan State
1984,14,LAL,15,Eddie Jordan,PG,6-1,170,1955-01-29,US,6,Rutgers University
1984,14,LAL,25,Mitch Kupchak,PF,6-9,230,1954-05-24,US,6,UNC
1984,14,LAL,11,Bob McAdoo,C,6-9,210,1951-09-25,US,11,UNC
1984,14,LAL,40,Mike McGee,SF,6-5,190,1959-07-29,US,2,Michigan
1984,14,LAL,41,Swen Nater,C,6-11,240,1950-01-14,NL,10,UCLA
1984,14,LAL,31,Kurt Rambis,PF,6-8,213,1958-02-25,US,2,Santa Clara
1984,14,LAL,4,Byron Scott,SG,6-3,195,1961-03-28,US,R,Arizona State
1984,14,LAL,35,Larry Spriggs,SF,6-7,230,1959-09-08,US,2,Howard University
1984,14,LAL,52,Jamaal Wilkes,SF,6-6,190,1953-05-02,US,9,UCLA
1984,14,LAL,42,James Worthy,PF,6-9,225,1961-02-27,US,1,UNC
