PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Chris Mullin,25,8,8,42.6,11.0,20.4,0.54,0.1,1.0,0.125,10.9,19.4,0.561,0.5429999999999999,7.3,8.4,0.866,1.4,4.5,5.9,4.5,1.8,1.4,4.0,2.4,29.4
Mitch Richmond,23,8,8,39.3,7.8,16.9,0.45899999999999996,0.4,2.0,0.188,7.4,14.9,0.496,0.47,4.3,4.8,0.895,1.3,6.0,7.3,4.4,1.8,0.1,3.0,3.1,20.1
Winston Garland,24,8,8,33.8,5.1,12.3,0.418,0.1,0.4,0.33299999999999996,5.0,11.9,0.42100000000000004,0.423,3.0,3.5,0.857,1.8,2.4,4.1,3.6,1.6,0.3,1.9,3.9,13.4
Rod Higgins,29,8,7,33.4,5.0,10.3,0.488,1.3,4.4,0.28600000000000003,3.8,5.9,0.638,0.5489999999999999,3.6,4.3,0.853,2.9,4.5,7.4,2.5,1.6,0.9,1.4,2.4,14.9
Terry Teagle,28,8,0,30.0,8.8,17.6,0.496,0.0,0.3,0.0,8.8,17.4,0.504,0.496,2.3,2.8,0.818,1.9,2.8,4.6,1.3,1.0,0.4,1.6,3.4,19.8
Manute Bol,26,8,0,18.5,0.9,4.5,0.19399999999999998,0.3,2.8,0.091,0.6,1.8,0.35700000000000004,0.222,0.3,0.9,0.28600000000000003,0.6,3.3,3.9,0.1,0.3,3.6,0.4,2.6,2.3
Larry Smith,31,8,8,18.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,2.1,2.9,5.0,2.0,0.8,1.4,0.8,3.0,1.0
Ralph Sampson,28,3,1,14.3,3.0,7.3,0.409,0.0,1.3,0.0,3.0,6.0,0.5,0.409,0.7,1.3,0.5,2.0,2.7,4.7,0.3,0.3,0.7,1.3,2.7,6.7
Otis Smith,25,4,0,12.3,2.3,6.0,0.375,0.0,0.0,,2.3,6.0,0.375,0.375,0.3,0.5,0.5,1.5,1.8,3.3,1.5,0.5,0.3,0.5,1.3,4.8
Steve Alford,24,6,0,8.7,1.5,3.7,0.409,0.7,1.5,0.444,0.8,2.2,0.385,0.5,0.5,0.7,0.75,0.3,0.3,0.7,0.8,0.3,0.0,0.2,1.2,4.2
Ben McDonald,26,5,0,8.0,0.4,2.0,0.2,0.0,0.6,0.0,0.4,1.4,0.28600000000000003,0.2,0.4,0.8,0.5,0.8,0.8,1.6,0.2,0.6,0.2,0.8,1.6,1.2
Orlando Graham,23,2,0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5
